ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 152.39	 9.725	153.5	  0	 152.39	 9.725	 100
 0	 0	  1	 167.96	11.064	168.0	  2	 167.96	10.373	 100
 0	 0	  2	 232.25	11.536	232.0	  0	 232.25	11.536	 100
 0	 0	  3	 321.94	11.743	321.0	  2	 321.18	10.575	 100
 0	 0	  4	 407.51	 9.958	407.0	  4	 406.35	 8.300	 100
 0	 0	  5	 478.08	 9.307	478.0	  2	 477.48	 8.378	 100
 0	 0	  6	 531.71	 7.924	531.0	  1	 531.95	 7.592	 100
 0	 0	  7	 577.89	 8.981	578.0	  0	 577.89	 8.981	 100
 0	 0	  8	 612.31	 8.541	613.0	  1	 612.55	 8.251	 100
 0	 0	  9	 639.18	 8.195	640.0	  1	 638.93	 7.842	 100
 0	 0	 10	 656.73	 8.805	657.0	  0	 656.73	 8.805	 100
 0	 0	 11	 662.90	 7.665	662.5	  2	 662.42	 6.943	 100
 0	 0	 12	 664.16	 7.247	664.0	  0	 664.16	 7.247	 100
 0	 0	 13	 658.64	 7.311	659.0	  1	 658.45	 7.107	 100
 0	 0	 14	 650.42	 9.372	650.0	  1	 650.12	 8.929	 100
 0	 0	 15	 634.39	 6.986	634.0	  1	 634.19	 6.734	 100
 0	 0	 16	 619.61	 8.164	620.0	  0	 619.61	 8.164	 100
 0	 0	 17	 599.04	 7.166	598.0	  0	 599.04	 7.166	 100
 0	 0	 18	 578.72	 7.115	578.0	  0	 578.72	 7.115	 100
 0	 0	 19	 558.62	 6.305	558.0	  2	 558.15	 5.414	 100
 0	 0	 20	 534.87	 5.501	534.0	  0	 534.87	 5.501	 100
 0	 0	 21	 513.45	 4.879	513.0	  0	 513.45	 4.879	 100
 0	 0	 22	 491.71	 5.638	492.0	  0	 491.71	 5.638	 100
 0	 0	 23	 468.68	 5.572	469.0	  0	 468.68	 5.572	 100
 0	 0	 24	 446.98	 4.705	447.0	  0	 446.98	 4.705	 100
 0	 0	 25	 424.76	 5.549	425.0	  1	 424.60	 5.328	 100
 0	 0	 26	 405.04	 5.015	405.0	  1	 405.23	 4.655	 100
 0	 0	 27	 383.59	 4.502	383.0	  2	 383.32	 4.111	 100
 0	 0	 28	 364.24	 3.745	364.0	  0	 364.24	 3.745	 100
 0	 0	 29	 345.19	 3.575	346.0	  2	 345.17	 3.312	 100
 0	 0	 30	 326.82	 2.801	326.0	  1	 326.73	 2.657	 100
 0	 0	 31	 310.95	 3.403	310.0	  1	 310.86	 3.295	 100
 0	 0	 32	 295.60	 2.940	296.0	  0	 295.60	 2.940	 100
 0	 0	 33	 280.86	 2.903	281.0	  0	 280.86	 2.903	 100
 0	 0	 34	 268.51	 2.414	268.0	  0	 268.51	 2.414	 100
 0	 0	 35	 257.20	 2.985	257.0	  1	 257.31	 2.776	 100
 0	 0	 36	 246.58	 2.194	246.0	  3	 246.55	 2.057	 100
 0	 0	 37	 237.04	 2.971	237.0	  1	 237.19	 2.566	 100
 0	 0	 38	 229.58	 2.170	229.0	  6	 229.30	 1.917	 100
 0	 0	 39	 221.56	 2.484	221.0	 10	 221.17	 1.996	 100
 0	 0	 40	 214.47	 1.920	214.0	  2	 214.38	 1.825	 100
 0	 0	 41	 208.38	 2.255	209.0	  4	 208.48	 1.973	 100
 0	 0	 42	 202.35	 1.641	202.0	  2	 202.35	 1.458	 100
 0	 0	 43	 196.83	 2.523	197.0	  2	 196.93	 1.986	 100
 0	 0	 44	 191.37	 2.250	191.0	  0	 191.37	 2.250	 100
 0	 0	 45	 186.28	 1.875	186.0	  1	 186.23	 1.823	 100
 0	 0	 46	 181.82	 1.966	182.0	  1	 181.77	 1.905	 100
 0	 0	 47	 177.81	 1.542	178.0	  1	 177.86	 1.471	 100
 0	 0	 48	 173.81	 1.727	174.0	  1	 173.86	 1.666	 100
 0	 0	 49	 170.63	 1.727	171.0	  2	 170.62	 1.589	 100
 0	 0	 50	 167.99	 1.732	168.0	  0	 167.99	 1.732	 100
 0	 0	 51	 165.40	 2.574	165.0	  4	 165.56	 1.471	 100
 0	 0	 52	 163.58	 1.713	164.0	  1	 163.65	 1.586	 100
 0	 0	 53	 161.89	 1.869	162.0	  3	 162.07	 1.570	 100
 0	 0	 54	 160.45	 1.855	160.0	  3	 160.52	 1.646	 100
 0	 0	 55	 159.45	 1.690	160.0	  1	 159.51	 1.606	 100
 0	 0	 56	 158.10	 1.951	158.0	  2	 158.07	 1.725	 100
 0	 0	 57	 156.77	 1.543	157.0	  1	 156.72	 1.457	 100
 0	 0	 58	 156.06	 1.626	156.0	  1	 156.00	 1.519	 100
 0	 0	 59	 155.15	 1.666	155.0	  1	 155.09	 1.566	 100
 0	 0	 60	 154.03	 1.678	154.0	  0	 154.03	 1.678	 100
 0	 0	 61	 153.44	 1.533	154.0	  0	 153.44	 1.533	 100
 0	 0	 62	 152.52	 1.697	153.0	  0	 152.52	 1.697	 100
 0	 0	 63	 151.58	 1.827	151.5	  0	 151.58	 1.827	 100
 0	 0	 64	 151.15	 1.533	151.0	  0	 151.15	 1.533	 100
 0	 0	 65	 150.49	 1.861	150.0	  2	 150.38	 1.696	 100
 0	 0	 66	 150.37	 1.952	150.0	  3	 150.33	 1.784	 100
 0	 0	 67	 149.69	 1.868	150.0	  1	 149.79	 1.599	 100
 0	 0	 68	 149.33	 1.718	149.0	  2	 149.23	 1.598	 100
 0	 0	 69	 149.50	 2.111	149.0	  4	 149.55	 1.770	 100
 0	 0	 70	 149.83	 1.670	150.0	  1	 149.89	 1.571	 100
 0	 0	 71	 149.63	 1.813	150.0	  3	 149.57	 1.600	 100
 0	 0	 72	 149.34	 1.816	149.0	  4	 149.25	 1.563	 100
 0	 0	 73	 149.19	 1.710	149.0	  1	 149.24	 1.636	 100
 0	 0	 74	 148.84	 1.441	149.0	  1	 148.79	 1.350	 100
 0	 0	 75	 148.67	 1.525	149.0	  0	 148.67	 1.525	 100
 0	 0	 76	 148.65	 1.690	149.0	  0	 148.65	 1.690	 100
 0	 0	 77	 148.65	 1.527	149.0	  1	 148.71	 1.423	 100
 0	 0	 78	 148.54	 2.017	148.0	  4	 148.45	 1.641	 100
 0	 0	 79	 148.48	 1.732	149.0	  2	 148.45	 1.507	 100
 0	 0	 80	 148.32	 1.543	148.0	  0	 148.32	 1.543	 100
 0	 0	 81	 148.05	 1.666	148.0	  1	 147.98	 1.518	 100
 0	 0	 82	 148.11	 2.079	148.0	  4	 148.05	 1.598	 100
 0	 0	 83	 147.80	 1.770	148.0	  1	 147.85	 1.710	 100
 0	 0	 84	 147.60	 1.621	148.0	  1	 147.65	 1.560	 100
 0	 0	 85	 147.55	 1.672	148.0	  1	 147.49	 1.587	 100
 0	 0	 86	 147.85	 1.684	148.0	  2	 147.86	 1.506	 100
 0	 0	 87	 147.77	 1.874	148.0	  2	 147.91	 1.619	 100
 0	 0	 88	 148.38	 1.911	148.0	  4	 148.28	 1.646	 100
 0	 0	 89	 148.18	 1.487	148.0	  0	 148.18	 1.487	 100
 0	 0	 90	 148.18	 1.714	148.0	  2	 148.07	 1.548	 100
 0	 0	 91	 148.20	 1.627	148.0	  1	 148.15	 1.561	 100
 0	 0	 92	 148.10	 1.648	148.0	  1	 148.05	 1.580	 100
 0	 0	 93	 148.13	 1.668	148.0	  0	 148.13	 1.668	 100
 0	 0	 94	 147.75	 1.641	148.0	  0	 147.75	 1.641	 100
 0	 0	 95	 147.82	 1.666	148.0	  2	 147.93	 1.494	 100
 0	 0	 96	 148.08	 1.535	148.0	  0	 148.08	 1.535	 100
 0	 0	 97	 147.56	 2.384	148.0	  3	 147.86	 1.465	 100
 0	 0	 98	 148.02	 1.657	148.0	  0	 148.02	 1.657	 100
 0	 0	 99	 148.14	 1.798	148.0	  2	 148.02	 1.599	 100
 0	 0	100	 147.65	 1.850	148.0	  2	 147.78	 1.641	 100
 0	 0	101	 148.00	 1.557	148.0	  1	 147.95	 1.480	 100
 0	 0	102	 148.02	 1.531	148.0	  0	 148.02	 1.531	 100
 0	 0	103	 147.56	 1.871	148.0	  3	 147.61	 1.585	 100
 0	 0	104	 147.88	 1.838	148.0	  2	 147.73	 1.517	 100
 0	 0	105	 148.14	 1.583	148.0	  1	 148.09	 1.512	 100
 0	 0	106	 148.04	 1.752	148.0	  0	 148.04	 1.752	 100
 0	 0	107	 147.97	 1.487	148.0	  0	 147.97	 1.487	 100
 0	 0	108	 147.70	 2.181	148.0	  1	 147.85	 1.606	 100
 0	 0	109	 147.42	 1.724	148.0	  2	 147.52	 1.588	 100
 0	 0	110	 147.68	 1.964	148.0	  2	 147.80	 1.805	 100
 0	 0	111	 147.81	 1.619	148.0	  2	 147.83	 1.385	 100
 0	 0	112	 147.83	 1.891	148.0	  0	 147.83	 1.891	 100
 0	 0	113	 147.88	 2.061	148.0	  2	 147.91	 1.675	 100
 0	 0	114	 147.75	 1.811	148.0	  2	 147.76	 1.650	 100
 0	 0	115	 147.96	 1.563	148.0	  0	 147.96	 1.563	 100
 0	 0	116	 148.05	 1.520	148.0	  1	 147.99	 1.403	 100
 0	 0	117	 148.03	 1.494	148.0	  0	 148.03	 1.494	 100
 0	 0	118	 148.05	 1.623	148.0	  1	 148.00	 1.552	 100
 0	 0	119	 148.13	 2.219	148.0	  2	 148.19	 1.774	 100
 0	 1	  0	 152.30	 6.807	152.5	  5	 151.72	 5.649	 100
 0	 1	  1	 158.35	 5.849	159.0	  0	 158.35	 5.849	 100
 0	 1	  2	 183.91	 6.355	184.0	  2	 183.54	 5.859	 100
 0	 1	  3	 231.87	 5.738	230.5	  1	 231.69	 5.465	 100
 0	 1	  4	 280.61	 5.981	281.0	  2	 280.60	 5.462	 100
 0	 1	  5	 329.49	 5.517	330.0	  0	 329.49	 5.517	 100
 0	 1	  6	 375.80	 5.883	376.0	  0	 375.80	 5.883	 100
 0	 1	  7	 419.46	 6.117	420.0	  1	 419.72	 5.579	 100
 0	 1	  8	 457.81	 5.583	458.0	  2	 457.50	 5.190	 100
 0	 1	  9	 491.97	 5.878	491.5	  0	 491.97	 5.878	 100
 0	 1	 10	 522.11	 6.538	522.0	  0	 522.11	 6.538	 100
