ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 181.58	 8.468	181.5	  3	 181.38	 7.586	 100
 0	 0	   20	 194.99	 9.077	194.5	  3	 194.69	 7.705	 100
 0	 0	   30	 211.50	 8.136	211.5	  1	 211.24	 7.757	 100
 0	 0	   40	 227.25	 8.133	227.0	  0	 227.25	 8.133	 100
 0	 0	   50	 240.79	 9.503	242.0	  1	 240.54	 9.202	 100
 0	 0	   60	 255.40	 9.402	254.0	  0	 255.40	 9.402	 100
 0	 0	   70	 268.69	 6.942	269.0	  0	 268.69	 6.942	 100
 0	 0	   80	 281.12	 8.580	282.0	  0	 281.12	 8.580	 100
 0	 0	   90	 293.90	 8.399	293.0	  0	 293.90	 8.399	 100
 0	 0	  100	 304.75	 9.036	303.0	  2	 304.19	 8.208	 100
 0	 0	  200	 402.66	 7.601	402.0	  3	 402.42	 6.688	 100
 0	 0	  300	 467.82	 7.928	467.5	  2	 467.35	 7.268	 100
 0	 0	  400	 513.38	 6.223	512.0	  1	 513.18	 5.929	 100
 0	 0	  500	 547.01	 7.080	546.5	  1	 546.77	 6.687	 100
 0	 0	  600	 576.95	 8.575	576.5	  1	 576.69	 8.202	 100
 0	 0	  700	 603.47	 7.112	604.0	  0	 603.47	 7.112	 100
 0	 0	  800	 626.17	 8.299	626.0	  0	 626.17	 8.299	 100
 0	 0	  900	 647.61	 6.976	648.0	  0	 647.61	 6.976	 100
 0	 0	 1000	 666.43	 8.377	666.0	  0	 666.43	 8.377	 100
 0	 0	 1200	 696.26	 8.057	697.0	  1	 696.48	 7.777	 100
 0	 0	 1400	 722.21	 8.180	721.5	  0	 722.21	 8.180	 100
 0	 0	 1600	 744.57	10.083	744.0	  1	 744.91	 9.544	 100
 0	 0	 1800	 764.26	 9.332	763.0	  0	 764.26	 9.332	 100
 0	 0	 2000	 781.63	 8.823	781.0	  0	 781.63	 8.823	 100
 0	 0	 4000	 900.62	 9.305	901.0	  0	 900.62	 9.305	 100
 0	 0	 6000	 971.72	 8.975	971.5	  0	 971.72	 8.975	 100
 0	 0	 8000	1027.16	 9.750	1028.0	  0	1027.16	 9.750	 100
 0	 0	10000	1073.30	 8.599	1073.0	  1	1073.02	 8.173	 100
 0	 0	12000	1114.03	 9.593	1113.0	  0	1114.03	 9.593	 100
 0	 0	14000	1150.36	 8.852	1149.5	  0	1150.36	 8.852	 100
 0	 0	16000	1185.47	 9.822	1186.0	  1	1185.18	 9.438	 100
 0	 0	18000	1213.77	 8.744	1213.0	  0	1213.77	 8.744	 100
 0	 0	20000	1245.02	10.395	1243.0	  0	1245.02	10.395	 100
 0	 0	22000	1272.87	 9.375	1273.0	  0	1272.87	 9.375	 100
 0	 0	24000	1299.98	 8.740	1300.0	  0	1299.98	 8.740	 100
 0	 0	26000	1326.11	 8.617	1325.5	  1	1325.84	 8.220	 100
 0	 0	28000	1352.79	 8.598	1353.0	  0	1352.79	 8.598	 100
 0	 0	30000	1376.21	 9.575	1375.0	  2	1375.64	 8.789	 100
 0	 0	32000	1401.25	 8.587	1401.5	  0	1401.25	 8.587	 100
 0	 0	34000	1423.15	 8.652	1424.0	  0	1423.15	 8.652	 100
 0	 0	36000	1448.39	 8.556	1448.5	  0	1448.39	 8.556	 100
 0	 0	38000	1471.42	10.145	1471.0	  0	1471.42	10.145	 100
 0	 0	40000	1490.73	 9.080	1491.0	  0	1490.73	 9.080	 100
 0	 0	42000	1513.52	 8.523	1514.5	  1	1513.21	 7.988	 100
 0	 0	44000	1536.06	 8.364	1535.0	  1	1535.77	 7.876	 100
 0	 0	46000	1554.21	 8.800	1554.0	  1	1554.44	 8.525	 100
 0	 0	48000	1577.78	 9.132	1578.0	  0	1577.78	 9.132	 100
 0	 0	50000	1600.20	 8.911	1600.5	  0	1600.20	 8.911	 100
 0	 0	52000	1619.63	 8.214	1620.0	  0	1619.63	 8.214	 100
 0	 0	54000	1638.73	 8.557	1638.0	  1	1638.49	 8.270	 100
 0	 0	56000	1661.18	10.202	1661.0	  0	1661.18	10.202	 100
 0	 0	58000	1680.31	 8.346	1679.5	  0	1680.31	 8.346	 100
 0	 0	60000	1700.23	 8.801	1699.0	  1	1699.97	 8.450	 100
 0	 0	62000	1720.63	 7.708	1720.5	  1	1720.38	 7.341	 100
 0	 0	64000	1738.88	 9.308	1739.5	  0	1738.88	 9.308	 100
 0	 1	   10	 195.47	 6.972	195.0	  0	 195.47	 6.972	 100
 0	 1	   20	 192.93	 6.401	194.0	  1	 193.12	 6.140	 100
 0	 1	   30	 205.94	 5.185	205.0	  1	 206.12	 4.883	 100
 0	 1	   40	 218.07	 6.007	218.5	  1	 218.25	 5.752	 100
 0	 1	   50	 230.47	 6.028	230.0	  3	 229.85	 4.931	 100
 0	 1	   60	 241.83	 5.960	242.0	  0	 241.83	 5.960	 100
 0	 1	   70	 252.33	 5.347	252.0	  0	 252.33	 5.347	 100
 0	 1	   80	 263.16	 5.458	264.0	  0	 263.16	 5.458	 100
 0	 1	   90	 272.76	 5.723	273.0	  0	 272.76	 5.723	 100
 0	 1	  100	 282.63	 4.690	283.0	  6	 282.70	 3.715	 100
 0	 1	  200	 362.70	 5.312	363.0	  1	 362.53	 5.041	 100
 0	 1	  300	 419.18	 5.221	419.0	  2	 419.15	 4.778	 100
 0	 1	  400	 466.14	 5.422	466.0	  1	 465.96	 5.139	 100
 0	 1	  500	 505.55	 5.586	505.0	  0	 505.55	 5.586	 100
 0	 1	  600	 537.44	 6.272	538.0	  0	 537.44	 6.272	 100
 0	 1	  700	 565.33	 5.854	565.0	  0	 565.33	 5.854	 100
 0	 1	  800	 589.85	 6.069	589.0	  0	 589.85	 6.069	 100
 0	 1	  900	 609.63	 6.835	609.5	  1	 609.35	 6.283	 100
 0	 1	 1000	 628.45	 6.303	629.0	  2	 628.43	 5.717	 100
 0	 1	 1200	 660.29	 6.452	660.0	  0	 660.29	 6.452	 100
 0	 1	 1400	 685.43	 6.910	685.5	  0	 685.43	 6.910	 100
 0	 1	 1600	 708.02	 7.684	708.0	  0	 708.02	 7.684	 100
 0	 1	 1800	 726.66	 8.038	727.0	  0	 726.66	 8.038	 100
 0	 1	 2000	 743.40	 7.766	743.0	  2	 742.95	 7.160	 100
 0	 1	 4000	 855.95	 7.860	855.5	  0	 855.95	 7.860	 100
 0	 1	 6000	 924.55	 7.637	924.0	  0	 924.55	 7.637	 100
 0	 1	 8000	 976.51	 8.339	977.0	  0	 976.51	 8.339	 100
 0	 1	10000	1020.71	 9.677	1019.0	  0	1020.71	 9.677	 100
 0	 1	12000	1058.26	 8.057	1058.0	  1	1058.01	 7.699	 100
 0	 1	14000	1092.81	 8.644	1093.0	  0	1092.81	 8.644	 100
 0	 1	16000	1124.50	 8.313	1125.0	  0	1124.50	 8.313	 100
 0	 1	18000	1153.90	 8.350	1153.0	  0	1153.90	 8.350	 100
 0	 1	20000	1181.85	 7.915	1181.0	  2	1181.39	 7.290	 100
 0	 1	22000	1208.66	 8.318	1209.0	  1	1208.41	 7.987	 100
