ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203	#204	#205	#206	#207	#208	#209	#210	#211	#212	#213	#214	#215	#216	#217	#218	#219	#220	#221	#222	#223	#224	#225	#226
 7	 5	 135.63	   4.36	 136.0	   5	 135.70	  4.25	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   3	   2	   2	  10	  15	   6	  11	  26	  50	  31	  45	 104	  99	  55	  92	  85	 127	  61	  37	  58	  37	  11	  15	   9	   3	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 6	 135.69	   4.22	 136.0	   2	 135.72	  4.17	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   1	   6	  11	   6	  13	  25	  56	  27	  71	  97	  82	  56	 113	  84	  97	  77	  49	  53	  24	  10	  23	   8	   5	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 7	 135.60	   4.37	 136.0	   3	 135.64	  4.28	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   1	   0	   0	   1	  11	   7	   8	  14	  21	  64	  31	  67	 113	  82	  36	 110	  95	 105	  61	  35	  65	  20	   8	  21	   7	   7	   2	   4	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 0	 130.76	  20.84	 130.0	  15	 129.79	 19.43	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   2	   2	   1	   5	   0	   2	   4	   1	   2	   6	   2	   1	   2	   1	   2	   3	   4	  12	   3	   6	  12	   7	   3	  11	   8	  10	   9	   9	   8	  13	  10	  13	   9	  20	  10	  12	  21	  13	  12	   8	  26	  23	  16	  17	  38	  28	   8	  29	  21	  33	  20	  30	  24	  17	  10	  24	  20	  28	  14	  11	  24	  14	   4	  18	  15	  21	   3	   8	  15	  12	   8	   7	   6	   9	   5	   5	  12	   7	   1	   3	   6	   9	   4	   3	   4	   1	   1	   7	   7	   3	   1	   2	   3	   1	   2	   2	   2	   2	   1	   2	   0	   5	   1	   2	   1	   3	   0	   0	   0	   0	   0	   0	   2	   0	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 1	 131.89	  15.21	 133.0	   9	 132.29	 14.66	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   1	   1	   1	   0	   1	   1	   1	   5	   3	   0	   3	   2	   2	   2	   2	   5	   4	   0	   6	   8	  13	   6	  11	  13	  10	   4	   7	   9	  14	   5	  11	  14	  15	  10	  12	  14	  27	  26	  10	  20	  23	  10	  27	  30	  31	  22	  29	  40	  25	  20	  33	  36	  46	  23	  14	  40	  28	   6	  21	  11	  31	  10	  27	  13	  15	  12	   8	  12	   8	   8	   4	   4	   1	   0	   4	   1	   6	   0	   1	   1	   4	   0	   1	   4	   4	   3	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 2	 131.02	  12.44	 132.0	   7	 131.22	 12.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   0	   1	   0	   1	   1	   0	   0	   1	   2	   1	   2	   3	   4	   2	   5	   1	   6	   7	   1	  13	  14	   8	  10	   6	   7	  11	  17	  17	  22	  17	  10	  19	  30	  21	  17	  37	  20	  19	  22	  38	  43	  19	  29	  40	  31	  17	  37	  43	  39	  34	  17	  45	  25	  10	  26	  15	  29	  10	  10	  17	  13	   5	   4	   7	   3	   1	   3	   4	   2	   0	   2	   1	   2	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	 131.56	  10.13	 133.0	   6	 131.76	  9.82	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   1	   1	   1	   0	   0	   0	   0	   5	   1	   5	  11	   4	   7	   7	   8	  10	   5	   7	  16	  17	  18	  12	  20	  29	  25	  23	  35	  26	  12	  26	  34	  54	  23	  45	  56	  49	  30	  35	  48	  45	  39	  23	  41	  15	   9	  25	  21	  24	   8	  12	   9	   6	   0	   3	   3	   4	   1	   0	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	 131.49	   9.11	 133.0	   8	 131.71	  8.83	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   6	   1	   1	   6	   7	   2	   4	  11	  12	   8	  12	  15	  11	  13	  16	  17	  21	  24	  29	  31	  29	  13	  39	  42	  54	  25	  39	  62	  52	  18	  60	  41	  48	  30	  24	  51	  32	   8	  24	  25	  13	   2	  10	   7	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	 131.16	   7.23	 132.0	   6	 131.31	  6.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   2	   0	   2	   3	   0	   0	   1	   5	   2	   8	   9	  16	  12	  14	  20	  41	  27	  21	  42	  29	  23	  45	  45	  70	  34	  65	  78	  43	  37	  56	  39	  70	  33	  21	  33	  16	   3	  15	   6	   6	   2	   2	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	 131.02	   6.53	 132.0	  10	 131.20	  6.31	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   7	   2	   8	   7	   8	  15	   9	  19	  36	  33	  16	  37	  55	  16	  43	  58	  77	  40	  77	  88	  50	  31	  54	  55	  53	  24	  16	  16	  12	   5	  15	   5	   7	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	 130.95	   5.44	 131.0	  14	 131.04	  5.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   2	   1	   4	   1	   7	   5	  19	  24	  27	  17	  59	  51	  22	  59	  75	 113	  42	  71	  84	  66	  36	  59	  37	  41	  21	  13	  19	   8	   4	   6	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 145.82	  21.76	 146.0	  22	 145.83	 19.66	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   1	   0	   1	   0	   1	   3	   1	   0	   0	   0	   0	   1	   0	   0	   3	   0	   0	   3	   1	   1	   0	   1	   2	   1	   0	   1	   6	   3	   1	   6	   5	   4	   4	   8	  15	   2	   5	  12	   4	   7	  11	   9	   7	   6	   5	  10	  12	   9	   9	  18	  17	   4	  17	  20	  19	  10	  22	  16	  26	  16	  16	  31	  19	   9	  31	  14	  31	  17	  21	  32	  21	  19	  18	  16	  14	  21	  13	  25	  15	   4	  11	  16	  20	  10	  10	  14	   8	  10	   9	   8	  11	   7	   7	   4	   7	   6	   6	   7	   7	   3	   7	   6	   6	   3	   3	   3	   2	   2	   0	   3	   1	   3	   2	   1	   1	   0	   3	   1	   0	   0	   1	   1	   0	   2	   1	   1	   1	   2	   1	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1
 9	 1	 147.40	  16.15	 149.0	  13	 147.96	 15.14	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   0	   0	   1	   0	   2	   1	   0	   0	   0	   2	   2	   0	   1	   0	   2	   2	   0	   3	   3	   3	   2	   2	   7	   2	   3	   4	   4	   2	   5	   8	  10	   8	   5	  13	   8	   6	  10	  13	  12	   8	  13	  16	  12	   6	  17	  17	  18	  15	  17	  33	  23	   4	  24	  24	  43	  13	  40	  36	  32	  26	  25	  30	  29	  23	  15	  29	  25	   8	  28	  21	  26	   9	  17	  27	  11	   8	  11	   7	   6	   7	   4	  11	   2	   4	   2	   8	   4	   1	   1	   3	   2	   3	   2	   1	   0	   0	   1	   0	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 146.16	  14.64	 147.0	   9	 146.59	 13.99	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   1	   0	   1	   2	   2	   0	   1	   1	   0	   2	   1	   3	   2	   2	   4	   2	   5	   2	   3	   6	   4	   4	   4	   8	   8	   5	   3	  11	   9	   5	   6	  12	  12	  11	  19	  13	  12	  14	  30	  18	  27	  20	  13	  31	  32	   8	  41	  24	  42	  18	  28	  44	  27	  21	  21	  27	  44	  22	  10	  40	  17	   4	  27	  17	  18	  11	  17	  20	  13	   7	  13	   6	  14	   7	   2	   4	   2	   1	   0	   3	   2	   0	   1	   1	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 146.92	  12.68	 148.0	   2	 147.01	 12.55	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   1	   0	   1	   0	   0	   1	   2	   1	   1	   1	   5	   4	   2	   7	   4	   3	   8	  13	  10	   6	   9	   7	  17	  10	  16	  20	  16	  19	  17	  26	  26	  24	  27	  28	  21	   9	  34	  29	  47	  20	  30	  54	  37	  18	  24	  28	  39	  23	  22	  32	  20	   3	  29	  17	  24	  13	  14	  14	  10	   6	   9	   7	  10	   6	   3	   3	   1	   2	   2	   1	   4	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 4	 147.01	  13.53	 148.0	   4	 147.19	 13.25	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   3	   0	   0	   0	   2	   1	   0	   0	   4	   1	   7	   5	   2	   3	   5	  10	   5	   5	   7	  10	   2	   2	  10	  13	  17	   6	  16	  28	  15	   6	  21	  25	  31	  14	  13	  29	  40	   8	  38	  19	  37	  11	  46	  48	  37	  33	  27	  26	  28	  23	  10	  31	  29	   0	  28	  20	  15	  14	  17	  18	  10	   4	  10	   7	  12	   9	   6	   4	   5	   0	   2	   4	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 5	 146.72	  14.16	 147.0	   1	 146.76	 14.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   2	   0	   1	   1	   1	   0	   2	   0	   1	   4	   1	   3	   3	   3	   1	   4	   4	   7	   8	   3	  15	  13	   6	  17	  15	  15	  10	  11	  25	  21	   8	  32	  24	  29	  19	  16	  31	  22	  16	  28	  27	  45	  15	  27	  43	  22	  31	  18	  32	  40	  26	   9	  30	  17	   7	  20	  15	  21	   7	  11	  19	   8	   6	  12	   9	   7	   7	   4	   9	   8	   5	   2	   5	   6	   0	   2	   1	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 6	 146.48	  15.34	 147.0	   0	 146.48	 15.34	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   2	   1	   1	   2	   2	   1	   1	   0	   9	   0	   6	   8	   3	   6	   6	   6	   8	  11	   4	  16	  10	   6	  11	  24	  14	  14	  20	  29	  16	   8	  22	  16	  27	  21	  20	  26	  12	   7	  27	  29	  38	  13	  26	  32	  30	  17	  28	  26	  28	  22	  11	  26	  11	   4	  45	  17	  17	  12	  13	  24	  10	   5	  16	  14	  12	   5	   9	   5	   5	   4	   3	   3	   3	   1	   4	   3	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 7	 146.57	  16.18	 146.0	   0	 146.57	 16.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   2	   0	   2	   1	   2	   0	   2	   2	   2	   3	   6	   4	   7	   4	   7	   4	  13	   6	  12	  13	  11	  10	  12	  17	  25	  14	  18	  25	  18	   9	  29	  19	  31	  35	  13	  29	  22	   6	  23	  20	  26	  17	  26	  34	  25	  19	  21	  24	  23	  16	   7	  24	  18	   3	  19	  16	  11	  11	  23	  17	  14	   6	  17	  17	  10	   7	  11	  12	   2	   8	   4	   5	   4	   3	   2	   4	   0	   1	   1	   7	   2	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 0	 126.70	  21.40	 126.0	  13	 126.58	 20.09	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   0	   1	   0	   2	   0	   2	   0	   0	   0	   0	   2	   0	   0	   0	   3	   0	   1	   1	   2	   1	   4	   3	   3	   2	   2	   3	   5	   3	   3	   8	   3	   6	   8	   5	   5	   8	   9	   9	  14	   5	  11	   7	  16	  11	  16	  12	  12	  12	  14	  12	  24	  12	  17	  20	  22	  24	  15	  17	  26	  28	  15	  30	  18	   7	  24	  23	  29	  10	  21	  21	  21	  10	  19	  22	  20	  12	   9	  25	   8	   3	  15	  10	  14	   4	   5	  15	  10	   9	   7	   8	  10	   6	   2	   9	   4	   3	   7	   5	   4	   4	   1	   5	   3	   1	   3	   2	   4	   4	   1	   3	   1	   0	   1	   1	   3	   2	   2	   0	   2	   2	   0	   1	   0	   0	   1	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0
10	 1	 128.37	  15.88	 130.0	  15	 128.79	 14.87	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   1	   0	   1	   0	   1	   2	   1	   0	   1	   1	   1	   2	   1	   0	   8	   5	   1	   7	   2	   8	   1	   9	   6	   3	   1	   6	  13	  15	   7	  10	   8	  10	   8	   8	  15	  19	  11	  19	  20	  15	  12	   8	  21	  27	  16	  16	  33	  29	  20	  36	  18	  47	  15	  39	  35	  28	  12	  33	  25	  36	  19	  17	  25	  16	   5	  13	  16	  26	  12	  14	  12	   6	   7	   6	   6	   7	   3	   3	   7	   4	   0	   3	   2	   4	   0	   0	   3	   2	   0	   1	   0	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
10	 2	 127.48	  14.04	 129.0	  10	 127.77	 13.35	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   3	   1	   2	   0	   1	   3	   2	   1	   6	   4	   3	   1	   8	   5	   4	   4	   6	   8	   8	  14	   4	  12	   6	   6	  10	  18	  22	  15	  17	  31	  18	  25	  21	  25	  32	  24	  18	  31	  27	   9	  35	  30	  43	  23	  38	  31	  24	  21	  30	  19	  30	  19	  14	  24	  17	   6	  24	  16	  14	  10	  15	  18	   7	  10	   5	   3	   4	   0	   3	   1	   3	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
