GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	0.903	126.045	0.9996	0.399	0.907	125.666	0.9995	0.450	1.062	119.649	1.0000	1.150	1.060	119.704	1.0000	1.129
 0	 1	0.903	126.045	0.9996	0.399	0.907	125.666	0.9995	0.450	1.062	119.649	1.0000	1.150	1.060	119.704	1.0000	1.129
 0	 2	0.903	126.045	0.9996	0.399	0.907	125.666	0.9995	0.450	1.062	119.649	1.0000	1.150	1.060	119.704	1.0000	1.129
 0	 3	0.903	126.045	0.9996	0.399	0.907	125.666	0.9995	0.450	1.062	119.649	1.0000	1.150	1.060	119.704	1.0000	1.129
 0	 4	0.903	126.045	0.9996	0.399	0.907	125.666	0.9995	0.450	1.062	119.649	1.0000	1.150	1.060	119.704	1.0000	1.129
 0	 5	0.903	126.045	0.9996	0.399	0.907	125.666	0.9995	0.450	1.062	119.649	1.0000	1.150	1.060	119.704	1.0000	1.129
 0	 6	0.903	126.045	0.9996	0.399	0.907	125.666	0.9995	0.450	1.062	119.649	1.0000	1.150	1.060	119.704	1.0000	1.129
 0	 7	0.903	126.045	0.9996	0.399	0.907	125.666	0.9995	0.450	1.062	119.649	1.0000	1.150	1.060	119.704	1.0000	1.129
 1	 0	0.921	102.840	0.9984	0.822	0.932	102.042	0.9987	0.760	1.068	97.586	1.0000	1.306	1.075	97.316	1.0000	1.277
 1	 1	0.921	102.840	0.9984	0.822	0.932	102.042	0.9987	0.760	1.068	97.586	1.0000	1.306	1.075	97.316	1.0000	1.277
 1	 2	0.921	102.840	0.9984	0.822	0.932	102.042	0.9987	0.760	1.068	97.586	1.0000	1.306	1.075	97.316	1.0000	1.277
 1	 3	0.921	102.840	0.9984	0.822	0.932	102.042	0.9987	0.760	1.068	97.586	1.0000	1.306	1.075	97.316	1.0000	1.277
 1	 4	0.921	102.840	0.9984	0.822	0.932	102.042	0.9987	0.760	1.068	97.586	1.0000	1.306	1.075	97.316	1.0000	1.277
 1	 5	0.921	102.840	0.9984	0.822	0.932	102.042	0.9987	0.760	1.068	97.586	1.0000	1.306	1.075	97.316	1.0000	1.277
 1	 6	0.921	102.840	0.9984	0.822	0.932	102.042	0.9987	0.760	1.068	97.586	1.0000	1.306	1.075	97.316	1.0000	1.277
 1	 7	0.921	102.840	0.9984	0.822	0.932	102.042	0.9987	0.760	1.068	97.586	1.0000	1.306	1.075	97.316	1.0000	1.277
 2	 0	0.872	112.690	0.9991	0.588	0.868	112.988	0.9992	0.557	1.044	105.787	1.0000	0.809	1.041	105.837	1.0000	1.006
 2	 1	0.872	112.690	0.9991	0.588	0.868	112.988	0.9992	0.557	1.044	105.787	1.0000	0.809	1.041	105.837	1.0000	1.006
 2	 2	0.872	112.690	0.9991	0.588	0.868	112.988	0.9992	0.557	1.044	105.787	1.0000	0.809	1.041	105.837	1.0000	1.006
 2	 3	0.872	112.690	0.9991	0.588	0.868	112.988	0.9992	0.557	1.044	105.787	1.0000	0.809	1.041	105.837	1.0000	1.006
 2	 4	0.872	112.690	0.9991	0.588	0.868	112.988	0.9992	0.557	1.044	105.787	1.0000	0.809	1.041	105.837	1.0000	1.006
 2	 5	0.872	112.690	0.9991	0.588	0.868	112.988	0.9992	0.557	1.044	105.787	1.0000	0.809	1.041	105.837	1.0000	1.006
 2	 6	0.872	112.690	0.9991	0.588	0.868	112.988	0.9992	0.557	1.044	105.787	1.0000	0.809	1.041	105.837	1.0000	1.006
 2	 7	0.872	112.690	0.9991	0.588	0.868	112.988	0.9992	0.557	1.044	105.787	1.0000	0.809	1.041	105.837	1.0000	1.006
 3	 0	0.885	129.320	0.9997	0.322	0.885	129.270	0.9997	0.357	1.042	123.376	1.0000	0.601	1.041	123.481	1.0000	0.581
 3	 1	0.885	129.320	0.9997	0.322	0.885	129.270	0.9997	0.357	1.042	123.376	1.0000	0.601	1.041	123.481	1.0000	0.581
 3	 2	0.885	129.320	0.9997	0.322	0.885	129.270	0.9997	0.357	1.042	123.376	1.0000	0.601	1.041	123.481	1.0000	0.581
 3	 3	0.885	129.320	0.9997	0.322	0.885	129.270	0.9997	0.357	1.042	123.376	1.0000	0.601	1.041	123.481	1.0000	0.581
 3	 4	0.885	129.320	0.9997	0.322	0.885	129.270	0.9997	0.357	1.042	123.376	1.0000	0.601	1.041	123.481	1.0000	0.581
 3	 5	0.885	129.320	0.9997	0.322	0.885	129.270	0.9997	0.357	1.042	123.376	1.0000	0.601	1.041	123.481	1.0000	0.581
 3	 6	0.885	129.320	0.9997	0.322	0.885	129.270	0.9997	0.357	1.042	123.376	1.0000	0.601	1.041	123.481	1.0000	0.581
 3	 7	0.885	129.320	0.9997	0.322	0.885	129.270	0.9997	0.357	1.042	123.376	1.0000	0.601	1.041	123.481	1.0000	0.581
 4	 0	0.871	116.520	0.9999	0.160	0.869	116.602	1.0000	0.131	1.012	111.395	1.0000	0.597	1.011	111.412	1.0000	0.585
 4	 1	0.871	116.520	0.9999	0.160	0.869	116.602	1.0000	0.131	1.012	111.395	1.0000	0.597	1.011	111.412	1.0000	0.585
 4	 2	0.871	116.520	0.9999	0.160	0.869	116.602	1.0000	0.131	1.012	111.395	1.0000	0.597	1.011	111.412	1.0000	0.585
 4	 3	0.871	116.520	0.9999	0.160	0.869	116.602	1.0000	0.131	1.012	111.395	1.0000	0.597	1.011	111.412	1.0000	0.585
 4	 4	0.871	116.520	0.9999	0.160	0.869	116.602	1.0000	0.131	1.012	111.395	1.0000	0.597	1.011	111.412	1.0000	0.585
 4	 5	0.871	116.520	0.9999	0.160	0.869	116.602	1.0000	0.131	1.012	111.395	1.0000	0.597	1.011	111.412	1.0000	0.585
 4	 6	0.871	116.520	0.9999	0.160	0.869	116.602	1.0000	0.131	1.012	111.395	1.0000	0.597	1.011	111.412	1.0000	0.585
 4	 7	0.871	116.520	0.9999	0.160	0.869	116.602	1.0000	0.131	1.012	111.395	1.0000	0.597	1.011	111.412	1.0000	0.585
 5	 0	0.972	174.325	0.9995	0.502	0.970	174.437	0.9994	0.512	1.112	168.995	1.0000	1.353	1.113	168.968	1.0000	1.361
 5	 1	0.972	174.325	0.9995	0.502	0.970	174.437	0.9994	0.512	1.112	168.995	1.0000	1.353	1.113	168.968	1.0000	1.361
 5	 2	0.972	174.325	0.9995	0.502	0.970	174.437	0.9994	0.512	1.112	168.995	1.0000	1.353	1.113	168.968	1.0000	1.361
 5	 3	0.972	174.325	0.9995	0.502	0.970	174.437	0.9994	0.512	1.112	168.995	1.0000	1.353	1.113	168.968	1.0000	1.361
 5	 4	0.972	174.325	0.9995	0.502	0.970	174.437	0.9994	0.512	1.112	168.995	1.0000	1.353	1.113	168.968	1.0000	1.361
 5	 5	0.972	174.325	0.9995	0.502	0.970	174.437	0.9994	0.512	1.112	168.995	1.0000	1.353	1.113	168.968	1.0000	1.361
 5	 6	0.972	174.325	0.9995	0.502	0.970	174.437	0.9994	0.512	1.112	168.995	1.0000	1.353	1.113	168.968	1.0000	1.361
 5	 7	0.972	174.325	0.9995	0.502	0.970	174.437	0.9994	0.512	1.112	168.995	1.0000	1.353	1.113	168.968	1.0000	1.361
 6	 0	0.919	145.485	0.9996	0.409	0.919	145.485	0.9996	0.409	1.061	139.820	1.0000	0.939	1.060	139.865	1.0000	0.878
 6	 1	0.919	145.485	0.9996	0.409	0.919	145.485	0.9996	0.409	1.061	139.820	1.0000	0.939	1.060	139.865	1.0000	0.878
 6	 2	0.919	145.485	0.9996	0.409	0.919	145.485	0.9996	0.409	1.061	139.820	1.0000	0.939	1.060	139.865	1.0000	0.878
 6	 3	0.919	145.485	0.9996	0.409	0.919	145.485	0.9996	0.409	1.061	139.820	1.0000	0.939	1.060	139.865	1.0000	0.878
 6	 4	0.919	145.485	0.9996	0.409	0.919	145.485	0.9996	0.409	1.061	139.820	1.0000	0.939	1.060	139.865	1.0000	0.878
 6	 5	0.919	145.485	0.9996	0.409	0.919	145.485	0.9996	0.409	1.061	139.820	1.0000	0.939	1.060	139.865	1.0000	0.878
 6	 6	0.919	145.485	0.9996	0.409	0.919	145.485	0.9996	0.409	1.061	139.820	1.0000	0.939	1.060	139.865	1.0000	0.878
 6	 7	0.919	145.485	0.9996	0.409	0.919	145.485	0.9996	0.409	1.061	139.820	1.0000	0.939	1.060	139.865	1.0000	0.878
 7	 0	0.852	129.190	0.9979	0.874	0.848	129.509	0.9971	1.017	1.038	121.173	1.0000	1.419	1.037	121.247	1.0000	1.574
 7	 1	0.852	129.190	0.9979	0.874	0.848	129.509	0.9971	1.017	1.038	121.173	1.0000	1.419	1.037	121.247	1.0000	1.574
