fdt_allch_tau1	fdt_allch_tau2	fdt_allch_tau3	fdt_allch_tau4	fdt_allch_tau5	fdt_allch_tau6	fdt_allch_tau7	fdt_allch_tau8	fdt_allch_tau9	fdt_allch_tau10	fdt_allch_tau11	fdt_allch_tau12	fdt_allch_tau13	fdt_allch_tau14	fdt_allch_tau15	fdt_allch_tau16	fdt_allch_tau17	fdt_allch_tau18	fdt_allch_tau19	fdt_allch_tau20	fdt_allch_tau21	fdt_allch_tau22	fdt_allch_tau23	fdt_allch_tau24	fdt_allch_tau25	fdt_allch_tau26	fdt_allch_tau27	fdt_allch_tau28	fdt_allch_tau29	fdt_allch_tau30	fdt_allch_tau31	fdt_allch_tau32
234.26	220.64	194.43	201.3	234.7	176.59	242.12	177.54	170.84	187.39	234.63	198.01	231.34	192.98	213.06	218.59	213.66	189.18	197.78	184.22	202.04	208.21	231.85	191.81	179.61	208.35	213.24	220.84	182.02	277.61	273.15	162.39
234.72	221.74	195.18	202.23	234.5	176.95	242.96	178.66	171.28	186.79	235.34	199.27	231.47	193.32	212.05	219.43	215.28	191.02	196.9	185.04	204.87	209.53	234.26	193.77	180.45	207.97	214.85	220.67	182.86	276.39	273.53	162.45
235.52	222.69	195.91	204.07	236.95	178.05	244.51	179.23	171.84	189.55	235.41	199.61	232.8	193.95	213.59	219.78	215.38	193.53	197.57	186.3	204.26	209.51	234.11	193.03	180.63	209.19	215.3	221.87	184.01	278.24	274.66	163.87
237	223.61	197.08	204.38	236.3	178.32	244.29	181.03	173	190.45	237.2	200.64	233.99	195.84	214.4	220.56	214.89	192.41	200.21	186.35	206.74	210.15	235.67	193.61	182.76	209.11	216.31	223.18	185.38	278.92	274.66	164.86
237.12	224.26	197.38	205.09	238.16	179.98	246.33	181.46	174.07	191.14	237.6	201.19	234.23	196.64	215.21	221.4	215.91	194.62	200.51	185.56	208.09	210.68	235.44	195.86	181.58	209.97	216.5	223.23	185.78	280.06	275.27	165.36
238.79	224.83	198.38	205.77	239.48	180.39	246.51	182.34	175.32	191.55	239.55	201.99	235.34	197.3	215.8	222.6	216.78	195.13	199.67	186.79	207.75	211.78	236.95	195.42	183.66	211.49	217.04	224.31	186.63	280.65	276.28	166.42
239.5	226.17	199.79	206.37	240.14	180.9	247.02	183.37	175.32	190.97	240.18	203.42	235.3	198.07	215.82	223.74	217.19	195.53	200.48	189.1	207.63	213.37	237.36	196.58	186.34	211.54	218.92	225.15	187.43	281.04	276.98	165.91
239.96	227.42	200.31	207.62	240.96	181.43	248.78	183.96	175.45	192.08	241.25	203.88	237.33	197.66	217.97	223.44	218.43	196.85	201.93	189.67	209.81	212.34	237.82	197.52	185.08	212.98	219.32	225.53	188.36	282.32	277.74	168.17
239.92	227.62	200.87	207.85	241.15	183.21	248.43	184.13	177.48	193.92	240.07	206.11	236.92	197.24	220.68	225.13	218.16	197.85	203.64	190.68	209.5	212.64	240.32	198.28	186.41	213.28	220.11	226.42	188.38	283.08	278.97	168.73
242.2	227.97	202.07	208.84	242.09	182.64	250.18	185.55	178.47	194.12	241.82	204.78	238.28	199.5	219.76	225.92	219.78	198.2	204.22	190.13	211.09	214.92	241.04	198.67	187.41	214.94	220.32	227.25	189.16	284.04	279.51	169.1
242.65	229.38	202.76	209.56	242.7	183.63	250.24	185.51	178.35	194.67	243.9	207.02	239.46	200.98	221.02	227.76	220.98	199.01	205.76	192.64	212.05	216.16	240.84	199.66	187.98	215.41	221.28	227.9	190.73	284.95	280.39	170.03
244.09	229.89	203.63	210.58	243.91	184.85	251.61	186.65	180.56	195.92	244.82	208	238.59	200.8	220.88	227.74	220.7	201	204.69	193.33	212.35	217.09	242.22	201.39	189.57	215.6	222.28	229.39	190.17	285.48	281.62	170.54
244.92	230.91	204.29	211.46	244.24	185.36	251.8	188.47	179.2	195.36	244.99	207.64	239.71	201.83	222.59	229.31	221.9	200.87	205.16	191.61	213.15	217.83	243.74	201.76	189.25	216.21	223.07	229.45	191.47	286.35	282.29	171.55
245.49	232.34	205.98	212.42	245.08	186.43	253.34	188.69	180.52	196	245.78	208.99	240.9	201.65	223.09	229.1	221.52	201.4	207.45	195.31	213.58	217.92	244.4	202.9	189.92	217.81	224.32	230.73	193.01	287.07	283.52	173.28
246.47	233	206.22	212.57	245.8	186.12	254.38	189.07	182.68	197.54	245.85	209.14	241.95	203.66	224.36	230.44	224.75	202.71	207.24	194.74	215.44	218.4	245.99	203.93	190.82	216.86	224.18	231.07	192.98	288.97	284.11	173.25
247.11	233.66	207.09	213.53	247.52	187.56	255.68	190	183.38	197.58	247.14	209.91	242.86	203.85	225.11	230.57	224.5	203.23	208.08	195.86	214.74	220.76	245.47	204.75	191.09	219.21	225.3	232.5	194	288.87	284.83	174.33
247.67	234.09	207.95	214.22	248.39	188.51	256.1	190.66	182.99	198.4	248.81	210.36	243.29	205.8	225.78	231.84	224.09	203.45	209.57	196.86	216.87	221.33	246.36	205.04	192.83	219.04	226.61	232.38	194.97	289.56	286.17	175.13
248.68	235.79	208.09	214.46	248.53	189.11	256.63	191.97	184.13	199.63	249.67	211.67	243.48	205.95	226.33	232.33	225.48	203.65	210.92	197.29	217.94	221.25	247.14	206.66	192.93	219.85	226.4	233.3	196.04	290.7	286.92	176.12
249.62	236.04	210.12	215.35	249.86	189.42	257.72	192.64	185.93	199.76	249.41	212.91	245.08	205.22	227.37	231.98	226.62	204.44	211.15	198.28	217.58	222.64	248.48	207.63	193.72	221.34	228	234.41	196.53	291.19	287.59	177.05
250.13	235.93	209.31	217.74	250.34	190.41	258.67	193.62	185.07	201.68	251.91	213.97	245.94	206.63	228.85	234.94	226.87	207.49	212.5	198.25	219.4	222.55	249.14	207.21	196.27	222.54	228.46	235.03	197.81	291.5	288.56	177.36
251.26	237.71	210.67	217.38	251.37	191.51	259.36	194.65	186.72	202.68	250.27	215.02	246.39	207.43	229.52	234.63	226.88	206.02	211.62	199.96	219.04	224.53	249.26	207.13	195.41	222.09	229.51	235.66	197.23	292.34	289.21	178.26
251.83	237.8	211.08	217.92	251.82	192.51	260.41	194.84	188.27	202.09	252.12	215.54	247.4	207.16	230.31	235.16	227.94	207.9	212.8	200.74	221.26	225.39	250.38	209.34	197.41	223.48	230.18	236.77	198.38	293.07	289.74	179.06
252.86	239.48	213	219.12	253.18	193.25	261.83	195.38	189.29	203.49	251.01	216.38	247.73	209.35	229.81	236.1	228.99	207.08	213.01	200.83	221.5	225.75	250.68	209.76	198.25	223.43	231.09	237.37	199.6	294.21	291.05	179.88
253.43	240.23	214.08	219.25	253.28	193.61	261.79	196.66	189.66	203.05	253.8	217.64	248.48	209.85	231.51	236.31	228.89	209.37	214.7	201.52	222.35	226.98	251.16	209.3	197.94	224.3	232.62	237.73	199.29	294.67	291.93	180.28
254.28	240.57	214.62	219.76	254.98	195.01	262.42	196.65	189.9	203.8	255.19	217.3	249.86	210.17	232.77	237.55	230.03	211.23	215.59	203.51	223.69	227.85	251.98	212.66	198.49	224.77	232.06	238.58	200.21	295.58	292.19	182.61
255.36	242.04	215.14	221.07	255.62	194.61	263.2	198.01	190.1	202.66	255.15	217.09	250.86	209.66	234.41	239.48	231.78	210.65	216.54	202.3	224.4	228.05	254.89	211.44	199.94	225.06	232.82	240.5	201.91	296.88	293.9	181.38
256.35	242.76	216.87	221.59	257.65	195.52	264.15	198.91	191.08	204.91	254.59	217.5	250.37	212.23	233.73	239.32	230.88	211.8	216.51	204.35	225.96	229.89	254.93	213.73	201.01	226.86	234.81	240.53	202.33	297.53	295.17	182.36
257.61	243.46	216.24	222.25	258.6	197.08	264.72	199.37	193.16	204.73	256.58	220.2	251.65	212.64	234.91	240.68	232.77	211.87	217.21	205.28	226.04	229.09	257.79	213.91	201.3	227.02	234.72	240.85	202.22	298.1	295.79	184.8
257.47	244.61	218.05	223.51	259.13	197.61	265.91	200.14	192.54	205.97	257.48	220.24	251.83	212.13	236.46	241.46	231.93	211.09	216.09	204.59	226.26	230.01	255.73	213.57	202.34	228.1	235.97	241.95	203.95	299.69	297.24	184.52
265.45	251.61	225.42	230.39	266.37	204.29	272.94	207.6	198.77	213.02	265.09	227.71	259.92	219.65	244.16	248.74	239.19	220.23	225.19	213.64	234.44	238.78	265.78	222.28	209.02	235.46	242.78	249.93	210.61	306.63	304.75	192.32
273.8	260.68	233.12	236.99	274.51	211.23	280.41	215	207.26	219.25	272.16	235.3	266.33	227.84	252.44	258.41	247.16	226.71	234	219.84	242.27	245.54	272.36	229.3	217.82	241.18	250.13	258.13	217.21	314.25	312.35	199.7
281.23	268.42	241.16	245.49	281.74	217.13	288.08	221.78	214.47	224.75	280.28	241.77	272.63	233.71	260.42	266.04	252.24	235.29	241.14	226.58	250.66	254.73	279.72	237.34	224.93	248.32	258.42	265.5	224.46	322.12	321.26	207.17
