fdt_allch_tau1	fdt_allch_tau2	fdt_allch_tau3	fdt_allch_tau4	fdt_allch_tau5	fdt_allch_tau6	fdt_allch_tau7	fdt_allch_tau8	fdt_allch_tau9	fdt_allch_tau10	fdt_allch_tau11	fdt_allch_tau12	fdt_allch_tau13	fdt_allch_tau14	fdt_allch_tau15	fdt_allch_tau16	fdt_allch_tau17	fdt_allch_tau18	fdt_allch_tau19	fdt_allch_tau20	fdt_allch_tau21	fdt_allch_tau22	fdt_allch_tau23	fdt_allch_tau24	fdt_allch_tau25	fdt_allch_tau26	fdt_allch_tau27	fdt_allch_tau28	fdt_allch_tau29	fdt_allch_tau30	fdt_allch_tau31	fdt_allch_tau32
180.62	166.39	138.92	152.15	181.5	127.59	190.35	126.7	121.04	143.85	184.34	144.17	182.92	142.84	156.69	162.11	165.97	137.2	145.91	131.11	145.77	152.36	179.29	138.7	125.92	158.73	161.87	169.31	133.9	224.46	215.76	107.45
181.96	167.56	138.94	152.85	182.17	128.63	192.57	128.55	121.81	145.2	184.04	147.52	183.22	144.34	156.73	164.09	168.41	138.11	147.28	134.48	147.52	155.35	180.79	139.61	126.52	161	162.48	170.58	133.69	226.86	217.12	108.34
184.07	168.85	140.56	154.61	183.05	128.74	193.14	128.93	121.41	145.33	186.08	147.44	185.19	146.36	157.34	166.24	169.37	139.71	149.25	135.63	149.3	154.81	180.43	140.65	129.53	161.17	164.23	171.68	134.73	227.38	216.16	109.38
184.29	169.35	142.18	154.99	183.65	130.73	193.43	130.02	123.07	146.7	188.31	148.7	186.69	147.12	160.24	168.36	170.88	140.42	150.36	137.12	148.72	155.34	180.84	141.85	129.05	162.39	164.9	171.93	135.1	228.03	217.26	110.97
184.8	171.16	143.23	156.68	186.02	130.15	195.27	131.04	123.27	146.97	187.24	150.56	187.5	147.37	160.79	166.62	172.51	142.51	150.09	136.34	152.25	158.08	183.89	144.07	130.63	163.54	166.32	174.02	136.56	228.28	219.76	111.78
186.14	170.85	144.18	157.27	187.36	131.65	196.35	131.93	124.87	147.73	188.03	151.38	188.6	149.46	163.41	168.52	172.48	143.27	152.18	136.23	152.99	159.32	183.87	144.62	131.13	164.75	167.45	174.84	138.58	230.79	219.96	113.04
188.16	173.44	145.84	158.2	187.69	133.31	196.81	133.5	125.85	149.18	190.32	151.61	190.29	151.24	164.19	170.53	173.5	145.47	152.86	139.31	153.69	160.59	186.38	144.11	132.11	166.24	167.15	175.47	138.06	230.65	221.72	114.34
189.2	173.5	146.93	159.43	188.55	134.43	198.09	134.65	128.36	149.05	190.08	153.85	190.11	150.72	163.81	169.89	175.54	144.02	153.61	139.39	155.76	161.23	185.53	147.07	133.83	166.62	168.69	176.98	139.71	231.56	223.73	115.97
189.71	174.95	147.49	159.5	190.11	135.22	198.49	135.21	127.51	149.67	190.98	155.92	192.46	150.38	164.68	172.99	175.96	147.51	155.19	140.46	155.87	162.29	187.68	147.69	135.03	167.74	170.66	177.4	140.28	233.07	225.49	115.87
191.48	176.33	148.97	160.87	190.98	134.9	200.53	135.88	129.91	152.71	194.12	155.37	191.25	153.77	166.26	174.57	174.01	147.17	155.69	143.43	157.59	164.77	187.96	149.82	133.92	169.17	173.19	179.46	141.55	233.09	225.51	117.69
191.53	176.75	150.4	162.48	191.83	137.09	200.98	137.54	130.74	150.17	194.59	157.03	193.52	152.72	167.23	174.79	177.77	146.79	156.34	142.84	159.22	165.74	186.81	149.47	137.55	170.82	172.11	180.04	144.03	234.14	226.42	118.92
193.53	177.14	150.96	162.41	193.82	137.18	202.05	138.69	130.86	153.29	194.01	156.92	195.06	152.83	168.35	175.63	177.73	150	158.53	143.71	158.03	165.91	191.65	151.57	137.51	170.49	173.72	180.39	142.43	235.69	228.26	119.39
194.4	179.11	152.17	163.94	194.6	137.78	203.01	139.12	132.61	153.98	197.26	159.4	194.45	154.31	169.6	177.21	179.37	149.35	158.18	145.89	161.56	167.46	193.91	151.65	137.52	171.23	174.88	183.17	145.13	237.24	230.11	120.16
195.43	180.01	153.84	165.31	196.58	139.84	204.23	139.77	133.94	155.18	197.41	158.64	195.48	155.4	171.52	177.29	178.14	152.84	158.9	146.29	161.68	166.99	194.47	152.58	140.55	172.27	175.53	183.69	146.87	238.47	230.08	121.95
197.32	181.59	154.57	165.51	196.79	140.48	204.72	141.46	134.98	155.55	199	160.1	197.08	156.7	170.73	178.49	180.64	152.94	161.94	147.64	163.28	169.19	194.81	153.41	138.83	172.65	176.67	184.04	146.51	240.77	231.27	122.56
197.4	183	155.31	166.98	197.42	140.97	207.08	142.99	134.62	157.77	200.52	160.42	199.4	158.85	173.78	179.39	182.01	155.14	162.15	149.15	164.22	169.79	195.9	156.23	141.26	174.54	177.49	184.81	148	239.89	233.2	123.67
198.22	183.66	156.7	167.09	199.36	142.27	207.54	142.78	136.66	158.01	198.79	161.9	198.11	159.85	174.48	181.19	181.33	153.89	162.66	147.57	166.67	169.95	197.68	158.29	142.8	175.52	179.52	186.73	148.76	240.8	232.82	125.68
199.75	184.71	158.75	168.87	199.81	143.67	208.82	144.65	137.7	159.57	201.3	162.75	200.39	158.93	176.85	183.22	185.17	156.5	164.94	149.57	166.77	173.07	196.86	157.99	145	175.87	180.53	188.18	147.91	242.15	233.49	125.98
200.59	186.42	158.36	169.43	200.17	143.77	209.8	145.48	138.81	160.21	201.59	165.36	200.57	160.58	176.52	182.15	183.42	159.25	165.74	150.34	168.06	173.66	198.91	159.97	146.25	176.79	180.96	188.19	149.49	243.8	236.92	127.36
202.66	187.58	159.75	171.01	202.26	145.86	209.89	146.31	139.62	159.83	203.93	165.92	201.24	162.18	176.72	184.11	184.09	157.68	164.47	151.61	168.67	174.74	198.93	160.56	145.8	178.35	182.08	189.2	151	244.62	238.21	128.35
203.44	188.78	160.46	171.36	203.22	145.85	211.58	147.17	141.56	161.98	203.98	166.44	201.82	162.77	179.89	184.73	186.17	158.38	168.21	154.53	170.21	175.28	202.03	159.34	147.8	179.54	182.77	190.65	153.05	246.22	236.9	128.76
203.61	189.54	163.3	172.02	203.46	148.17	213.52	147.92	140.59	160.93	205.67	167.38	202.94	164.36	180.67	186.06	186.5	159.83	167.01	155.22	171.03	176.43	201.96	162.91	149.32	180.37	183.21	191.27	154.46	246.03	240.29	130.41
204.59	190.86	163.65	173.38	204.63	147.46	213.92	149.02	142.73	161.96	205.17	168	204.19	163.88	181.06	186.73	187.97	161.06	169.34	153.44	171.9	176.81	202.65	162.25	150.14	181.26	184.38	192.55	153.15	246.6	240.22	131.26
205.22	191.56	164.34	174.8	205	148.45	215.03	150.55	142.92	162.78	206.33	168.56	205.6	166.61	182.38	190.92	189.44	162.69	167.9	157.03	173.43	178.92	204.57	161.39	149.58	182.35	185.12	192.79	155.93	250.04	242.28	132.91
206.48	192.73	165.76	176.04	207.42	150.28	216.15	151.92	144.75	163.42	206.68	171.58	205.92	166.42	184.33	189.48	189.42	164.03	171.41	158.6	175.62	179.9	204.44	164.48	150.46	183.26	186.84	194.35	157.05	249.33	241.6	133.76
208.68	193.98	166.89	176.84	208.58	151.44	216.99	152.18	143.33	165.73	209.4	172.77	206.66	165.76	185.63	189.21	191.48	164.37	171.37	158.31	176.29	181.39	205.75	166.09	152.09	183.41	188.63	196.13	156.86	249.76	242.63	134.44
208.79	194.7	167.77	177.3	208.58	152.53	216.72	153.27	144.94	165.95	211.38	172.63	208.39	168.09	186.32	191.69	192.77	165.65	171.63	159.92	176.49	182.65	206.28	166.64	155.71	185.16	189.56	195.84	159.58	251.68	244.64	136.13
210.14	196.08	168.61	178.74	210.05	153.02	218.01	153.58	147.35	167.21	212.19	174.33	209.01	168.8	185.8	193.01	192.01	165.84	173.74	161.15	178.01	181.81	205.9	167.3	155.1	185.88	189.28	196.92	159.69	252.68	245.38	137.63
211.19	196.68	169.82	180.04	211.42	153.78	219.16	155.1	148.43	166.2	212.34	174.63	209.05	169.71	187.37	194.38	192.03	168.32	174.19	160.76	179.11	184.35	209.72	167.69	155.06	185.87	190.84	197.78	158.97	253	247.56	138.33
211.42	197.81	171.53	180.64	212.36	154.34	220.34	156.29	148.92	167.53	213.78	176.86	209.38	171.03	188.16	195.34	192.72	168.61	175.14	162.78	180.09	184.93	209.48	169.95	156.63	188.59	191.95	199.56	160.65	254.93	248.73	138.72
213.31	198.82	171.54	181.34	213.61	154.73	221.69	156.13	149.98	170.28	212.9	176.25	211.1	172.5	189.81	194.4	194.35	168.88	176.79	160.96	180.78	187.58	212.34	170.82	156.99	187.38	192.3	199.57	162.26	256.04	250.51	141.06
213.65	200.68	172.17	182.55	213.95	156.22	222.36	158.19	151.77	171.37	215.17	178.28	212.43	173.09	191.43	197.91	195.17	171.37	175.22	164.74	182.1	187.19	212.11	171.15	159.29	189.35	193.01	200.98	163.38	256.54	251.25	141.1
214.62	200.88	173.52	183.37	215.06	157.05	223.14	159.54	151.9	171.61	215.05	179.04	213.69	174.64	191.29	199.29	194.88	171.15	178.2	165.09	182.45	187.89	213.22	173.09	159.99	190.25	195.06	202.28	164.06	257.26	252.72	141.81
214.84	201.81	174.54	184.32	216.81	158.4	224.23	159.89	151.66	170.12	216.91	180.7	212.95	175.79	191.93	199.94	197.8	173.49	178.48	165	185.41	189.95	213.89	173.14	160.69	190.31	196.18	202.84	165.13	259.38	253.17	142.71
216.34	203.49	176.43	185.3	217.72	159.73	225.22	161.03	154.51	171.93	217.88	180.54	214.85	175.64	194.34	200.33	197	173.64	180.41	168.16	184.67	189.32	214.86	174.12	162.27	191.84	197.09	203.92	164.72	260.68	255	143.7
217.65	203.82	177.48	186.3	218.47	160.42	226.08	162.16	155.26	172.29	217.91	181.24	215.2	176.72	193.95	200.98	198.96	174.72	181.07	168.82	185.88	190.91	215.28	176.25	162.92	191.43	197.85	204.83	166.86	260.86	257	145.14
218.7	205.65	178.11	187.46	219.11	161.04	226.54	162.88	154.85	173.88	217.81	183.91	214.69	178.13	196.63	202.43	200.14	175.33	182.77	169.59	188.28	192.41	215.48	176.55	164.06	194.35	199.24	205.55	167.04	263.25	257.09	146.37
219.14	206.45	178.55	188.51	220.84	161.97	227.15	163.27	156.52	172.96	220.15	182.13	217.84	178.54	197.24	204.19	200.48	176.96	183.46	170.04	188.92	193.67	218.5	177.96	164.64	193.23	200.36	206.79	169.28	264.06	257.85	145.9
221.28	207.67	180.82	188.69	221.34	163.18	228.64	164.27	156.16	175.64	221.84	186.08	218.68	178.28	197.47	205.5	200.91	177.73	183.43	172.33	188.37	193.87	219.46	178.14	165.87	194.66	199.93	207.41	169.35	262.93	257.48	147.65
221.75	208.18	180.87	189.59	222.73	163.43	229.39	165.82	157.3	174.68	221.86	186.37	219.13	180.52	201.3	206.04	203.17	178.03	185.66	170.94	189.97	194.52	219.34	180.53	168.21	195.71	201.22	208.07	170.72	266.37	259.7	149.87
223.24	208.92	182.46	190.4	222.95	164.32	231.8	166.75	159.87	177.29	223.94	187.06	218.48	180.31	201.3	206.96	202.47	181.13	184.19	171.64	192.45	195.62	222.05	181.03	167.96	196.91	201.84	210.18	172.09	266.81	260.34	150.1
223.76	209.57	182.78	191.85	223.99	165.85	233	167.54	159.87	178.22	225.26	186.85	220.78	182.65	201.09	207.52	203.63	181.37	185.58	173.23	192.73	197.7	221.26	180.95	168.15	198.14	203.76	210.83	172.34	265.78	261.09	150.89
225.34	210	183.79	192.57	225.19	165.59	232.68	168.84	161.36	179.09	225.15	189.75	221.76	183.2	201.16	207.97	203.44	180.18	187.71	175.78	193.1	198.68	221.83	183.76	170.12	198.92	206.04	211.71	172.84	268.1	263.69	152.06
225.32	212.42	185.39	192.66	226.68	167.9	233.35	169.76	161.64	178.23	224.65	191.24	221.17	183.69	203.81	209.33	204.57	182.41	189.84	176.94	196.28	200.19	224.64	183.53	170.31	199.32	206.72	212.02	174.09	268.17	263.69	152.84
226.18	213.21	186.43	194.76	227	167.94	234.95	170.36	164.17	178.51	228.55	189.15	223.17	186.01	203.88	211.2	207.38	182.2	189.9	174.02	195.86	200.21	226.29	184.76	172.99	200.96	206.12	213.48	175.86	269.34	265.37	153.83
227.79	213.68	187.42	195.55	228.02	168.6	235.96	171.07	164.95	180.06	228.46	191.33	224.42	187.23	205.51	210.79	205.8	183.71	190.71	175.93	196.02	200.97	225.87	185	173.48	201.7	207.32	213.38	176.62	270.17	266.71	154.87
228.37	215.26	188.56	196.07	228.24	169.63	235.97	171.65	164.83	179.63	228.86	192.97	225.57	187.81	205.63	213.47	208.2	183.98	191.54	177.71	197.57	202.58	227.82	187.25	173.41	202.53	207.1	215.09	177.62	271.27	267.82	155.97
229.7	214.99	188.8	196.87	230.06	170.39	237.93	173.05	164.61	183.49	229.35	192.27	225.13	185.42	206.74	212.35	208.85	186.12	192.1	177.32	199.77	203.13	226.07	187.44	175.32	205.04	208.99	215.31	178.04	272.57	268.75	157.01
230.55	216.94	189.6	198.4	230.95	171.75	238.72	174.41	165.47	184.03	231.61	193.62	227.08	188.6	208.01	214.51	209.71	187.26	194.48	181.12	199.87	206.89	227.12	188.44	175.21	204.07	209.99	216.74	179.31	272.27	269.54	157.88
231.67	217.26	192.34	199.1	231.85	172.77	239.14	175.03	167.62	184.97	231.72	196.36	228.01	188.41	209.17	214.41	210.12	186.17	194.66	178.56	200.58	205.75	229.84	189.05	176.1	204.99	211.23	218.14	179.44	274.25	270.89	158.48
231.95	219.26	192.21	200	233.56	173.85	240.68	175.88	170.84	184	231.86	196.3	227.27	192.03	209.71	216.61	211.08	189.29	195.2	183.35	202.4	206.11	231.7	189.16	178.12	205.49	211.66	218.81	179.81	274.15	270.62	159.34
233.65	219.94	193.28	200.53	234.03	173.41	240.3	176.41	169.21	185.77	233.75	196.2	229.77	190.8	210.72	217.08	211.43	191.14	196.23	182.44	202.33	207.86	231.41	190.84	177.93	206.57	212.18	219.89	181.65	275.54	271.55	160.9
234.83	220.22	194.62	202.36	234.92	176.11	241.93	177.78	169.34	186.11	233.8	197.1	229.51	190.55	211.16	218.46	212.66	191.39	197.19	184.09	202.67	207.06	233.93	191.33	180.65	207.18	214.8	220.5	182.27	276.59	272.9	162.93
235.12	221.13	195.54	202.63	236.21	176.63	243.75	179.15	169.67	185.94	235.06	198.35	231.58	191.98	213.41	219.53	212.75	192.74	197.52	184.69	204.77	210.02	232.29	193.86	179.47	208.17	214.82	221.74	183.5	278.06	273.42	162.36
235.27	222.93	196.5	203.45	236.55	177.43	244.26	179.32	171.82	188.17	235.16	198.77	231.79	193.41	214.47	217.43	214.04	191.75	197.84	184.63	205.83	209.72	234.06	194.62	181.92	209.68	215.27	222.15	183.42	278.79	274.59	162.43
236.53	223.91	197.2	203.96	237.76	177.81	245.38	180.64	173.23	189.43	235.87	199.92	231.82	192.91	215.21	219.68	214.33	194.1	198.97	187.63	207.23	210.31	235.95	194.94	182.5	209.51	216.38	223.39	184.4	279.45	276.55	165.29
238.65	224.69	197.41	205.06	238.39	178.68	246.09	181.28	174.05	188.59	237.33	201.45	232.32	194.2	215.06	221.82	213.86	195.37	199.31	186.95	208.13	211.38	236.49	196.81	182.69	209.93	217.53	224.3	185.42	280.79	277.05	165.64
238.88	225.88	198.87	205.12	239	180.59	247.35	182.29	174.79	189.33	238.15	203.33	234.23	195.76	215.31	221.77	215.79	195.01	201.92	187.77	208.51	213.22	238.24	196.88	184.65	211.8	218.04	225.28	186.51	282.35	279.32	166.09
239.17	226.83	199.36	206.83	240.84	180.55	248.59	183.21	174.95	190.36	240.49	201.28	235.83	197.64	218.29	222.21	217.91	197.13	202.05	190.04	208.11	212.87	236.57	198.91	186.13	211.5	219.23	226.12	187.2	282.19	278.36	166.4
240.98	227.06	200.39	207.44	241.94	181.32	249.12	184	176.15	191.72	241.05	202.82	236.73	197.56	218.79	225.43	217.33	195.64	202.53	188.12	210.51	213.83	237.61	198.4	185.87	213.76	219.68	226.28	188.01	283.24	280.28	168.64
241.59	229.25	202.07	208.32	241.77	182.69	249.82	184.96	177.7	191.68	240.9	203.49	236.47	197.54	220.37	225	219.05	198.5	202.97	190.23	212.14	215.82	241.3	199.97	187.72	213.43	219.87	227.77	188.94	284.09	280.79	169.45
242.9	228.71	203.18	209.52	243.62	183.46	251.59	186.09	177.94	192.49	242.84	205.91	236.12	198.23	220.57	226.46	219.65	198.32	205.32	192.48	212.88	216.86	242.25	200.44	186.57	215.37	222.2	229.08	190.66	284.54	282.52	169.26
244.71	230.11	202.92	210.44	244.5	183.43	251.94	187.68	178.66	193.19	243.69	206.54	237.92	199.68	221.94	227.37	220.44	200.51	203.25	191.16	212.38	217.57	241.11	201.95	190.49	214.54	222.5	229.19	190.62	286.11	283.46	171.65
244.83	231.27	204.45	211.51	245.7	184.51	252.58	187.41	179.59	195.17	243.74	208.07	238.03	199.47	221.18	229.1	221.06	199.14	206.97	194.05	215.09	218.2	243.68	202.36	190.52	214.9	224.31	230.4	192.02	286.43	284.71	171.16
246.95	232.35	206.05	212.18	245.81	185.76	254.25	187.91	180.35	196.15	244.51	207.88	239.81	200.71	224.04	228.57	221.78	200.96	208.41	196.52	216.73	219.45	246	202.49	191.29	217.12	224.58	231.03	191.85	287.2	285.7	172.04
245.99	233.16	206.74	212.64	247.28	187.39	254.39	189.04	182.11	195.64	246.51	209.39	240.09	202.39	224.73	230.31	223.16	201.73	207.27	195.97	215.77	220.46	247.4	204.27	191.78	218.82	225.41	232.14	193.62	289.25	286.47	174.87
246.79	233.72	206.9	212.65	247.87	188.04	255.5	190.35	183.76	196.96	244.01	210.55	241.13	202.78	225.16	231.43	223.48	201.44	209.34	197.64	215.9	221.22	246.02	203.87	192.14	219.77	226.93	232.66	194.11	289.3	287.82	174.19
248.09	234.69	208.28	214.31	249.58	189.65	256.4	191.17	184.27	197.07	247.06	208.8	241.62	204.74	224.95	230.51	224.69	203.91	211.02	197.24	218.13	221.25	249.07	205.2	193.15	218.77	225.96	234.18	195.17	290.26	288.59	175.78
250.67	235.47	209.25	215.03	249.66	188.72	257.1	191.5	184.19	198.3	248.16	210.72	243.4	204.45	227	232.11	224.9	205.27	211.1	198.78	217.6	222.03	249.13	205.26	194.82	218.91	227.66	233.91	196.32	292.49	289.78	176.64
250.4	237.65	211.05	215.83	250.27	190.84	258.21	193.06	183.87	199.13	249.01	212.41	242.83	205.84	228.8	233.01	224.97	206.9	211.49	198.98	221.93	223.63	248.99	207.34	195.46	220.36	227.93	236.09	196.95	291.93	289.88	177.32
251.61	237.34	211.34	216.21	251.77	191.02	260.49	193.7	184.63	200.81	250.75	213.86	246.46	205.88	228.6	235.26	227.11	205.19	211.11	198.71	220.5	223.62	250.73	209.23	197.16	221.79	229.38	236.12	198.16	292.97	290.47	178.19
252.54	238.76	212.97	217.57	253.41	191.63	259.59	194	187.57	198.81	250.01	214.69	246.82	206.84	229.09	234.64	227.63	209.15	213.86	200.9	221.05	225.75	250.47	209.85	197.71	223.04	230.9	236.38	197.33	294.21	292.08	179.29
253.88	238.63	213.47	218.4	253.85	193.52	260.78	196.1	188.57	200.19	251.95	215.65	246.7	208.05	230.76	238.03	227.16	206.98	214.03	200.83	222.66	225.36	252.49	208.8	198.26	222.53	232.58	238.61	199.86	294.94	292.63	179.69
255.49	240.97	214.25	218.31	254.37	194.1	262.39	196.73	188.44	199.86	251.49	216.62	247.26	206.61	230.88	236.74	226.57	209.73	212.48	202.06	222.74	227.08	251.9	210.06	200.39	223.9	232.71	238.31	200.61	295.96	294.98	181.91
256.14	241.65	214.82	220.16	256.78	194.83	263.31	197.11	189.06	201.45	254.07	217.3	247.88	209.09	232.58	237.79	227.99	210.32	215.64	202.49	225.24	228.79	252.43	211.63	199.48	224.63	232.53	239.97	200.22	296.99	295.85	180.86
256.25	242.29	216.17	220.66	257.24	195.56	263.91	198.02	190.9	203.24	256.05	216.25	248.93	211.35	234.21	241.12	231.58	210.2	216.3	203.94	223.35	228.32	254.31	212.89	201.08	225.27	233.48	241.1	201.07	297.63	296.37	182.39
258.73	242.75	216.03	221.89	258.5	195.46	265.18	199.24	191.02	201.32	255.49	218.67	249.64	210.02	234.51	240.25	232.29	211.49	217.25	204.43	226.23	229.68	253.62	213.9	203.27	227.11	234.47	241.44	202.27	297.86	296.75	184.3
258.72	244.73	217.42	222.18	258.93	197.01	264.85	199.35	192.29	204.25	257.51	220.24	251.54	211.6	234.82	240.71	230.43	212.48	216.67	205.5	229.04	230.59	255.82	214.26	202.45	227.19	234.18	242.89	203.41	299.58	296.86	183.96
259.93	244.64	218.07	222.4	260.41	197.74	265.43	200.51	192.64	203.82	257.71	221.13	251.19	211.74	237.39	243.12	233.39	213.65	217.03	205.04	228.59	230.64	254.49	214.51	203.64	227.36	236.78	242.67	203.97	299.75	297.36	184.7
260.83	245.35	220.22	223.6	260.68	197.72	266.87	201.33	193.2	204.85	259.17	220.39	252.57	213.69	237.96	242.95	232.94	214.26	218.95	207.27	227.68	232.82	258.1	216.37	203.73	228.95	236.8	243.65	204.07	301.03	298.2	186.34
261.4	248.24	220.3	224.17	261.64	198.88	267.47	202.33	193.81	204.64	257.85	220.19	253.57	213.23	237.55	244.48	233.93	214.41	218.08	206.65	229.45	233.67	258.48	217.37	204.93	229.04	237.5	244.73	206.25	301.47	299.72	186.15
262.52	246.78	220.9	225.43	262.69	199.53	268.48	202.66	194.75	206.2	259.28	222.35	253.21	215.04	238.61	244.93	234.66	215.13	219.41	206.95	230.69	234.52	259.62	216.64	206.92	231.5	238.87	245.03	206.29	302.23	301.25	189.02
263	248.48	221.98	225.52	264.1	200.6	269.91	203.9	195.12	206.71	262.38	223.31	254.31	216.28	241.44	245.77	234.92	217.76	221.07	207.35	233.34	234.84	259.6	218.72	206.82	230.1	239.44	247.24	206.26	302.97	302.31	188.82
263.92	250.49	222.56	227.1	264.54	201.92	270.1	205.18	196.38	207.43	261.98	223.91	255.37	216.77	241.37	246.89	237.84	218.13	221.26	209.21	232.75	234.6	262.77	218.75	208.04	231.43	241.57	246.88	209.59	304.32	303.02	189.37
265.44	249.77	224.09	228.12	264.48	201.4	270.67	205.19	198.52	209.83	263.31	223.1	256.26	216.81	242.25	248.87	237.12	218.41	222.28	211.29	233.88	237.52	262.69	218.43	209.91	232.85	241.48	247.6	208.32	304.81	304.31	191.01
265.41	251.21	224.19	227.68	266.02	203.22	271.91	205.62	197.76	208.04	262.87	225.75	256.64	217.39	243.07	248.35	237.57	219.79	223.6	211.46	235.39	237.9	263.28	221.36	209.46	233.5	242.67	250.17	208.55	305.9	304.39	190.7
266.51	252.61	226.04	229.53	266.17	203.87	272.89	207.93	199.55	210.2	262.07	225.88	258.02	218.92	244.37	248.79	236.97	219.25	223.6	211.53	235.09	238.06	262.94	221.88	210.62	234	243.21	249.3	211.94	306.93	304.76	192.19
267.79	253.39	226.35	229.52	267.41	203.36	272.96	208.28	198.95	209.45	266.37	227.81	259.61	218.21	243.41	249.43	240.5	220.09	227.22	213.49	235.82	239.61	265.84	221.33	210.95	234.88	243.78	250.54	210.43	308.02	308.48	193.74
268.26	254.15	226.76	231.59	268.63	205.06	275.22	208.79	200.02	210.45	266.52	227.64	258.65	220.19	245.82	251.04	238.04	221.31	224.57	212.27	237.06	239.47	265.2	222.37	211.85	234.94	244.69	251.5	212.5	308.69	308.47	194.51
269.95	255.44	228.73	231.14	268.61	205.24	275.39	209.75	201.12	212.48	267.57	227.86	260.03	220.57	247.77	252.57	240.5	222.75	227.4	215.35	237.82	240.27	267.22	223.1	212.66	236.06	244.98	252.53	213.08	310.86	307.23	194.09
270.51	255.64	229.82	232.41	269.8	205.91	277.1	209.91	201.84	212.42	267.95	230.04	261.79	223.14	247.17	251.85	241.54	223.37	228.14	214.26	239.24	242.24	265.46	224.01	212.9	236.5	245.9	254.44	213.7	309.84	309.68	196.21
279.17	264.97	237.42	240.49	278.4	214.2	284.13	218.09	207.62	219.42	275.3	237.79	267.74	229.38	254.24	262.86	247.2	231.71	235.34	221.92	247.69	250.4	276.36	231.43	221.18	245.3	256.04	261.64	222.01	318.56	318.17	203.23
286.28	273.17	246.03	247.41	286.82	220.94	291.57	225.47	216.18	224.4	283.39	246.52	274.74	236.92	265.38	270.62	254.99	239.09	242.67	231.14	255.41	258.95	283.4	240.73	231.47	252.11	262.72	269.65	227.52	326.8	327.06	210.63
295.07	280.8	253.61	255.65	294.19	228.31	299.48	232.71	223.88	230.9	290.86	253.52	281.79	242.89	273.48	277.3	262.45	246.79	250.55	238.15	264.19	267	291.64	248.54	237.28	258.58	270.54	277.32	235.78	333.02	335.99	219.35
