fdt_allch_tau1	fdt_allch_tau2	fdt_allch_tau3	fdt_allch_tau4	fdt_allch_tau5	fdt_allch_tau6	fdt_allch_tau7	fdt_allch_tau8	fdt_allch_tau9	fdt_allch_tau10	fdt_allch_tau11	fdt_allch_tau12	fdt_allch_tau13	fdt_allch_tau14	fdt_allch_tau15	fdt_allch_tau16	fdt_allch_tau17	fdt_allch_tau18	fdt_allch_tau19	fdt_allch_tau20	fdt_allch_tau21	fdt_allch_tau22	fdt_allch_tau23	fdt_allch_tau24	fdt_allch_tau25	fdt_allch_tau26	fdt_allch_tau27	fdt_allch_tau28	fdt_allch_tau29	fdt_allch_tau30	fdt_allch_tau31	fdt_allch_tau32
176.53	162.17	135.22	148.95	170.98	123.68	184.82	121.42	118.67	141.29	179.5	142.57	181.77	142.04	146.74	159.02	164.58	133.73	137.76	129.55	142.46	148.86	172.02	135.59	121.04	154.85	157.76	164.98	129.17	220.14	210.7	102.53
165.28	149.62	121.85	137.2	163.71	111.48	173.99	110.59	105.98	130.88	167.35	130.26	169.67	129.71	139	146.42	154.2	121.37	131.68	117.26	130.05	137.35	160.89	124.44	109.29	145.98	145.93	152.68	117.96	208.94	199.23	93.44
165.62	150.09	122.32	136.96	163.39	112.73	174.88	111.26	106.38	130.91	167.43	131.78	170.13	129.66	140.79	147.29	153.8	122.18	132.27	117.93	130.34	137.71	160.81	124.3	109.75	146.48	146.3	153.44	118.07	209.35	199.41	93.79
166.28	151.49	123.67	137.95	163.82	112.91	175.2	112.15	106.7	132.37	168.45	132.26	170.2	130.88	140.19	147.39	154.81	122.71	132.77	119.12	131.22	138.56	161.8	125.39	110.8	147.06	147.1	154.2	119.17	209.66	200.4	93.93
166.87	152.18	123.48	138.91	165.01	113.85	176.58	112.49	107.05	133.11	169.43	132.95	170.82	131.32	141.4	148.69	154.81	123.17	133.66	120.11	131.86	138.64	162.24	126.1	111.34	147.27	147.85	154.81	119.51	210.7	200.81	95.56
167.54	152.48	124.66	139.07	166.26	114.04	176.49	113.09	108.18	133.37	169.96	133.85	171.96	132.39	142.68	149.47	156.26	124.64	133.7	120.16	132.54	139.9	163.3	127.01	112.22	148.09	148.79	155.28	120.42	211.75	201.4	96.06
168.88	153.68	125.5	140.1	166.32	115.07	178.03	114.42	108.6	134.33	170.76	134.26	172.19	131.85	143.68	149.46	157.18	124.79	134.71	120.8	133.66	140.49	164.5	127.78	113.11	149.27	149.82	156.42	121.1	211.46	202.57	96.77
169.09	154.26	126.44	141.31	167.41	115.7	178.35	115.13	109.81	134.55	171.94	135.13	173.03	133.29	143.92	151.08	157.13	125.49	135.35	121.54	134.44	141.24	165.26	128.52	114.14	150.2	150.18	156.96	122.06	212.57	203.01	98.06
170.04	155.11	127.26	141.45	168.43	116.95	179.01	116.16	110.82	136.4	172.23	135.89	173.96	133.73	144.93	151.63	158.16	126.48	136.09	122.53	135.02	142.39	165.82	128.94	114.73	150.42	150.95	158.14	122.56	213.24	204.53	98.15
170.87	155.89	128.25	142.02	169.34	117.2	179.74	116.21	111.99	136.39	173.7	136.62	174.62	135.17	145.9	152.47	159.02	127.64	137.08	123.2	135.53	142.86	166.52	130.12	115.13	151.38	151.39	158.85	123.21	214.49	205.16	98.87
171.42	156.85	129.35	143.01	169.83	118.11	180.73	116.98	112.16	136.67	174.16	137.45	175.34	136.07	146.32	153.88	159.7	128.07	138.17	124.16	136.66	143.82	166.9	130.31	116.31	151.96	152.64	159.29	123.63	215.2	205.68	99.75
172.22	156.65	129.81	143.71	170.77	119.02	182.1	118.25	112.12	137.6	174.92	138.67	176.45	136.52	147.2	154.38	160.83	129.42	138.82	125.42	138.16	144.17	168.03	131.75	116.96	152.93	153.51	160.08	125.27	216.28	206.88	100.6
173.31	157.97	130.69	144.66	172.12	119.51	182.49	118.73	113.02	137.99	175.51	139.05	177.33	137.01	147.72	155.26	160.7	130.29	139.63	125.8	138.51	145.18	168.98	132.22	118.33	153.98	154.25	160.66	126.02	216.8	207.28	101.57
174.12	158.47	131.86	145.21	172.33	120.79	183.93	119.44	113.89	140.03	176.9	139.85	178.09	137.92	148.32	155.52	162.08	131.29	140.64	126.73	139.06	146.88	169.72	133.28	118.27	154.65	155.31	161.26	127.19	217.67	208.45	102.1
174.81	159.85	131.81	146.09	173.13	121.18	184.39	120.58	115.2	140.28	176.8	140.14	178.88	139.01	148.97	156.31	163.15	131.84	140.55	127.04	139.6	146.84	170.5	134.02	119.22	154.55	155.67	162.28	127.66	218.44	209.62	102.65
175.63	160.36	133.54	147.15	173.57	122.27	184.76	121.83	116.87	140.19	177.89	141.67	179.16	139.04	150.37	156.33	163.01	132.34	141.89	127.5	140.97	147.38	170.97	134.61	120.18	155.6	156.8	163.15	128.92	219.16	210.19	104.01
176.45	161.52	133.49	147.48	174.51	122.73	185.82	121.77	116.46	141.74	178.94	142.46	179.93	140	150.96	157.91	164.1	133.64	142.2	128.78	141.99	148.63	172.04	135.66	120.81	156.34	157.86	164.21	129.74	219.81	210.65	104.5
176.97	162.1	134.91	148.7	175.48	123.12	186.61	122.86	117.9	142.4	179.37	142.88	180.99	140.75	152.07	158.35	164.68	134.17	143.21	130.2	143.06	148.61	173.73	136.21	122.22	157.58	158.3	165.07	130.13	220.7	211.29	104.6
