fdt_allch_tau1	fdt_allch_tau2	fdt_allch_tau3	fdt_allch_tau4	fdt_allch_tau5	fdt_allch_tau6	fdt_allch_tau7	fdt_allch_tau8	fdt_allch_tau9	fdt_allch_tau10	fdt_allch_tau11	fdt_allch_tau12	fdt_allch_tau13	fdt_allch_tau14	fdt_allch_tau15	fdt_allch_tau16	fdt_allch_tau17	fdt_allch_tau18	fdt_allch_tau19	fdt_allch_tau20	fdt_allch_tau21	fdt_allch_tau22	fdt_allch_tau23	fdt_allch_tau24	fdt_allch_tau25	fdt_allch_tau26	fdt_allch_tau27	fdt_allch_tau28	fdt_allch_tau29	fdt_allch_tau30	fdt_allch_tau31	fdt_allch_tau32
183.42	162.14	140.64	152.59	179.07	127.18	191.68	128.2	123.35	144.06	185.54	147.87	185.55	144.22	150.82	162.06	168.33	136.83	149.21	134.75	148.38	154.37	176.09	140.33	124.79	158.09	162.83	170.29	131.04	222.07	213.29	109.01
168.29	152.84	124.9	139.25	166.99	114.54	177.51	113.49	108.99	133.71	168.79	133.24	172.01	132.79	142.79	150.04	155.84	125.39	135.27	120.57	134.24	140.77	164.47	126.11	112.33	148.13	149.31	156.1	119.65	210.36	200.56	95.59
168.45	153.51	125.96	139.91	167.47	115.17	178.3	113.29	109.83	134.04	171.62	135.52	172.24	133.57	144.18	150.21	156.82	125.37	134.58	120.55	134.61	139.98	165.98	128.18	113.51	148.19	149.56	156.82	119.99	211.51	201.3	95.82
168.83	153.91	126.96	141.06	168.83	115.51	178.58	114.62	109.33	133.36	171.26	135.05	173	132.71	143.66	151.1	157.22	127.1	135.24	122.43	135.92	141.39	166.56	127.57	113.11	148.99	150.34	158.12	120.98	211.83	203.02	97.14
169.79	154.65	127.58	141.42	168.54	116.38	178.67	116.23	110.38	134.09	172.68	134.59	174.36	133.74	144.99	151.54	158.46	127.63	135.57	121.88	135.61	142.85	165.98	128.82	114.13	150.21	151.81	159.25	121.55	212.65	203.51	97.92
171.05	156.4	128.5	141.84	170.94	117.65	180.53	116.21	112.4	135.54	173.38	137.08	175.29	134.33	145.92	153.6	159.9	127.79	137.43	123.71	137.15	143.51	166.24	130.32	115.94	150.87	151.59	160.22	122.85	214.18	204.65	98.35
172.51	156.92	130.02	143.27	171.57	117.77	181.26	117.64	111.71	135.98	174.79	137.67	175.47	134.97	147.02	154.53	159.2	129.9	138.65	124.09	137.86	143.86	168.1	130.73	116.7	151.69	153.29	161.03	123.26	215.04	205.75	100.01
172.87	157.06	131.1	144.18	172.76	118.77	182.18	118.31	113.76	137.77	175.2	138.21	176.13	137.11	148.33	154.68	161.08	129.44	139.1	124.67	139.46	145.23	169.41	132.7	117.61	153.21	154.44	161.47	124.67	215.28	206.9	100.81
174.39	158.76	131.81	144.77	173.46	119.98	183.54	119.2	113.39	136.95	175.7	139.71	175.95	136.71	148.33	156	161.68	131.12	139.42	125.36	139.88	146.53	170.19	132.66	118.05	153.86	154.45	162.57	125.36	216.91	206.45	101.54
175.22	159.96	132.03	145.35	174.23	121.27	184.71	120.03	115.67	138.72	177.88	139.25	178.07	137.4	149.8	156.99	161.77	131.81	141.3	127.51	141.13	147.31	169.69	133.81	119.32	154.17	156.17	163.02	126.1	217.8	207.94	102.63
176.34	161.35	133.49	146.59	174.82	122.17	184.74	122.08	114.49	139.26	177.81	141.71	178.78	138.68	150.61	158	162.35	132.89	141.75	128.35	141.68	148.29	172.31	134.79	120.67	154.6	156.95	164.34	127.39	218.25	209.68	103.24
177.15	162.34	134.4	147.56	176.07	122.55	185.76	122.14	116.6	139.98	179.3	142.64	180.35	138.9	152.06	157.98	163.52	133.49	142.51	128.35	141.98	149.2	173.49	135.53	122.04	155.53	157.52	165.13	128.09	219.02	210.67	104.28
177.38	162.38	135.24	148.51	177.41	123.61	187.1	123.23	116.42	140.59	180.05	142.53	180.66	140.99	151.73	159.34	164.6	134.65	142.42	129.67	143.46	150.85	174.7	136.78	121.65	156.58	157.81	165.92	129.04	220.27	211.63	105.4
179.19	163.41	135.96	149.67	177.79	124.67	187.88	124.26	118.02	142.09	180.51	143.62	181.17	141.21	152.68	160.09	164.59	135.18	144.17	131.23	144.76	151.1	175.95	136.8	123.85	157.22	159.56	167.17	129.67	220.89	212.28	106.3
