fdt_allch_tau1	fdt_allch_tau2	fdt_allch_tau3	fdt_allch_tau4	fdt_allch_tau5	fdt_allch_tau6	fdt_allch_tau7	fdt_allch_tau8	fdt_allch_tau9	fdt_allch_tau10	fdt_allch_tau11	fdt_allch_tau12	fdt_allch_tau13	fdt_allch_tau14	fdt_allch_tau15	fdt_allch_tau16	fdt_allch_tau17	fdt_allch_tau18	fdt_allch_tau19	fdt_allch_tau20	fdt_allch_tau21	fdt_allch_tau22	fdt_allch_tau23	fdt_allch_tau24	fdt_allch_tau25	fdt_allch_tau26	fdt_allch_tau27	fdt_allch_tau28	fdt_allch_tau29	fdt_allch_tau30	fdt_allch_tau31	fdt_allch_tau32
174.95	160.24	132.41	146.29	173.35	121.79	184.65	119.91	114.91	139.47	177.23	140.42	178.67	138.06	149.98	156.82	162.44	131.25	140.8	126.96	140.36	147.46	171.83	134.5	119.62	154.57	155.7	163.08	127.43	217.8	208.64	102.47
175.81	160.63	133.72	147.14	174.72	121.85	185.31	121.2	115.58	140.28	178.21	141.1	178.97	139.61	150.63	158.29	162.78	132.51	141.92	128.71	141.17	147.95	172.68	135	120.62	155.51	156.85	164.33	128.55	219.45	209.5	104.26
176.79	161.27	133.78	147.68	175.77	122.74	185.99	122.47	116.11	141.22	179.68	142.25	180.16	140.04	151.59	157.88	164.36	134.01	143.37	130.08	141.77	148.69	173.16	136.11	122.1	155.99	157.24	164.83	129.03	219.92	210.06	104.42
177.52	162.37	135.16	148.71	176.09	123.41	186.85	122.85	117.67	141.46	180.14	142.66	180.63	140.49	152.02	159.08	164.11	134.69	143.73	129.78	142.93	149.68	174.16	136.51	122.24	157.31	158.1	165.61	129.36	220.67	211.03	105.73
178.4	163.2	136.04	149.23	176.85	124.41	187.94	124.01	118.26	143.11	179.83	143.82	181.71	140.92	153.53	160.64	165.05	134.29	143.93	131.03	144.08	149.99	175.25	137.07	123	157.68	158.96	167.07	130.23	221.44	211.67	106.96
179.36	164.31	136.72	150.46	178.45	125.13	189.06	124.44	119.37	143.3	181.96	145.1	182.02	141.13	154.13	160.85	166.39	135.58	145.17	131.66	145.33	151.49	176.4	137.91	124.12	158.33	159.97	167.35	131.32	222.36	212.52	107.36
179.51	165.03	137.86	150.91	179	126.18	189.67	125.58	120.32	144.54	182.19	145.98	184.25	142.89	155.07	161.59	166.35	137.24	145.29	133.03	145.87	152.34	177.69	138.71	124.38	159.74	160.5	167.9	131.95	223.48	214.21	107.71
180.95	166.13	138.06	151.9	179.48	126.93	190.06	126.89	120.82	145.53	183.71	147.68	183.98	143.79	156.14	162.4	167.25	137.9	146.14	133.65	146.59	152.66	177.73	138.54	125.7	160.59	161.48	169.1	133.32	223.61	215.37	109.14
181.21	166.35	138.99	152.9	180.15	128.14	191.51	127.67	122.65	144.74	183.69	147.34	185.73	144.56	156.79	163.31	167.96	138.11	147.26	134.39	147.16	153.99	178.35	140.96	126.48	160.6	162.36	169.86	133.87	224.95	216.42	109.88
182.56	167.44	140.16	153.59	181.37	128.71	191.21	128.14	122.46	145.19	184.65	148.19	185.92	145.53	157.47	164.17	169.44	138.35	147.55	134.84	147.77	154.22	179.91	141.71	127.68	161.77	163.2	170.82	134.97	225.23	217.28	110.31
182.93	168.37	140.45	154.61	182.68	129.71	192.49	129.18	123.86	147.08	185.99	149.55	187.02	146.29	158.57	165.63	170.7	139.55	148.48	135.69	148.33	155.61	180.48	142.24	128.4	162.63	164.1	171.7	134.83	226.9	218.09	112.08
183.93	169.47	141.8	155.31	183.65	130.03	193.98	129.63	123.51	148.19	186.74	149.21	186.82	147.06	159.33	166.74	170.78	141.51	149.65	137	150.02	156.06	181.6	143.14	129.89	163.43	164.92	172.3	136.33	227.56	218.74	112.43
184.28	169.91	142.67	156.26	183.4	131.27	194.25	130.22	124.9	148.41	187.7	151.02	188.09	147.36	159.63	167.68	171.69	141.78	150.82	137.08	150.21	156.92	182.25	144.01	130.34	164.39	165.51	172.92	137.13	228.22	220.2	113.44
185.53	171.51	143.43	156.67	185.17	132.01	195.62	131.46	125.63	149.35	188.02	150.5	189.04	148.13	160.8	168.27	173.43	142.17	151.4	138.05	152.05	157.95	182.99	144.52	130.69	164.81	166.17	173.57	137.75	228.53	220.95	114.06
186.56	171.8	144.43	157.44	185.79	132.18	196.29	132.32	126.17	149.45	189.44	152.3	189.47	149.52	161.55	168.36	171.91	143.81	151.47	138.74	152.86	158.78	184.74	145.06	132.14	165.87	167.37	175.08	138.19	230.32	221.63	114.83
187.41	172.74	145.33	158.24	187.01	133.35	196.48	133.17	128.22	150.33	189.32	152.8	191.3	149.86	163.2	169.51	173.72	144.07	152.31	140.14	152.72	160.03	182.88	146.34	132.9	166.7	168.11	175.76	139.51	230.55	222.35	116.37
187.68	173.13	145.88	159.05	187.48	134.14	198.29	133.91	127.05	151	190.48	154.61	190.84	150.91	163.73	169.58	174.16	144.57	152.67	140.8	154.12	161.34	185.95	147.08	133.82	167.18	169.01	175.92	139.8	231.67	222.94	116.63
188.93	174.37	146.74	159.88	188.7	134.69	198.81	134.7	129.16	152.53	192.42	155.67	191.91	151.79	165.1	171.37	174.64	146.11	154.04	141.27	154.83	161.84	186.11	147.86	134.73	168.28	169.5	177.25	140.7	232.49	223.55	117.67
189.71	175.53	147.79	160.69	189.16	135.47	199.33	135.83	128.84	153.44	192.8	155.51	192.47	152.38	165.72	172.1	175.81	146.71	155.49	141.77	156.02	163.02	187.1	148.64	135.41	168.51	169.99	178.44	141.45	232.85	224.56	118.7
190.54	176.5	148.11	161.91	189.37	136.86	199.82	135.94	130.5	153.51	193.16	156.41	193.81	153.31	165.44	173.3	176.67	147.22	155.65	142.69	156.93	162.91	187.86	149.1	136.38	169.53	171.39	178.96	142.73	233.72	225.67	119.43
191.19	176.48	148.92	162.23	191.19	137.07	201.08	136.85	131.69	154.18	194.12	157.43	194.77	154.15	167.71	173.6	177.3	147.25	157.49	143.36	157.8	163.6	189.13	150.05	137.14	169.92	171.52	180.16	143.13	234.31	226.9	119.68
192.19	176.9	150.18	163.32	191.66	137.62	201.2	137.86	131.36	154.62	195.02	157.92	195.31	154.37	168.07	174.87	178.62	148.88	157.42	144.93	157.83	164.84	188.88	150.55	137.17	170.62	172.88	180.41	144.09	235.49	227.49	121.19
193.05	178.39	151.48	163.88	192.64	138.6	201.97	138.97	133.56	155.59	196.17	158.86	195.8	156.13	169.44	175.42	178.98	150.25	158.62	144.9	158.79	166.42	191.14	151.49	138.47	171.6	173.53	181.51	144.97	236.27	228.09	121.61
193.47	179.66	151.94	164.47	193.37	139.91	203.47	140.04	133.59	156.67	197.77	159.77	196.63	155.83	170.26	176.52	179.33	151.3	158.55	145.56	160.3	167.26	192.59	152.98	139.21	172.03	174.61	182.3	145.6	236.65	228.97	122.78
194.7	180.45	152.87	165.57	194.67	139.96	203.46	139.56	134.97	157.99	197.16	160.21	197.76	157.56	170.2	177.43	180.82	151.36	159.61	147.29	161.42	167.56	192.51	153.06	139.93	173.51	175.22	182.43	146.2	237.63	230.12	123.63
195.39	181.57	153.6	166.43	194.96	141.01	204.97	141.17	135.58	157.67	198.06	161.04	199.01	157.72	171.03	178.01	181.02	152.7	160.51	147.51	161.72	168.36	194.25	154.13	140.82	174.29	175.79	183.84	147	238.75	230.75	123.96
196.23	181.8	153.84	167.08	196.67	141.64	205.53	141.43	135.71	159.29	198.88	162.37	199.44	158.22	171.99	179.18	182.27	152.85	161.03	148.17	162.46	168.98	193.78	154.83	141.97	175.3	176.94	184.63	147.4	239.65	231.46	124.51
197.42	182.71	155.29	167.71	196.59	142.48	206.5	142.36	137.09	159.84	199.78	163	199.67	159.72	172.92	179.59	182.75	153.29	162.82	149.5	163.85	169.7	194.42	155.77	142.55	175.36	177.62	185.58	148.79	240.36	232.35	126.53
197.35	183.43	155.98	168.48	197.62	143.07	207.06	142.78	137.65	159.38	200.47	163.76	200.23	160.46	173.79	180.16	183.88	154.55	162.94	150.01	164.36	170.57	196.32	156.42	143.47	176.22	178.14	185.84	148.94	240.56	232.96	126.25
198.49	184.04	156.27	169.21	198.42	143.68	208.1	144.21	138.28	161.14	201.76	163.69	202.12	160.31	174.51	181.42	184.88	154.83	164.09	150.84	165.26	171.16	196.93	157.87	144.53	177.35	179.3	187.11	149.67	241.75	234.65	127.19
199.25	185.29	157.19	170.64	198.75	144.98	208.22	144.98	139.48	161.11	202.42	165.3	201.97	161.59	175.85	182.7	184.47	156.18	164.45	151.76	165.94	172.3	197.75	158.17	144.94	178.1	180.03	188.23	150.56	242.83	235.54	129.14
200.22	185.61	158.41	170.81	200.31	145.03	209.27	144.73	139.56	163.04	202.65	165.98	202.2	162.59	176.35	183.56	185.97	157.29	165.84	152.31	166.73	173.65	196.97	158.73	146.01	179.11	180.68	188.22	151.55	243.3	235.86	128.82
200.35	186.55	159.37	171.79	200.73	145.45	209.94	146.28	140.99	163.42	203.35	166.82	203.97	162.91	177.33	183.08	186.69	158.14	166.6	153.37	167.94	173.72	197.45	159.28	146.4	179.28	181.62	189.61	152.18	244.08	236.39	130.3
201.45	187.22	159.76	172.11	201.73	146.9	211.51	147.57	140.96	162.86	204.17	167.33	204.33	164.93	178.04	184.71	187	158.98	167.39	153.58	168.53	174.77	198.52	160.39	146.95	180.44	182.56	190.57	153.31	245.12	237.98	130.72
201.98	188.3	160.89	173.34	202.85	147.76	211.57	147.65	142.03	164.47	205.01	169.49	204.71	165.04	178.51	185.8	187.75	159.61	167.64	154.84	169.09	175.56	199.47	160.45	148.54	181.3	183.12	190.58	154.47	245.89	238.67	131.71
203.05	189.44	161.91	173.97	203.56	148.23	212.88	148.41	142.85	165.51	205.57	169.12	205.61	165.55	179.85	187.52	188.74	159.8	169.14	155.67	169.8	176.21	200.26	162.28	148.76	181.59	184.43	191.73	154.33	246.47	239.65	132.68
203.73	190.38	162.33	174.22	204.13	148.66	213.41	149.06	143.95	166.33	206.55	169.79	206.52	166.13	180.34	187.79	189.77	161.87	168.76	156.13	171.21	176.96	200.87	163.08	150.19	182.52	184.72	193.06	155.11	247.51	240.18	132.83
204.2	191.05	163.23	175.39	204.79	149.51	213.86	149.97	144.95	166.79	207.17	171.34	207.36	167.81	181.31	187.82	190.69	162.38	170.53	156.73	171.64	178.21	203.65	164.35	151.16	183.62	186.03	193.78	155.46	247.6	240.69	133.42
205.16	192.64	164.19	176.46	206.21	149.93	214.72	151.17	145.08	167.5	208.1	170.92	207.64	169.09	182.43	188.52	190.15	162.37	171.11	157.32	172.11	178.98	202.58	164.72	151.47	183.95	186.13	193.96	156.97	248.81	241.4	135.32
205.63	192.2	164.6	176.92	206.15	151.45	215.95	151.53	145.67	167.77	208.97	171.37	208.21	168.46	183.56	189.82	190.92	163.45	171.11	158.14	173.37	179.85	202.49	165.83	152.36	185.2	187.53	194.43	156.96	249.61	243.28	135.63
207.09	194.01	166.55	178.1	206.77	152.28	216.58	152.42	146.72	169.58	210.09	173.41	209.12	169.39	184.47	190.86	192.54	163.73	173	159.81	174.2	179.88	203.36	166.68	152.49	185.71	188.21	196.1	158.29	250.18	242.75	136.22
207.12	194.09	166.48	178.66	207.94	152.68	217.07	153.28	147.06	170.39	211.04	174.98	210.46	170.35	184.18	191.73	193.22	165.19	173.03	160.41	174.98	180.69	206.12	166.62	154.18	185.97	189.15	196.59	159.67	251.29	243.13	137.29
208.35	195.11	167.16	179.38	208.67	153.32	217.73	153.55	147.85	170.86	212.38	174.52	210.17	170.52	186.15	192.2	193.91	165.87	173.86	161.23	176.36	182.57	206.46	167.89	154.56	186.86	189.68	197.72	160.13	251.71	244.06	137.99
209.12	196.63	167.97	180.55	209.92	154.36	219.13	154.63	148.54	171.04	212.06	176.12	211.52	171.87	186.84	193.29	194.84	166.47	175.36	161.56	177.06	182.66	207.46	168.74	154.97	188.14	191.3	197.83	160.94	253.49	244.83	139.14
209.99	197.33	168.98	181.23	210.23	155.1	218.94	155.64	149.03	172.12	212.14	176.1	212.57	172.21	186.9	193.84	195.24	167.65	175.69	162	177.01	183.32	208.3	169.56	157	188.01	191.15	198.62	161.36	254.79	245.8	139.45
210.87	197.67	170	181.69	210.99	155.9	219.84	155.99	151.07	172.92	213.49	176.97	212.65	172.92	188.16	194.03	196.67	168.38	175.54	163.26	178.14	184.07	209.21	170.72	157.25	188.99	192.14	199.5	161.79	255.21	246.27	140.62
210.94	198.33	170.27	182.39	211.61	156.27	220.59	157.2	151.28	173.49	214.31	178.1	213.63	173.54	188.19	194.57	196.65	168.99	177.11	163.77	179.66	184.97	209.61	170.59	157.16	189.41	192.55	200.27	163.18	255.81	247.34	141.46
211.92	198.78	171.41	183.04	212.74	157.06	221.04	158.23	152.38	174.46	215.01	179.61	214.68	173.98	190.02	195.56	196.84	169.56	178.05	165.28	179.9	185.21	210.86	171.66	158.37	190.76	193.89	201.43	163.62	256.99	248.35	141.47
212.79	200.14	171.56	184.36	213.48	158.32	222.49	158.5	153.28	174.58	215.66	180.11	215.17	175.68	190.79	196.34	197.99	170.93	178.71	164.85	180.43	185.78	210.3	172.93	159.81	191.27	194.3	201.53	164.41	257.89	248.96	142.83
213.37	200.73	172.69	184.81	213.99	159	223.83	159.61	153.82	175.38	216.98	180.23	215.66	175.93	191.8	197.49	198.78	171.22	179.26	166.01	181.32	187.48	211.37	172.82	160.81	192.41	195.92	202.17	165.32	259.01	249.86	143.17
214.23	201.47	173.03	185.24	215.48	159.97	223.96	160.53	154.03	176.39	217.61	181.6	216.71	176.91	192.7	198.74	199.69	172.48	179.38	166.92	182.1	188.57	211.42	173.54	160.58	193.09	196.09	203.5	165.84	259.35	251.28	143.89
214.82	202.17	174.57	186.24	215.52	160.03	224.77	160.38	155.42	176.84	218.35	182.07	217.22	177.72	193.73	198.6	199.83	172.64	181.15	167.35	183.86	189.3	212.26	174.3	161.76	193.49	196.97	204.04	166.92	259.82	252.69	144.6
216	202.8	175.91	186.99	216.25	160.74	225.05	161.33	156.11	178.47	218.97	182.75	218.22	179.16	194.11	199.88	201.05	172.93	181.7	168.43	183.64	189.45	213.06	175.41	162.46	194.13	197.38	204.64	167.41	260.6	252.35	145.12
216.42	203.87	176.72	187.36	217.17	161.38	226.59	162.56	156.43	178.55	219.57	183.27	218.04	178.22	194.58	200.9	200.64	175.18	182.58	169	185.08	190.58	213.61	177.05	163.53	194.93	198.57	205.06	168.08	261.41	252.69	145.99
216.9	204.89	177.29	188.79	218.64	162.5	227.41	162.58	157.49	179.03	219.47	184.01	219.99	179.89	195.08	201.61	201.69	174.98	182.73	169.51	185.66	190.34	214.13	177.14	164.48	195.42	198.78	205.77	168.99	261.81	253.99	147.32
217.66	205.82	178.08	189.25	218.72	163.28	227.79	164.07	158.18	179.63	220.89	184.1	220.64	180.6	196.79	201.52	202.83	175.28	184.8	170.53	187.29	192.44	215.02	177.99	164.82	196.6	200.14	207.27	169.13	263.06	255.1	147.98
218.1	206.5	178.56	190.15	219.9	164.45	228.31	164.6	159.82	180.86	221.48	185.04	220.53	181.29	197.57	202.84	203.72	177.09	184.77	171.2	187.12	192.01	216.81	178.7	165.63	197.03	200.63	207.94	169.65	263.68	256.88	148.3
219.48	206.84	179.99	190.57	220.73	165.02	229.58	165.41	159.34	180.76	222.1	186.56	221.45	182.16	198.33	203.84	203.73	178.1	185.14	172.61	188.53	193.85	216.68	179.68	166.22	197.61	201.2	208.57	170.96	264.52	257.41	149.75
220.06	208.03	180.54	191.5	221.62	165.52	229.94	166.61	160.08	182.01	223.48	186.69	221.64	183.75	198.71	204.46	205.2	177.88	186.03	172.73	189.02	194.9	217.74	180.11	166.68	198.7	202.19	209.45	172.08	265.37	258.22	150.18
220.15	208.63	181.14	192.36	222.45	166.51	231.06	167.24	160.85	182.56	224.45	188.44	223.73	183.84	199.42	205.37	205.93	177.84	186.85	173.66	189.09	195.47	218.79	180.73	168.14	199.37	202.8	209.75	172.32	266.21	259.2	150.61
221.45	209.48	181.5	192.88	222.75	166.84	232	168.3	161.51	182.28	225.11	188.94	223.62	184.02	200.94	206.06	206.37	178.75	187.52	174.26	189.87	195.8	220.09	180.85	168.67	200.34	203.13	210.76	173.18	266.8	259.64	151.67
222.13	209.8	182.69	193.66	223.83	166.68	232.85	168.31	162.17	184.03	225.84	189.61	224.35	185.29	201.02	206.66	207.23	180.84	188.88	175.29	191.96	197.88	220.51	182.27	169.86	200.47	204.14	210.98	173.24	267.5	260.52	152.73
222.8	210.9	183.21	194.65	224.85	168.88	233.77	168.9	163.63	183.93	225.62	190.17	224.76	186.97	201.11	207.54	207.49	181.53	189.07	176.34	191.92	198.04	220.4	183.3	170.07	201.18	205.34	212.17	174.65	268.45	261.12	152.57
223.66	211.76	184.28	194.89	224.95	169.19	234.2	170.51	164.63	185.21	227.34	191.42	226.22	187.03	202.11	208.84	208.13	181.57	190.12	176.16	193.22	198.01	220.95	184.57	171.11	201.87	206.04	213.18	175.59	268.73	260.99	154.44
225.07	212.29	185.26	195.6	225.71	169.6	235.01	170.81	164.49	185.96	228.04	191.63	226.53	187.81	203.89	208.71	209.51	182.47	191.18	176.78	193.92	199.84	221.97	185.16	171.73	202.74	206.57	213.38	176.47	269.83	262.82	154.96
224.88	212.85	185.55	196.9	226.82	170.53	235.77	171.42	165.7	186.12	228.71	193.33	226.96	188.1	204.4	209.37	208.06	183.19	192.06	178.06	195.02	199.8	223.67	186.57	172.62	202.84	207.19	214.23	176.99	269.91	263.39	155.47
225.98	214.14	187.11	197.3	227.06	171.2	236.09	172.31	165.83	187.2	229.29	193.02	227.6	188.82	204.73	210.67	210.09	185.18	192.45	178.38	195.16	201.87	223.53	186.54	173.09	205.03	208.43	215.39	177.35	271.15	264.39	156.71
226.23	214.7	187.54	198.17	228.49	171.58	236.82	172.93	166.52	187.93	230.51	194.51	229	189.19	205.75	212.11	210.56	185.39	193.41	179.48	195.64	201.33	224.59	187.51	174.89	204.64	208.65	215.49	177.68	272.35	264.86	156.79
227.49	215.03	188.25	198.81	228.5	172.54	238.28	174.1	167.38	188.72	231.49	194.61	229.47	190.03	206.02	212.52	211.74	186.65	194.17	180.09	196.57	202.36	226.14	187.46	174.76	205.74	209.4	216.5	178.87	272.54	265.84	157.92
228.19	216.35	189.06	199.95	229.59	173.36	238.29	174.43	168.23	189.47	231.96	195.84	230.42	190.74	206.91	212.65	211.5	186.78	193.57	181.13	197.6	202.74	225.82	188.51	175.86	206.69	210.33	216.8	180.14	273.22	266.75	158.61
228.99	216.64	190.44	199.89	230.57	174.51	239.71	175.24	169.29	189.72	232.88	196.51	230.97	191.89	208.32	213.16	213.1	187.28	194.63	182.11	198.49	203.35	227.07	189.06	177.36	206.29	211.19	217.75	180.52	274.12	267.47	160.1
229.8	218.04	190.86	200.83	231.55	174.89	239.71	176.8	169.17	190.95	232.71	198.25	231.78	192.61	208.73	214.22	213.32	189.1	195.64	182.32	198.67	203.58	227.79	190.15	177.47	207.28	211.69	218.94	181.5	274.8	268.21	160.51
230.4	219.09	191.21	202.1	232.35	175.8	241.29	176.46	169.9	192.07	233.92	197.99	233.09	193.25	209.91	215.06	214.57	188.45	196.19	183.24	200.42	204.9	228.34	190.91	178.06	208.47	212.76	219.03	182.14	275.4	269.15	160.59
230.68	219.45	192.14	202.51	233.04	176.44	241.8	177.98	171.21	192.49	234.4	198.81	233.02	193.71	209.44	215.93	215.02	190.49	197.39	183.84	200.89	205.13	229.93	191.44	178.5	208.81	213.77	220.44	182.44	276.56	270.09	161.79
231.82	220.37	192.82	202.74	233.93	177.03	243.29	178.87	172.81	192.65	235.18	200.19	232.88	194.37	211.64	216.65	215.78	190.13	197.65	185.29	201.41	206.99	230.85	192.55	180.13	209.59	214.38	221.23	183.62	276.89	270.31	162.1
232.49	221.13	194.03	203.93	233.78	177.72	243.72	179.22	172.93	194.28	236.05	199.94	234.26	195.1	212.13	218	215.91	191.26	198.47	185.31	202.53	207.61	230.91	192.77	181.11	209.96	214.84	221.16	183.85	277.52	272.29	162.8
233.05	221.23	194.2	204.41	234.82	178.35	243.84	179.82	173.74	194.48	236.64	200.05	235.05	195	212.99	218.31	216.52	192.73	199.55	185.41	202.8	207.57	231.96	193.21	181.01	210.62	215.38	222.71	184.7	278.92	272.17	164.35
234.25	222.34	195.54	205.14	235.39	179.6	244.75	180.17	173.52	195.33	237.45	201.54	236.61	196.38	213.45	219.42	216.9	192.49	200.28	186.67	205.04	209.07	232.23	194.95	181.93	211.9	216.24	223.65	185.87	279.4	273.77	165.04
234.63	223.72	196.29	205.47	235.74	179.76	245.27	181.12	175.06	196.83	238.83	202.66	236.52	197.23	214.06	219.01	217.78	193.4	201.34	187.36	204.3	208.98	234.43	195.5	182.99	212.26	216.65	223.82	186.34	280.31	274.65	165.46
235.4	224.77	196.74	206.24	237.4	180.51	246.35	182.01	175.65	196.33	238.55	202.23	237.29	198.18	215.01	220.23	219.35	194.05	202.25	189.17	205.18	209.81	236.19	196.08	183.71	212.87	218.04	224.88	187.32	280.58	275.29	166
236.48	224.92	197.6	207.75	237.65	181.11	246.9	182.78	177.41	196.76	239.41	202.91	237.39	197.87	215.42	220.95	219	194.48	202.23	188.91	206.06	210.95	236.35	196.53	184.35	214.05	218.29	225.26	188.12	280.79	276.76	166.92
236.82	225.41	198.06	208.32	238.98	181.97	248.28	183.59	177.88	198.1	240.76	204.53	237.71	199.3	216.77	222.24	219.68	195.36	202.6	190.08	206.48	211.51	236.3	197.59	184.88	214.68	219.66	226.03	188.23	282.3	277.03	166.66
237.77	226.56	198.98	208.09	239.83	182.94	248.87	183.84	178.34	199.14	240.99	204.97	240.06	200.25	217.16	222.96	221.03	196.52	203.33	190.94	207.71	212.64	237.85	198.1	185.97	214.97	219.43	226.88	189.54	282.98	277.95	168.39
238.46	226.92	199.67	209.62	240.8	183.82	249.3	185.63	178.62	199	241.7	205.62	240	201.09	217.94	223.37	221.13	197.32	203.84	191.18	208.36	213.39	238.09	198.76	186.63	215.19	220.81	227.57	190.8	283.61	278.84	168.86
239.1	227.87	201.02	209.74	240.77	184.65	249.94	185.7	179.48	199.08	241.48	207	240.58	200.94	218.31	224.03	222.48	197.78	204.96	191.94	209.07	213.96	239.25	199.41	186.88	215.84	220.97	228.27	190.55	284.25	279.24	169.87
239.84	228.45	201.42	210.63	241.87	185.13	250.75	186.15	179.92	199.78	243.43	206.46	241.2	202.17	219.8	225.13	222.04	198.3	205.43	192.97	209.81	215.39	239.86	200.18	188.22	216.93	222.27	229.19	191.07	285.18	280.11	170.45
240.63	229.44	202.05	211.23	242.75	185.69	251.7	187.09	180.81	200.16	244.5	207.14	241.64	203.07	219.68	225.66	223.68	199.15	206.25	192.9	211.2	215.49	240.82	201.23	188.64	217.46	223.55	229.24	192.46	285.37	280.88	170.88
241.31	230.47	203.08	211.99	243.72	186.17	252.53	187.57	182.13	201.18	244.16	208.48	242.66	203.65	220.98	226.31	223.49	199.72	207.1	195.36	211.53	216.56	242.14	202.15	190.03	218	223.14	230.26	192.85	286.78	281.99	172.08
242.12	230.81	203.4	212.79	243.88	187.05	253.15	188.76	182.57	201.25	245.09	209	242.67	204.18	222.52	227.2	223.31	200.11	206.71	194.95	212.07	216.73	242.06	202.06	190.23	219.25	224.3	231.08	192.98	287.37	282.21	172.77
249.44	238.16	211.2	220.1	251.56	194.01	261.69	196.21	188.53	208.97	253.14	216.4	249.72	210.94	228.86	233.81	230.87	207.66	214.71	202.01	218.94	224.78	249.13	209.33	197.75	225.52	231.77	238.21	200.39	294.06	289.46	179.79
257.57	246.01	218.4	226.41	260.09	201.17	268.19	202.99	196.58	213.73	260.23	223.99	257.14	217.18	236.08	242.43	236.25	215.54	221.13	208.72	227.11	231.41	257.71	216.04	204.73	231.82	238.36	246.1	206.98	302.22	296.36	187.42
264.8	253.41	225.38	233.44	267.55	207.43	275.1	209.32	203.4	220.58	267.15	230.43	263.67	224.04	244.23	248.82	243.65	221.51	228.14	214.56	233.72	238.72	264.8	223.45	211.43	239	245.98	252.73	213.71	308.86	304.34	194.7
