fdt_allch_tau1	fdt_allch_tau2	fdt_allch_tau3	fdt_allch_tau4	fdt_allch_tau5	fdt_allch_tau6	fdt_allch_tau7	fdt_allch_tau8	fdt_allch_tau9	fdt_allch_tau10	fdt_allch_tau11	fdt_allch_tau12	fdt_allch_tau13	fdt_allch_tau14	fdt_allch_tau15	fdt_allch_tau16	fdt_allch_tau17	fdt_allch_tau18	fdt_allch_tau19	fdt_allch_tau20	fdt_allch_tau21	fdt_allch_tau22	fdt_allch_tau23	fdt_allch_tau24	fdt_allch_tau25	fdt_allch_tau26	fdt_allch_tau27	fdt_allch_tau28	fdt_allch_tau29	fdt_allch_tau30	fdt_allch_tau31	fdt_allch_tau32
206.95	198.79	170.69	183	213.04	157.55	222.31	157.48	151.5	172.84	217.39	179.86	214.77	174.49	189.72	197.97	199.03	170.46	179.45	164.27	180.41	187.45	212.11	170.12	159.44	191.61	195.28	201.53	164.42	259.26	251.01	140.09
209.31	200.07	172.7	183.79	213.93	157.58	223.93	158.18	150.42	174.16	218.91	179.45	216.44	174.24	192.75	197.81	196.27	171.5	182.38	167.59	181.17	188.58	212.37	173.36	159.16	189.73	197.81	204.04	164.51	259.59	253.52	141.46
210.61	201.32	171.88	184.75	216.03	158.91	223.67	159.2	153.57	172.24	214.74	179.53	215.92	178.33	193.09	200.85	201.91	171.86	182.02	167.6	183.48	188.07	219.4	175.02	160.88	193.64	196.06	204.97	165.35	261.68	253.81	143.98
211.1	203.23	174.61	186.32	216.46	161.44	226.97	159.71	156.59	174.11	222.04	182.22	218.78	176.5	195.27	199.5	202.68	175.39	180.62	167.62	185.56	190.79	217.98	174.19	162.02	193.18	199.23	204.75	167.72	260.45	254.03	144.62
211.06	203.21	176.21	186.89	218.15	160.1	227.64	161.06	157.43	175.17	219.09	182.73	217.92	179.47	197.19	201.94	198.5	176.94	184.52	168.59	185.49	192.63	218.78	179.42	162.01	194.91	197.64	205.52	167.9	262.43	254.22	145.14
214.88	204.59	176.36	187.71	219.52	163.69	228.2	162.57	158.82	176.7	223.62	185.98	219.24	181.23	195.54	205.22	202.07	178.81	184.45	169.72	187.62	194.9	218.64	176.95	164.38	196.19	199.99	208.53	169.07	264.62	255.44	146.07
214.57	206.33	177.35	188.88	220.77	163.18	228.46	162.23	155.01	177.34	224.25	185.75	220.37	182.67	197.31	208.18	204.88	181.2	183.72	172.12	188.6	194.5	217.85	177.09	167.61	197.55	201.44	209.12	169.64	265.08	256.31	147.95
216.89	206.86	178.56	192.03	221.16	163.85	230.3	164.18	161.8	177.45	224.46	185.15	221.49	181.08	200.6	206.72	203.56	182.32	188.02	170.77	190.17	196.65	220.87	181.59	168.64	199.07	202.2	210.78	172.05	266.05	259.02	148.11
217.16	209	178.99	191.36	224.44	166.93	230.11	166.72	159.68	178.74	225.07	187.85	222.05	183.96	203.03	207.42	205.75	182.12	187.98	175.43	188.88	198.71	219.34	181.64	169.38	199.22	204.99	212.06	172.91	267.58	259.81	150.12
218.62	208.27	182.04	192.83	223.35	167.9	233.14	167.52	161.66	181.19	227.74	186.62	224.5	184.01	202.53	212.13	203.31	181.1	190.72	174.9	191.78	198.23	222.33	182.2	168.96	199.69	205.56	211.39	173.03	270.09	262.16	152.01
218.52	210.73	181.45	192.98	225.45	168.9	233.36	168.64	163.52	181.36	227.49	190.15	222.51	185.09	204.53	209.98	206.22	182.52	187.03	175.46	193.01	200.44	221.72	183.36	170.56	203.43	207.44	212.45	174.48	268.64	265.09	152.73
219.12	211.99	184.5	194.4	227.91	168.99	234.06	170.95	164.11	182.68	229.68	191.31	227.17	185.74	204.23	209.09	206.49	182.5	188.93	178.2	194.59	203.67	223.81	184.06	173.06	202.54	207.69	213.89	175.7	272.63	266.25	152.81
222.21	212.61	185.44	195.63	227.99	171.21	235.72	171.86	164.68	183.55	229.56	192.5	226.04	186.12	205.32	213.4	208.79	182.99	190.87	177.31	196.92	203.41	225.53	185.62	173.56	203.75	208.54	215.59	176.94	272.69	266.6	154.68
222.95	215.95	186.46	196.61	228.33	171.15	236.74	171.76	166.27	186	228.58	193.7	227.73	186.63	207.09	213.47	211.18	186.17	194.25	176.49	196.89	203.49	227.27	188.92	174.82	206.2	210.86	216.86	178.33	274.12	268.28	157.11
225.35	214.73	186.93	197.76	230.94	172.86	238.21	173.26	166.08	184.13	229.98	194.17	229.08	191.74	207.99	214.91	213.08	189.08	194.24	179.57	201.19	204.15	227.82	186.74	176.29	205.25	209.46	217.64	177.77	273.64	268.63	157.28
225.42	215.41	189.58	198.04	230.86	173.65	239.49	174.15	165.35	187.5	234.73	193.73	228.98	191.18	207.89	213.13	212.97	187.4	195.5	178.89	199.29	204.08	228.42	192.6	178.1	206.82	211.94	219.1	180.8	277.96	271.33	158.56
223.97	218.4	190.06	199.78	233.75	174.67	240.66	175.38	167.21	187.74	235.15	196.84	231.66	191.61	209.37	218.99	211.75	188.42	197.1	181.94	203.47	209.58	232.81	191.89	177.37	207	212.43	219.59	179.65	277.16	271.25	160.55
226.53	218.99	189.46	200.51	233.46	174.98	241.33	177.17	166.63	188.39	235.46	200.39	233.03	193.64	210.49	217.37	213.29	190.98	196.66	184.7	203.12	207.28	231.91	191.88	180.05	209.13	215.2	221.82	181.87	276.11	272.75	160.23
228.18	221.46	192	203.05	234.58	177.74	243.25	177.76	171.16	190.68	235.09	199.93	230.8	193.05	213.06	219.84	215.85	190.88	198.37	186.95	204.72	207.27	236.06	192.23	180.16	209.1	213.81	222.26	184.38	279.37	275.65	161.59
229.71	220.16	193.21	202.24	236.37	178.13	244.7	180.59	174.17	190.02	238.12	200.91	232.47	197.58	214.83	220.7	216.86	194.09	199.21	187.74	205.83	211.28	238.35	194.79	180.91	208.79	216.28	222.35	185.75	280.56	276.72	162.87
230.47	222.77	196.26	204.48	236.45	178.19	245.39	180.92	172.98	189.62	237.69	202.21	235.96	196.67	217.43	224.31	217.5	194.51	203.63	189.09	205.9	208.33	235.76	195.06	183.59	212.56	217.77	225.24	185.44	280.29	275.36	163.33
232.9	223.09	195.71	205.99	238.29	179.93	247.49	180.68	174.15	192.04	239.73	201.67	236.68	196.93	217.47	223.75	218.68	196.6	202.4	186.76	208.98	212.34	239.13	194.3	183.36	212.38	218.76	225	188.32	283.25	277.86	165.73
231.8	224.49	197.13	205.82	237.87	180.89	247.65	183.22	174.49	193.79	239.23	202.71	235.64	197.53	218.04	226.03	219.41	197.66	201.67	188.3	206.93	214.35	239.87	196.78	186.78	214.07	219.06	228.72	186.06	283.94	277.5	166.57
235.23	226.03	198.44	208.35	240.9	182.39	248.14	182.41	177.35	194.86	241.49	203.3	236.55	198.65	221	225.39	220.99	197.28	204.91	191.31	208.34	215.12	240.77	198.21	185.71	214.67	219.2	228.27	188.17	283.43	280.08	168.52
234.95	228.02	200.21	207.68	241.09	182.65	250.96	186.29	177.06	195.52	244.32	206.28	239.21	199.73	222.02	226.66	220.11	199.23	203.77	191.05	212.05	215.75	238.27	197.01	186.76	216.76	221.03	226.91	189.86	285.57	281.02	169.62
236.02	229.04	200.67	209.42	243.73	185.1	251.63	186.58	178.67	195.25	243.39	205.81	239.85	202.59	222.32	228.11	219.9	199.86	205.12	192.61	211.19	214.55	238.69	201.26	188.22	216.48	221.43	231.03	191.35	285.3	281.61	169.29
238.09	230.67	202.76	210.54	245.03	185.66	251.08	185.77	181.13	198.65	245	207.98	242.68	201.02	222.14	229.33	222.38	201.9	207.77	195.94	212.24	219.29	244.18	202.04	189.8	218.18	221.77	230.8	192.64	287.44	282.16	172.16
238.44	229.52	204.03	212.3	246.97	185.96	251.45	186.76	180.52	199.36	246.73	208.74	241.89	202.77	224.74	228.17	223.9	202.6	211.07	196.33	213.64	218.89	244.55	202.5	190.03	218.53	224.82	231.37	194.03	289.12	284.06	171.56
240.67	232.01	203.37	212.33	247.24	186.15	255.56	189.77	181.72	199.53	247.88	211.14	242.74	201.64	227.02	230.06	223.48	201.66	210.67	196.13	217.15	220.31	245.59	203.91	194.39	218.57	225.81	233.42	195.24	289.88	285.6	173.36
240.09	233.61	205.66	213.21	246.61	188.65	256.8	188.84	182.22	199.89	248.43	210.48	245.16	206.42	228.3	233.55	224.29	203.4	209.94	198.93	217.03	221.8	248.72	205.02	193.19	220.62	226.89	233.16	195.8	291.02	285.53	175.24
241.86	234.17	208.24	213.83	249.14	190	256.04	190.58	185.64	202.22	249.71	212.68	242.86	203.69	226.77	232.37	226.73	203.63	211.3	198.43	217.29	222.3	248.08	206.24	192.23	220.71	227.71	235.95	195.75	291.71	288.18	176.34
242.3	236.96	209.28	215.14	248.61	190.77	258.08	192.96	186.02	201.73	248.54	214.87	245.33	206.46	230.26	235.33	225.54	205.97	210.58	199.28	217.8	221.55	248.37	206.95	197.85	223.13	229.58	235.86	196.81	291.79	287.51	176.78
244.86	235.81	209.23	217.09	250.75	191.99	257.76	191	183.08	201.05	250.36	214.54	246.84	208.05	230.95	234.12	227.75	206.94	215.46	200.01	221.69	223.84	249.94	208.83	197.11	224.5	229.83	237.02	197.59	293.38	290.14	178.02
245.02	239.67	209.19	219.59	252.13	192.15	258.57	193.7	188.65	202.52	253.16	214.33	247.72	207.63	228.89	235.71	229.06	210.15	214.09	200.4	221.71	225.79	251.11	212.22	197.87	222.64	230.8	239.04	198.31	295.15	291.57	179.66
247.06	239.59	210.57	218.99	254.2	192.32	260.9	196.27	188.73	206.47	253.26	217.25	247.86	210.25	232.27	239.19	230.35	210.91	217.37	204.61	222.73	227.49	253.06	207.85	198.41	225.56	233.66	238.52	200.8	298.05	292.08	179.7
246.58	240.19	211.59	219.57	252.34	194.49	263.26	197.57	186.09	203.99	254.13	216.72	250.04	210.7	233.46	236.64	231.22	210.85	216.58	202.33	222.69	227.68	254.92	212.48	200.51	226.58	234.1	241.64	201.17	297.24	295.19	181.39
247.54	241.34	213.89	219.64	256.43	194.81	262.87	197.11	191.53	206.8	255.99	217.24	251.39	213.17	236.01	240.62	232.62	213.95	218.35	202.54	226.64	227.56	253.45	211.95	201.94	227.76	233.32	241.42	201.33	298.72	294.65	180.87
248.24	241.46	215.18	221.82	256.07	194.84	264.73	199.35	191.17	207	258.59	219.57	249.44	214.93	236.1	239.51	229.52	213.56	219.33	205.19	226.29	230.02	253.08	211.11	200.8	228.2	236.18	243.66	205.39	299.3	297.33	183.03
250.51	243.91	215.04	221.99	258.49	196.9	265.85	199.81	193.45	207.75	257.53	218.69	251.84	212.77	237.58	240.59	231.96	214.56	217.96	203.26	226.82	232.89	254.69	215.55	201.63	229.3	237.61	244.5	204.92	300.36	298.77	184.65
252.41	243.96	217.19	225.24	259.37	198.31	266.6	200.04	192.84	209.25	259.11	220.7	253.4	214.72	235.13	239.19	232.59	214.08	222.18	205.64	228.74	232.8	259.43	214.13	205.3	228.93	239.64	243.67	205.01	302.24	298.67	185.96
252.81	246.07	217.93	224.57	260.34	199.41	265.37	201.73	192.91	209.38	260.03	223.49	253.42	215.62	239.85	244.8	231.4	219.05	222.04	208.13	232.64	233.39	259.71	217.41	206.06	229.05	238.29	246.17	205.25	302.76	299.16	186.54
252.87	246.12	219.09	225.26	260.55	199.55	268.15	202.86	195.65	210.49	261.8	223.24	252.61	215.72	237.55	246.67	234.6	217.87	223.23	210.27	232.91	234.25	260.23	218.11	206.22	231.74	240.75	246.28	205.38	304.39	300.54	188.28
254.91	248.36	221.24	227.43	262.67	201.75	271.76	205.25	196.93	211.57	262.56	224.28	255.64	217.53	240.67	245.34	234.65	215.61	221.19	210.98	231.26	236.22	264.97	221.85	209.08	232.7	238.62	248.23	210.52	305.7	302.5	189.4
256.26	250.37	221.78	228.63	264.64	202.5	270.11	204.93	196.99	210.54	263.71	225.08	257.63	218.63	241.16	247.39	237.94	219.22	225.11	209.08	233.71	236.66	262.8	217.81	209.44	232.26	241.34	250.65	208.85	307.95	302.84	189.45
259.31	250.52	223.77	229.87	265.5	205.03	271.72	204.56	197.75	210.45	265.58	225.89	258.69	219.76	243.49	250.28	237.12	221.15	224.91	214.37	232.83	239.9	264.42	222.88	211.59	233.12	243.17	249.34	209.35	305.97	305.88	191.9
257.32	253.24	223.16	231.04	264.69	204.21	271.95	206.77	199.11	212.79	263.56	227.46	257.29	219.31	244.89	247.46	238.6	221.19	225.13	211.19	236.32	238.02	264.44	223	210.44	235.68	243.49	252.26	212.54	308.76	305.51	190.51
259.21	253.46	225.05	230.89	265.76	204.95	274.75	205.97	199.92	215.54	267.94	227.59	260.46	219.7	245.55	249.28	241.88	224.02	228.56	216.47	238.25	239.62	267.45	222.18	211.15	235.16	244.76	251.76	213.14	307.49	304.97	193.64
260.43	254.4	227.8	231.51	267.62	206.81	275.96	210.31	200.88	215.36	267.66	229.81	259.51	222.04	246.65	253.64	242.46	223.96	228.77	213.88	237.02	243.06	264.2	223.99	212.38	237.18	245.82	254.01	213.09	309.32	307.41	194.54
261.62	256.7	227.07	232.15	271.16	206.5	276.23	210.08	201.46	215.72	270.76	229.69	261.18	221.94	247.79	255.25	239.07	223.1	231.22	217.01	237.66	240.84	268.61	224.34	214.17	238.87	245.98	254.58	214.68	311.06	309.29	194.76
264.26	256.39	226.56	234.52	270.15	208.19	277.12	211.64	204.65	216.35	268.9	231.97	262.32	224.28	251.93	255.27	243.9	228.6	229.94	217.76	239.18	242.93	271.12	226.58	214.19	238.59	247.34	254.34	214.03	312.36	310.48	194.92
264.15	258.57	228.81	234.36	272.05	208.15	278.51	212.4	203.46	217.06	269.83	232.1	261.77	224.39	251.59	255.77	244.5	227.01	230.36	219.27	239.72	243.48	269.43	229.45	215.67	239.85	250.47	258.16	216.19	313.05	310.52	198.17
264	258.8	229.69	236.03	273.05	211.05	279.14	212.6	205	218.25	273.49	234.71	262.75	224.36	252.86	254.78	242.72	227.15	233.36	217.59	240.98	246.64	270.81	230.11	216.62	241.17	249.88	257.64	216.39	316.03	312.21	198.77
266.48	258.95	230.3	235.61	273.59	211.22	279.27	214.82	206.21	220.63	272.59	235.61	265.05	226.3	251.19	256.22	246.8	228.1	232.3	220.68	240.74	247.88	271.83	230.15	217.79	241.59	250.68	259.39	218.24	316.17	312.84	200.55
266.98	259.37	233.03	237.49	274.22	211.82	282.22	215.23	208.34	218.97	269.86	238.29	266.98	227.45	252.82	258.44	245.32	228.27	233.49	221.62	243.57	249.54	271.86	230.62	221.34	242.23	251.53	259.46	219.56	315.95	315.3	198.65
268.88	260.67	234.46	238.86	277.04	212.48	282.26	217.08	206.84	222.93	274.94	235.59	267.91	227.99	255.01	258.47	248.45	229.87	235.77	221.41	244.71	249.73	271.75	230.03	220.51	244.53	254.46	261.12	218.93	316.79	316.23	202.46
269.4	263.69	235.29	238.42	276.29	213.48	282.6	217.39	208.05	221.46	276.09	237.95	269.54	231.19	256.54	257.49	248.83	231.68	234.54	223.81	246.09	250.84	273.05	232.59	220.36	245.27	255.46	262.24	220.78	320.41	317.8	202.63
270.12	264.09	234.5	239.79	278.23	213.88	283.85	217.86	209.91	220.82	274.4	236.85	269.79	231.91	255.81	262.66	247.29	232.71	236.22	224.34	246.41	249.41	273.18	232.08	221.25	243.88	255.61	262.04	222.56	319.08	318.86	202.47
272.22	264.65	235.43	241.92	277.24	215.61	284.18	220.05	212.02	223.5	278.28	237.54	270.25	230.7	257.3	264.6	251.41	234.85	237.97	227.36	248.44	253.64	279.28	235.53	222.88	246.27	258.82	263.29	222.26	320.89	318.55	205.24
273.78	265.66	240.3	242.14	281.39	215.56	285.95	220.25	209.77	222.88	276.81	238.85	272.27	231.85	260.67	262.58	248.33	234.77	239.43	226.47	249.49	253.66	278.92	234.5	223.39	246.25	257.61	265.24	223.9	322.87	320.32	205.12
273.8	267.29	236.62	243.51	280.75	217.23	287.75	222.7	212.29	225.74	277.24	240.29	271.4	232.8	258.84	263.52	251.98	233.97	240.08	227.29	254.43	256.65	279.42	235.98	224.2	248.97	258.24	265.09	225.6	321.79	321.68	205.35
276.43	269.03	240.37	243.83	282.45	218.31	288.59	221.61	212.38	227.29	280.96	240.78	271.87	231.9	262.78	267.52	253.24	237.09	240.88	227.37	250.46	253.44	280.28	239.53	226.43	249.43	260.04	267.84	224.2	323.66	320.45	206.62
277.15	268.98	240.81	243.77	283.12	218.66	289.28	223.24	211.54	225.88	282.74	243.13	273.29	234.53	261.7	267.4	252.35	237.4	241.54	227.11	253.13	256.27	283.69	235.77	225.03	250.54	259.99	268.82	226.42	325.35	322.76	210.68
277.7	271.09	243.56	246.43	284.01	219.36	288.69	224.03	212	225.61	282.09	243.35	272.11	236.98	264.28	268.65	253.38	239.01	242.68	228.15	255.46	257.44	283.2	237.69	226.37	250.83	260.68	269.28	225.56	326.59	325.01	208.5
278.06	271.5	244.43	247.55	285.59	220.24	291.36	224.59	216.54	227.25	283.36	244.08	274.7	236.45	265.46	270.76	253.51	240.22	243.02	228.8	255.63	258.13	285.06	238.99	229.25	252.04	261.33	269.47	227.16	326.98	325.9	211.31
279.24	272.25	243.27	247.99	286.6	221.67	292.71	226.15	218.03	229.58	285.44	244.39	275.47	236.26	266.68	273.88	254	239.81	241.83	233.45	257.92	259.51	286.63	239.13	230.89	250.61	263.9	270.41	229.58	328.48	326.37	211.56
279.43	273.95	246.36	250.02	288.15	222.85	292.72	226.91	216.79	227.19	283.44	246.76	275.48	238.89	268.98	267.95	256.63	239	245.82	232.16	256.91	259.08	284.93	240.54	232.33	253.98	264.68	271.8	228.9	328.12	327.17	211
281.75	274.17	246.39	250.83	287.34	224.16	294.82	227.83	217.93	228.4	287.57	249.5	277.63	239.88	268.19	273.3	257.66	241.05	246.51	234.33	260.51	259.92	285.05	244.76	231.67	254.4	264.94	272	229.99	328.97	327.33	214.14
291.12	284.9	258.7	259.82	298.69	233.05	303.79	238.99	227.17	237.53	295.19	257.04	285.35	248.66	277.61	283.91	265.33	251.28	257.91	241.06	268.06	271.14	296.46	251.26	243	264.06	273.65	281.91	240.59	339	340.46	221.57
303.13	295.41	268.19	268.84	308.24	241.94	313.6	247.56	234.99	246.65	305.35	266.28	294.27	255.63	290.18	291.54	271.5	261.88	263.45	250.85	276.39	279.74	308.05	264.86	250.74	272.57	285.44	289.85	247.17	347.67	349.36	230.89
312.44	306.26	277.11	277.73	317.96	251.18	322.57	256.31	244.25	253.91	312.16	272.92	301.67	263.21	297.73	300.61	279.78	272.78	274.31	258.94	288.84	289.7	317.7	269.25	261.4	278.55	292.02	298.36	256.07	357.6	358.85	240.65
