# ASIC configuration for the measurements:
# ------------------------------------------------------------------------------
# Mode = 001 
# Bias = 0101 
# CSArefs = 0111 
# Shaper = 100 
# Leakage mask = 00000000000000000000000000000000 
# Discr. enable mask = 00000000000000000000000000000000 
# Calibration mask = 00000000000000000000000000000000 
# Threshold = 128 
# FineTHR[0] = 011 
# FineTHR[1] = 011 
# FineTHR[2] = 011 
# FineTHR[3] = 011 
# FineTHR[4] = 011 
# FineTHR[5] = 011 
# FineTHR[6] = 011 
# FineTHR[7] = 011 
# FineTHR[8] = 011 
# FineTHR[9] = 011 
# FineTHR[10] = 011 
# FineTHR[11] = 011 
# FineTHR[12] = 011 
# FineTHR[13] = 011 
# FineTHR[14] = 011 
# FineTHR[15] = 011 
# FineTHR[16] = 011 
# FineTHR[17] = 011 
# FineTHR[18] = 011 
# FineTHR[19] = 011 
# FineTHR[20] = 011 
# FineTHR[21] = 011 
# FineTHR[22] = 011 
# FineTHR[23] = 011 
# FineTHR[24] = 011 
# FineTHR[25] = 011 
# FineTHR[26] = 011 
# FineTHR[27] = 011 
# FineTHR[28] = 011 
# FineTHR[29] = 011 
# FineTHR[30] = 011 
# FineTHR[31] = 011 
# ------------------------------------------------------------------------------
# Event data block #1
# Delay	DAC	Type	CH#	Value
48	1000	00	0	86
48	1000	00	1	86
48	1000	00	2	90
48	1000	00	3	85
48	1000	00	4	106
48	1000	00	5	52
48	1000	00	6	72
48	1000	00	7	92
48	1000	00	8	48
48	1000	00	9	82
48	1000	00	10	58
48	1000	00	11	67
48	1000	00	12	89
48	1000	00	13	99
48	1000	00	14	82
48	1000	00	15	85
48	1000	00	16	77
48	1000	00	17	69
48	1000	00	18	67
48	1000	00	19	94
48	1000	00	20	108
48	1000	00	21	58
48	1000	00	22	97
48	1000	00	23	119
48	1000	00	24	89
48	1000	00	25	100
48	1000	00	26	70
48	1000	00	27	46
48	1000	00	28	86
48	1000	00	29	89
48	1000	00	30	90
48	1000	10	31	38
48	1000	00	0	92
48	1000	00	1	91
48	1000	00	2	97
48	1000	00	3	88
48	1000	00	4	116
48	1000	00	5	54
48	1000	00	6	75
48	1000	00	7	100
48	1000	00	8	52
48	1000	00	9	93
48	1000	00	10	65
48	1000	00	11	72
48	1000	00	12	97
48	1000	00	13	105
48	1000	00	14	94
48	1000	00	15	90
48	1000	00	16	82
48	1000	00	17	74
48	1000	00	18	73
48	1000	00	19	99
48	1000	00	20	116
48	1000	00	21	64
48	1000	00	22	98
48	1000	00	23	128
48	1000	00	24	93
48	1000	00	25	109
48	1000	00	26	75
48	1000	00	27	50
48	1000	00	28	93
48	1000	00	29	91
48	1000	00	30	98
48	1000	10	31	42
48	1000	00	0	95
48	1000	00	1	94
48	1000	00	2	98
48	1000	00	3	91
48	1000	00	4	121
48	1000	00	5	57
48	1000	00	6	75
48	1000	00	7	108
48	1000	00	8	54
48	1000	00	9	91
48	1000	00	10	69
48	1000	00	11	76
48	1000	00	12	98
48	1000	00	13	106
48	1000	00	14	93
48	1000	00	15	92
48	1000	00	16	85
48	1000	00	17	74
48	1000	00	18	73
48	1000	00	19	105
48	1000	00	20	117
48	1000	00	21	66
48	1000	00	22	104
48	1000	00	23	132
48	1000	00	24	97
48	1000	00	25	110
48	1000	00	26	78
48	1000	00	27	50
48	1000	00	28	98
48	1000	00	29	98
48	1000	00	30	101
48	1000	10	31	45
48	1000	00	0	93
48	1000	00	1	86
48	1000	00	2	92
48	1000	00	3	85
48	1000	00	4	112
48	1000	00	5	50
48	1000	00	6	70
48	1000	00	7	96
48	1000	00	8	50
48	1000	00	9	89
48	1000	00	10	61
48	1000	00	11	69
48	1000	00	12	92
48	1000	00	13	101
48	1000	00	14	86
48	1000	00	15	87
48	1000	00	16	80
48	1000	00	17	69
48	1000	00	18	70
48	1000	00	19	99
48	1000	00	20	113
48	1000	00	21	62
48	1000	00	22	95
48	1000	00	23	123
48	1000	00	24	93
48	1000	00	25	105
48	1000	00	26	72
48	1000	00	27	50
48	1000	00	28	89
48	1000	00	29	90
48	1000	00	30	94
48	1000	10	31	40
48	1000	00	0	91
48	1000	00	1	90
48	1000	00	2	94
48	1000	00	3	85
48	1000	00	4	114
48	1000	00	5	52
48	1000	00	6	72
48	1000	00	7	94
48	1000	00	8	50
48	1000	00	9	88
48	1000	00	10	63
48	1000	00	11	70
48	1000	00	12	92
48	1000	00	13	98
48	1000	00	14	89
48	1000	00	15	86
48	1000	00	16	79
48	1000	00	17	72
48	1000	00	18	70
48	1000	00	19	98
48	1000	00	20	114
48	1000	00	21	62
48	1000	00	22	98
48	1000	00	23	128
48	1000	00	24	93
48	1000	00	25	106
48	1000	00	26	73
48	1000	00	27	48
48	1000	00	28	90
48	1000	00	29	89
48	1000	00	30	93
48	1000	10	31	42
48	1000	00	0	93
48	1000	00	1	91
48	1000	00	2	97
48	1000	00	3	87
48	1000	00	4	115
48	1000	00	5	54
48	1000	00	6	73
48	1000	00	7	99
48	1000	00	8	50
48	1000	00	9	88
48	1000	00	10	64
48	1000	00	11	73
48	1000	00	12	94
48	1000	00	13	98
48	1000	00	14	89
48	1000	00	15	89
48	1000	00	16	82
48	1000	00	17	72
