ch	pt	fine_thr	disc_thr	events	trigg
 0	 0	 0	200	 1000	    2
 0	 0	 0	201	 1000	    6
 0	 0	 0	202	 1000	    6
 0	 0	 0	203	 1000	    3
 0	 0	 0	204	 1000	    3
 0	 0	 0	205	 1000	    3
 0	 0	 0	206	 1000	    5
 0	 0	 0	207	 1000	    8
 0	 0	 0	208	 1000	    3
 0	 0	 0	209	 1000	    8
 0	 0	 0	210	 1000	    7
 0	 0	 0	211	 1000	   11
 0	 0	 0	212	 1000	    8
 0	 0	 0	213	 1000	    9
 0	 0	 0	214	 1000	   11
 0	 0	 0	215	 1000	   14
 0	 0	 0	216	 1000	   14
 0	 0	 0	217	 1000	   23
 0	 0	 0	218	 1000	   22
 0	 0	 0	219	 1000	   28
 0	 0	 0	220	 1000	   27
 0	 0	 0	221	 1000	   20
 0	 0	 0	222	 1000	   32
 0	 0	 0	223	 1000	   55
 0	 0	 0	224	 1000	   61
 0	 0	 0	225	 1000	  103
 0	 0	 0	226	 1000	  168
 0	 0	 0	227	 1000	  287
 0	 0	 0	228	 1000	  299
 0	 0	 0	229	 1000	  319
 0	 0	 0	230	 1000	  356
 0	 0	 0	231	 1000	  396
 0	 0	 0	232	 1000	  457
 0	 0	 0	233	 1000	  498
 0	 0	 0	234	 1000	  517
 0	 0	 0	235	 1000	  514
 0	 0	 0	236	 1000	  516
 0	 0	 0	237	 1000	  542
 0	 0	 0	238	 1000	  507
 0	 0	 0	239	 1000	  530
 0	 0	 0	240	 1000	  545
 0	 0	 0	241	 1000	  561
 0	 0	 0	242	 1000	  553
 0	 0	 0	243	 1000	  522
 0	 0	 0	244	 1000	  543
 0	 0	 0	245	 1000	  575
 0	 0	 0	246	 1000	  568
 0	 0	 0	247	 1000	  568
 0	 0	 0	248	 1000	  547
 0	 0	 0	249	 1000	  560
 0	 0	 0	250	 1000	  576
 0	 0	 0	251	 1000	  614
 0	 0	 0	252	 1000	  602
 0	 0	 0	253	 1000	  599
 0	 0	 0	254	 1000	  619
 0	 0	 0	255	 1000	  615
 0	 0	 1	200	 1000	    2
 0	 0	 1	201	 1000	    2
 0	 0	 1	202	 1000	    1
