ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 105.78	16.684	107.0	 10	 107.50	 6.555	 100
 0	 0	   20	 113.98	22.322	114.0	 13	 113.46	 6.923	 100
 0	 0	   30	 121.77	24.469	123.0	 16	 122.96	 8.108	 100
 0	 0	   40	 133.51	21.623	133.0	 13	 132.75	 7.200	 100
 0	 0	   50	 143.43	16.358	142.0	 11	 142.34	 7.960	 100
 0	 0	   60	 152.03	23.566	149.0	 11	 149.43	 6.367	 100
 0	 0	   70	 159.22	17.437	160.0	 13	 159.95	 8.576	 100
 0	 0	   80	 168.11	15.728	168.0	 10	 167.29	 8.451	 100
 0	 0	   90	 181.67	29.671	178.5	  9	 179.41	 8.360	 100
 0	 0	  100	 186.42	22.069	186.0	  8	 185.96	 8.621	 100
 0	 0	  200	 276.10	23.230	279.0	 14	 279.31	 7.402	 100
 0	 0	  300	 365.81	19.794	363.5	  7	 364.11	10.256	 100
 0	 0	  400	 436.57	21.388	435.0	 19	 433.88	 6.425	 100
 0	 0	  500	 492.50	17.243	493.0	 15	 493.26	 5.178	 100
 0	 0	  600	 537.65	16.247	538.0	 10	 538.02	 6.455	 100
 0	 0	  700	 572.11	18.740	571.0	 14	 571.44	 5.826	 100
 0	 0	  800	 598.90	16.013	598.0	 15	 597.20	 6.073	 100
 0	 0	  900	 618.85	14.194	617.0	  8	 616.08	 6.401	 100
 0	 0	 1000	 633.72	20.640	633.0	 12	 632.28	 7.171	 100
 0	 0	 1200	 658.09	17.035	658.0	 17	 657.65	 5.954	 100
 0	 0	 1400	 682.87	15.525	680.0	 10	 679.71	 5.557	 100
 0	 0	 1600	 697.33	13.922	698.0	  9	 697.32	 5.192	 100
 0	 0	 1800	 716.08	13.202	715.0	  8	 714.95	 7.927	 100
 0	 0	 2000	 731.15	16.904	730.0	 14	 729.58	 5.467	 100
 0	 0	 4000	 846.64	15.270	845.5	 13	 846.02	 5.333	 100
 0	 0	 6000	 928.98	15.683	928.0	  6	 928.48	 9.124	 100
 0	 0	 8000	 994.80	14.398	993.0	 14	 992.74	 4.775	 100
 0	 0	10000	1041.71	16.845	1042.0	 14	1041.50	 5.103	 100
 0	 0	12000	1079.18	12.413	1080.0	 20	1080.17	 4.556	 100
 0	 0	14000	1116.84	12.998	1117.0	 15	1117.12	 4.390	 100
 0	 0	16000	1151.78	14.366	1151.0	 13	1151.26	 4.497	 100
 0	 0	18000	1184.74	12.644	1183.0	  7	1182.63	 7.146	 100
 0	 0	20000	1213.03	12.235	1213.0	 11	1213.70	 4.652	 100
 0	 0	22000	1244.13	13.623	1242.0	 15	1242.02	 4.015	 100
 0	 0	24000	1268.40	11.863	1269.0	 10	1269.58	 4.924	 100
 0	 0	26000	1297.70	14.745	1297.0	 12	1296.25	 5.469	 100
 0	 0	28000	1325.32	15.022	1324.0	 16	1324.06	 4.601	 100
 0	 0	30000	1347.70	14.743	1348.0	 13	1347.45	 5.703	 100
 0	 0	32000	1371.94	 9.289	1373.0	  8	1372.70	 6.009	 100
 0	 0	34000	1395.76	10.128	1396.0	 10	1396.42	 4.674	 100
 0	 0	36000	1421.57	14.076	1421.0	 11	1420.91	 6.142	 100
 0	 0	38000	1446.22	14.523	1445.0	 13	1445.43	 5.229	 100
 0	 0	40000	1466.81	12.953	1466.0	 14	1466.28	 4.840	 100
 0	 0	42000	1488.62	13.512	1488.5	 14	1489.19	 5.491	 100
 0	 0	44000	1511.61	 9.603	1512.5	  4	1512.66	 5.587	 100
 0	 0	46000	1533.62	17.437	1535.0	 13	1535.18	 4.748	 100
 0	 0	48000	1556.75	10.120	1557.0	 10	1557.77	 4.961	 100
 0	 0	50000	1579.86	16.988	1578.5	 14	1578.60	 5.773	 100
