ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145
 2	 4	  94.43	  10.49	  94.0	 119	  94.21	  4.25	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   1	   1	   0	   1	   1	   1	   0	   1	   1	   1	   3	   4	   0	   1	   4	   3	   2	   2	   4	   3	   2	   3	   5	   2	   1	   3	   5	   7	   4	   5	   7	   6	   9	  17	  31	  61	  54	  61	 124	  98	  53	  99	  68	  64	  22	  26	  23	   9	   2	  13	   9	   2	   2	   1	   7	   3	   5	   2	   4	   3	   1	   3	   0	   4	   1	   1	   1	   1	   2	   2	   1	   3	   1	   1	   4	   3	   0	   1	   0	   0	   0	   1	   0	   1	   1	   0	   2	   1	   1	   0	   1
 2	 5	  94.47	   7.38	  94.0	  84	  94.06	  4.33	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   1	   1	   1	   2	   0	   0	   3	   1	   3	   4	   1	   2	   6	   1	   5	   2	   5	   1	   3	  11	  17	  13	  26	  32	  65	  74	  52	 122	 114	  37	 105	  66	  68	  19	  24	  15	   9	   7	   9	   3	   9	   8	   2	   5	   5	   2	   4	   5	   4	   2	   3	   3	   6	   0	   2	   2	   0	   3	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 2	 6	  93.65	   6.23	  94.0	  58	  93.70	  4.34	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   1	   1	   4	   0	   0	   0	   2	   4	   0	   2	   0	   3	   2	   7	   2	  11	   7	  10	  18	   8	  12	  23	  21	  76	  63	  75	 138	 114	  37	 123	  56	  54	  16	  22	  21	   5	   6	   9	   4	  10	   1	   1	   6	   6	   0	   7	   3	   4	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 2	 7	  94.09	   5.10	  94.0	  26	  94.10	  4.32	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   2	   0	   1	   0	   2	   1	   4	   3	   5	   4	   7	   7	  13	  17	  22	  24	  79	  67	  63	 134	 130	  44	 108	  61	  71	  20	  25	  22	  12	   4	   7	  11	  11	   3	   4	   2	   2	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 3	 0	  86.50	   6.74	  86.0	  27	  86.51	  5.69	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   1	   0	   2	   2	   1	   3	   1	   1	   5	   4	   2	   3	   3	   9	   3	  10	  22	  18	  10	  34	  29	  74	  26	  73	  96	  81	  64	  58	  63	  78	  48	  30	  34	  31	   6	  20	   5	  13	   3	   4	   5	   5	   4	   2	   3	   3	   0	   0	   2	   1	   1	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 3	 1	  88.12	  16.98	  87.0	 145	  87.11	  4.74	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   0	   1	   1	   1	   0	   0	   0	   0	   1	   1	   2	   0	   0	   0	   3	   0	   0	   0	   2	   0	   0	   0	   1	   0	   2	   2	   4	   1	   0	   4	   2	   3	   1	   0	   3	   1	   0	   0	   1	   1	   2	   1	   1	   3	   1	   1	   3	   3	   2	   5	   5	   5	   7	   8	   9	   9	  24	  28	  41	  25	  69	  86	  65	  85	  68	  64	  84	  42	  28	  30	  18	  10	  20	   5	  10	   2	   8	   7	   2	   2	   4	   1	   1	   6	   2	   1	   4	   0	   0	   2	   6	   0	   5	   0	   0	   2	   0	   2	   3	   1	   0	   3	   1	   0	   0	   0	   0	   1	   1	   0	   2	   0	   2	   0	   0	   1	   2	   0	   0	   0	   1	  16
 3	 2	  87.03	  14.17	  87.0	 145	  87.25	  4.63	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   0	   3	   1	   2	   0	   0	   1	   0	   0	   2	   2	   1	   0	   0	   1	   2	   2	   1	   1	   3	   0	   1	   4	   1	   0	   5	   3	   4	   1	   1	   1	   1	   1	   2	   2	   5	   0	   3	   4	   4	   1	   3	   4	   3	   8	   4	   9	  20	   3	  17	  16	  37	  31	  59	  92	  73	  70	  63	  78	  89	  55	  29	  35	  22	   6	   9	   7	  11	   4	   5	   3	   1	   1	   1	   3	   4	   3	   1	   6	   3	   1	   1	   0	   5	   0	   0	   1	   2	   2	   2	   3	   3	   0	   0	   2	   1	   0	   0	   2	   1	   1	   0	   3	   1	   1	   1	   0	   0	   0	   1	   0	   1	   0	   2	   5
 3	 3	  87.34	  12.12	  86.5	 113	  86.42	  4.75	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   1	   0	   1	   1	   0	   0	   0	   4	   2	   0	   1	   0	   0	   2	   0	   1	   6	   2	   2	   5	   1	   3	   2	   5	   6	   2	   1	   6	   3	   7	   6	   8	  11	  12	   8	  13	  28	  56	  33	  59	 111	  88	  68	  90	  73	  76	  39	  21	  27	   9	   4	   6	   8	   5	   1	   4	   3	   3	   0	   3	   2	   1	   0	   1	   3	   0	   2	   2	   6	   2	   3	   2	   2	   2	   2	   1	   1	   3	   1	   1	   2	   3	   1	   0	   2	   0	   0	   1	   2	   2	   1	   1	   1	   1	   3	   1	   0	   0	   0	   0	   2
 3	 4	  87.35	  10.72	  87.0	 122	  87.22	  4.19	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   5	   0	   0	   0	   0	   0	   2	   2	   2	   1	   3	   2	   2	   1	   1	   2	   3	   4	   4	   3	   3	   3	   3	   1	   6	   2	   7	   3	   2	   8	   3	   5	  17	  17	  31	  34	  64	 100	  95	  84	  80	  96	  80	  46	  19	  32	  16	   7	   7	  13	   4	   5	   3	   5	   2	   2	   4	   3	   5	   3	   1	   1	   1	   1	   5	   0	   2	   2	   4	   0	   1	   0	   1	   3	   3	   2	   0	   3	   0	   0	   0	   1	   0	   0	   1	   0	   1	   2	   0	   0	   1	   0	   0	   0	   1	   0	   0	   1
 3	 5	  87.40	   7.62	  87.0	  96	  86.73	  4.07	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   2	   1	   1	   0	   0	   1	   1	   0	   1	   3	   2	   1	   3	   5	   2	   6	   2	  10	   1	   3	   5	  11	   4	  19	  24	  35	  32	  64	 116	 118	 117	  73	  67	  82	  36	  19	  29	   8	   2	  10	   7	   7	   2	   3	   5	   6	   1	   6	   8	   4	   9	   0	   5	   3	   3	   0	   2	   3	   0	   3	   1	   1	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 3	 6	  87.15	   6.34	  87.0	  68	  87.12	  4.27	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   5	   0	   1	   0	   1	   1	   3	   4	   6	   3	   4	   3	   6	   4	   8	  15	   7	   5	  25	   9	  41	  17	  51	  97	 108	  96	  90	  99	 108	  45	  23	  29	  14	   4	  12	   5	   5	   4	   5	   6	   6	   1	   7	   4	   2	   3	   2	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 3	 7	  86.98	   5.25	  87.0	 109	  86.71	  3.14	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   0	   3	   2	   1	   1	   0	   5	   6	   4	  14	   7	   7	  16	  18	  54	  31	  69	 134	 113	  93	  94	  85	  92	  23	  27	  20	   9	   6	  10	   6	  16	   3	   5	   7	   2	   4	   5	   1	   2	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 4	 0	 112.11	   8.22	 112.0	  56	 112.21	  6.26	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   0	   0	   1	   3	   1	   2	   0	   1	   6	   0	   3	   2	   7	   1	   3	   6	   6	   3	  10	  16	  20	   8	  29	  25	  52	  41	  41	  58	  61	  42	  59	  53	  80	  40	  67	  34	  47	  27	  19	  25	  28	  12	   6	   8	   6	   2	   5	   4	   8	   3	   2	   1	   7	   0	   1	   1	   0	   0	   0	   1	   1	   0	   1	   1
 4	 1	 113.71	  20.85	 113.0	 135	 112.78	  6.24	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   0	   1	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   1	   0	   1	   1	   0	   0	   0	   2	   0	   0	   0	   0	   0	   0	   1	   1	   3	   0	   2	   0	   0	   1	   1	   0	   2	   0	   2	   2	   0	   0	   3	   2	   1	   1	   1	   2	   2	   0	   0	   2	   0	   3	   0	   2	   1	   0	   1	   3	   1	   2	   0	   3	   0	   0	   7	   1	   4	   3	   6	  12	  12	   7	  22	  12	  41	  31	  31	  63	  57	  42	  72	  60	  74	  30	  66	  58	  34	  17	  19	  12	  16	   5	   9	  10	   5	   4	   5	  10	   8	   6	   2	   0	   1	   2	   2	   2	   1	   1	   2	   3	   2	   2	   1	  49
 4	 2	 112.55	  17.91	 113.0	 141	 113.24	  5.80	1000   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   0	   1	   1	   0	   1	   1	   0	   1	   0	   0	   0	   0	   0	   2	   0	   0	   2	   1	   1	   0	   0	   0	   1	   0	   1	   0	   4	   0	   0	   2	   0	   3	   1	   0	   3	   3	   1	   2	   1	   2	   2	   0	   2	   2	   0	   3	   1	   1	   1	   2	   2	   2	   0	   0	   0	   4	   5	   1	   2	   4	   4	   4	   1	   2	   3	   8	   9	  10	   8	  14	  17	  22	  27	  21	  59	  54	  51	  63	  67	  92	  34	  55	  69	  35	  30	  21	  16	  18	  14	   7	   8	   6	   0	   6	   3	   5	   1	   1	   2	   2	   1	   1	   2	   2	   1	   2	   4	   1	   2	   2	  39
 4	 3	 113.84	  15.01	 113.0	 126	 112.89	  5.45	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   1	   0	   0	   1	   2	   0	   1	   0	   0	   2	   1	   1	   1	   2	   0	   4	   1	   4	   2	   0	   4	   4	   1	   0	   2	   1	   6	   1	   2	   6	   2	   4	   7	   3	   3	   5	   5	   9	   5	  13	  21	  22	  23	  22	  64	  54	  51	  76	  76	 107	  39	  57	  75	  36	  19	  13	  13	  18	   6	   6	   9	   6	   1	   2	   1	   3	   0	   2	   2	   2	   2	   1	   1	   2	   0	   1	   5	   3	   2	   1	  44
 4	 4	 113.36	  13.62	 113.0	 123	 113.24	  5.28	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   0	   2	   0	   2	   0	   0	   0	   0	   2	   1	   0	   3	   1	   1	   2	   0	   0	   4	   1	   0	   1	   2	   2	   0	   2	   6	   1	   3	   0	   4	   1	   2	   0	   6	   1	   2	   1	   2	   6	   1	   6	   9	   8	   3	  10	  15	  16	  25	  20	  64	  48	  50	  71	  95	 127	  34	  60	  64	  27	  22	  17	  25	  16	   5	   5	   9	   5	   3	   3	   2	   3	   1	   6	   4	   4	   2	   4	   1	   4	   1	   2	   1	   1	   2	   0	  32
 4	 5	 113.81	   9.68	 113.0	 115	 113.06	  4.70	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   0	   1	   1	   0	   1	   1	   0	   0	   2	   1	   0	   0	   1	   2	   2	   1	   0	   2	   3	   1	   2	   3	   3	   2	   4	   2	   3	   3	   7	   7	   9	   4	  12	  11	  19	  30	  29	  53	  61	  51	  87	  79	 122	  55	  68	  61	  35	  16	  11	  14	  13	  12	   6	  10	   3	   2	   2	   3	   4	   1	   6	   9	   3	   2	   2	   4	   2	   3	   3	   7	   3	   0	   2	  14
 4	 6	 112.71	   8.11	 113.0	  96	 112.89	  4.69	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   0	   1	   1	   2	   0	   1	   1	   1	   2	   1	   1	   4	   2	   4	   2	   4	   2	   5	   1	  11	   1	   8	  11	   9	   6	  13	  14	  24	  14	  23	  61	  76	  56	  71	  97	 138	  28	  77	  56	  39	  17	  12	  19	  16	   5	   3	   8	   3	   0	   7	   1	   6	   1	   4	   7	   4	   0	   2	   3	   1	   6	   1	   2	   0	   0	   0	   0
 4	 7	 113.08	   6.69	 113.0	  63	 112.85	  4.73	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   3	   1	   0	   0	   0	   0	   1	   1	   1	   0	   6	   6	   4	   0	   8	   6	  10	   3	  13	  20	  27	  28	  27	  59	  75	  58	  88	 100	 121	  43	  70	  48	  42	  15	  17	  19	  14	   7	   3	  10	   6	   3	   6	   3	   6	   5	   0	   7	   2	   2	   0	   0	   2	   1	   0	   0	   0	   0	   0	   1
 5	 0	  52.49	   5.03	  53.0	  20	  52.51	  4.46	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   1	   3	   3	   1	   1	   5	  13	   8	  11	  31	  28	  15	  53	  47	 107	  47	 112	 129	  87	  58	  57	  45	  57	   9	  18	  11	  13	   2	   8	   5	   3	   2	   2	   1	   1	   0	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 1	  53.91	  12.91	  53.0	 112	  52.62	  4.21	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   4	   1	   3	   1	   2	   1	   0	   1	   7	   3	   0	   6	   2	   3	   2	   2	   5	   2	   0	   4	   5	   8	   2	   8	  11	  23	  17	  40	  53	 107	  41	 115	 109	 109	  53	  37	  36	  40	  17	  16	  13	   9	   3	   7	   4	   1	   0	   3	   3	   3	   1	   6	   1	   2	   1	   2	   3	   1	   1	   4	   0	   0	   4	   1	   2	   2	   1	   0	   2	   1	   0	   1	   0	   0	   1	   0	   1	   1	   0	   0	   0	   0	   1	   3	   0	   1	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   4
 5	 2	  53.24	  10.23	  53.0	 116	  52.91	  4.05	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   3	   4	   1	   3	   1	   4	   0	   5	   1	   0	   8	   4	   7	   3	   4	   5	   5	   1	   5	   3	   5	   5	   4	  15	  22	   5	  32	  37	 100	  48	 101	 147	  67	  82	  64	  51	  41	  10	   6	  10	   8	   3	   3	   4	   6	   3	   0	   0	   1	   3	   2	   4	   5	   1	   1	   3	   3	   2	   1	   3	   0	   3	   3	   2	   0	   0	   0	   1	   1	   2	   0	   1	   0	   0	   2	   1	   1	   1	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 3	  53.44	   9.16	  53.0	 151	  52.56	  2.96	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   2	   1	   0	   0	   0	   6	   2	   2	   3	   4	   7	   9	   2	   2	   5	  11	   7	   6	  10	  15	  18	  26	  39	 102	  69	 122	 160	  98	  66	  40	  36	  27	  10	   4	   7	   4	   1	   4	   5	   5	   1	   3	   2	   4	   2	   5	   0	   2	   2	   2	   3	   2	   3	   4	   1	   2	   2	   0	   3	   1	   1	   0	   1	   2	   1	   2	   3	   1	   1	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 4	  53.32	   7.69	  53.0	 135	  53.01	  3.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   2	   0	   4	   0	   1	   2	   2	   5	   6	   4	   4	   5	   4	   2	  10	   7	   2	   4	   9	  14	   9	  17	  42	  89	  60	 112	 172	 107	  66	  49	  47	  43	  14	   7	   8	   6	   2	   6	   4	   4	   4	   3	   4	   4	   1	   2	   2	   3	   1	   0	   3	   5	   2	   0	   1	   1	   1	   1	   1	   1	   0	   1	   1	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 5	  53.21	   5.62	  53.0	 108	  52.64	  2.87	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   0	   2	   3	   3	   1	   2	   3	  11	   8	   3	  10	   9	  15	  31	  42	 105	  67	 139	 139	 140	  76	  41	  22	  34	  11	   4	   7	   7	   5	   5	   4	   7	   2	   9	   4	   7	   1	   5	   2	   2	   1	   4	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 6	  52.66	   4.64	  53.0	  88	  52.67	  3.01	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   5	   3	   0	   8	   4	   5	   8	  11	  15	  17	  12	  21	  44	  98	  64	 157	 170	 115	  57	  47	  36	  25	  16	   6	  12	   8	   5	   9	   2	   7	   2	   2	   6	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 5	 7	  52.70	   3.74	  53.0	  44	  52.65	  2.93	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   1	   8	   3	   6	   8	  20	  10	  30	  27	 130	  74	 148	 185	 129	  67	  41	  23	  28	  12	  10	  14	   6	   0	   5	   8	   1	   0	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 6	 0	  71.86	   4.77	  72.0	  22	  71.92	  4.18	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   2	   4	   5	   5	   2	   0	   8	   6	  13	  13	  56	  19	  60	  92	 104	  47	 135	  83	 104	  47	  47	  47	  34	  11	  24	   9	   4	   1	   5	   2	   4	   0	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
