ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	  91.42	17.650	 91.0	 15	  91.20	 5.621	 100
 0	 0	  1	  91.09	15.138	 92.0	  9	  92.47	 7.608	 100
 0	 0	  2	  99.00	17.448	 99.5	 12	 100.28	 7.697	 100
 0	 0	  3	 132.56	15.229	133.0	  9	 133.37	 8.354	 100
 0	 0	  4	 190.69	24.922	190.0	 12	 190.72	 9.441	 100
 0	 0	  5	 271.01	23.573	276.0	  7	 275.12	 9.248	 100
 0	 0	  6	 373.21	38.000	377.0	 11	 377.48	 8.217	 100
 0	 0	  7	 475.48	19.208	476.0	 12	 474.70	 6.870	 100
 0	 0	  8	 559.15	23.494	559.0	 12	 559.66	 7.153	 100
 0	 0	  9	 618.20	15.250	615.5	 11	 614.97	 6.297	 100
 0	 0	 10	 645.23	16.180	642.0	 10	 642.16	 6.949	 100
 0	 0	 11	 646.82	12.511	646.0	  8	 645.08	 5.831	 100
 0	 0	 12	 634.16	17.551	633.0	 10	 632.38	 7.771	 100
 0	 0	 13	 605.23	18.206	603.5	 12	 603.57	 6.667	 100
 0	 0	 14	 577.86	13.730	577.0	 15	 576.76	 5.126	 100
 0	 0	 15	 548.83	14.399	551.0	 15	 551.31	 5.598	 100
 0	 0	 16	 533.01	14.919	531.0	 10	 530.36	 4.865	 100
 0	 0	 17	 517.76	15.118	517.0	 15	 516.55	 5.098	 100
 0	 0	 18	 504.41	14.610	505.0	 14	 504.67	 5.497	 100
 0	 0	 19	 494.90	10.796	494.0	  9	 494.16	 5.188	 100
 0	 0	 20	 480.79	11.670	480.5	 11	 479.85	 5.282	 100
 0	 0	 21	 466.27	15.648	465.0	 12	 464.91	 6.001	 100
 0	 0	 22	 445.03	10.382	445.0	 10	 445.26	 4.568	 100
 0	 0	 23	 421.71	10.919	421.5	 10	 422.31	 5.439	 100
 0	 0	 24	 400.61	10.533	398.5	 15	 398.87	 3.528	 100
 0	 0	 25	 373.46	 8.266	373.0	  9	 372.57	 4.137	 100
 0	 0	 26	 349.40	11.565	349.0	  8	 348.30	 4.314	 100
 0	 0	 27	 325.96	 9.985	327.0	 15	 327.21	 2.833	 100
 0	 0	 28	 306.29	 8.326	306.0	 12	 305.72	 3.959	 100
 0	 0	 29	 286.79	 7.507	288.0	 14	 287.31	 3.099	 100
 0	 0	 30	 270.22	 5.834	270.0	  4	 270.25	 4.744	 100
 0	 0	 31	 255.12	 8.858	254.0	 12	 255.18	 4.165	 100
 0	 0	 32	 240.35	 9.635	240.5	 20	 240.15	 2.526	 100
 0	 0	 33	 225.80	 5.470	226.0	  9	 226.44	 2.786	 100
 0	 0	 34	 215.40	 6.347	215.0	 11	 214.98	 2.598	 100
 0	 0	 35	 204.73	 6.072	204.5	  8	 204.27	 3.423	 100
 0	 0	 36	 193.58	 6.082	194.0	  8	 193.88	 2.597	 100
 0	 0	 37	 184.24	 5.461	184.0	 11	 183.90	 2.772	 100
 0	 0	 38	 174.43	 5.575	174.0	 11	 174.16	 2.800	 100
 0	 0	 39	 165.45	 5.237	165.0	  6	 165.78	 2.863	 100
 0	 0	 40	 157.99	 4.251	157.0	  6	 157.45	 2.850	 100
 0	 0	 41	 150.98	 4.913	150.0	  8	 150.80	 2.482	 100
 0	 0	 42	 145.27	 4.012	145.0	 11	 145.18	 1.975	 100
 0	 0	 43	 139.53	 3.424	139.0	  3	 139.40	 2.827	 100
 0	 0	 44	 134.94	 4.129	134.0	  7	 134.38	 2.510	 100
 0	 0	 45	 130.61	 2.814	130.0	  1	 130.75	 2.468	 100
 0	 0	 46	 126.31	 3.077	126.0	  1	 126.40	 2.945	 100
 0	 0	 47	 122.83	 3.646	123.0	  3	 122.86	 2.828	 100
 0	 0	 48	 119.43	 2.772	120.0	  7	 119.55	 1.716	 100
 0	 0	 49	 116.57	 3.658	117.0	 10	 116.78	 1.999	 100
 0	 0	 50	 114.14	 3.502	114.0	 17	 114.02	 1.638	 100
 0	 0	 51	 111.52	 2.642	111.0	  3	 111.25	 2.117	 100
 0	 0	 52	 109.61	 2.470	109.0	  6	 109.34	 1.610	 100
 0	 0	 53	 107.15	 3.828	107.0	  5	 106.89	 2.962	 100
 0	 0	 54	 105.48	 2.240	105.0	  5	 105.26	 1.733	 100
 0	 0	 55	 103.78	 2.813	104.0	  3	 103.89	 2.349	 100
 0	 0	 56	 102.63	 3.697	102.0	 11	 102.43	 1.900	 100
 0	 0	 57	 101.13	 2.809	101.0	 15	 101.36	 1.668	 100
 0	 0	 58	 100.33	 2.555	100.0	  1	 100.24	 2.412	 100
 0	 0	 59	  99.06	 3.342	 99.0	  6	  99.14	 1.733	 100
 0	 0	 60	  98.52	 3.218	 98.0	  4	  98.26	 2.221	 100
 0	 0	 61	  97.43	 2.992	 98.0	  6	  97.29	 1.776	 100
 0	 0	 62	  96.80	 3.108	 97.0	  8	  96.45	 1.824	 100
 0	 0	 63	  95.81	 2.711	 96.0	  7	  95.99	 1.827	 100
 0	 0	 64	  94.98	 3.071	 96.0	  2	  95.19	 2.697	 100
 0	 0	 65	  94.21	 3.121	 94.0	  9	  94.56	 1.790	 100
 0	 0	 66	  94.15	 2.337	 94.0	  2	  94.12	 1.917	 100
 0	 0	 67	  93.03	 3.047	 93.0	  9	  93.25	 1.805	 100
 0	 0	 68	  93.20	 3.216	 93.0	  9	  93.22	 1.831	 100
 0	 0	 69	  93.05	 2.587	 93.0	  5	  92.89	 1.698	 100
 0	 0	 70	  92.98	 3.695	 93.0	 10	  92.77	 1.818	 100
 0	 0	 71	  92.82	 3.195	 93.0	 11	  92.53	 1.666	 100
 0	 0	 72	  92.21	 3.079	 92.0	 13	  91.85	 1.660	 100
 0	 0	 73	  91.98	 3.045	 92.0	  9	  91.90	 1.850	 100
 0	 0	 74	  91.57	 2.840	 91.5	  4	  91.52	 2.157	 100
 0	 0	 75	  91.44	 3.273	 91.0	 11	  91.00	 1.508	 100
 0	 0	 76	  91.58	 3.447	 91.0	 10	  91.21	 1.814	 100
 0	 0	 77	  90.69	 2.994	 91.0	  8	  90.65	 1.700	 100
 0	 0	 78	  91.50	 3.425	 91.0	  5	  91.15	 2.480	 100
 0	 0	 79	  90.51	 3.392	 90.5	  6	  90.46	 2.164	 100
 0	 0	 80	  90.54	 2.949	 90.0	 10	  90.27	 1.578	 100
 0	 0	 81	  90.51	 2.439	 90.0	  5	  90.47	 1.737	 100
 0	 0	 82	  90.40	 2.408	 90.0	  6	  90.26	 1.895	 100
 0	 0	 83	  90.30	 3.255	 90.0	  9	  90.36	 1.767	 100
 0	 0	 84	  89.94	 3.773	 90.0	 13	  90.21	 1.824	 100
 0	 0	 85	  89.93	 2.886	 90.0	  7	  90.27	 1.788	 100
 0	 0	 86	  89.76	 2.771	 90.0	  7	  90.00	 1.806	 100
 0	 0	 87	  90.17	 3.275	 90.0	  9	  90.09	 1.664	 100
 0	 0	 88	  90.00	 3.627	 90.0	 11	  90.21	 1.812	 100
 0	 0	 89	  90.23	 3.272	 90.0	 12	  90.05	 1.819	 100
 0	 0	 90	  90.17	 3.075	 90.0	  8	  89.73	 1.461	 100
 0	 0	 91	  90.17	 3.153	 90.0	 12	  89.94	 1.621	 100
 0	 0	 92	  90.28	 2.458	 90.0	  6	  90.14	 1.893	 100
 0	 0	 93	  89.85	 3.341	 90.0	 12	  89.66	 1.741	 100
 0	 0	 94	  89.54	 3.208	 90.0	 13	  89.97	 1.722	 100
