intercept_low	gain_low	intercept_high	gain_high
253.32814039919	0.874934271179401	1037.9861685	0.00938506770833332
262.746833109946	0.86010520141196	1026.43604386806	0.00940227343749999
125.144849146076	0.873243968023255	905.021066597222	0.00961861979166666
256.828671056375	0.847681987126245	1012.85347920833	0.00945249739583335
129.753867920993	0.850822643272425	898.552386611111	0.00955164843750001
142.540279734219	0.834310797342192	903.445032597221	0.0095467994791667
241.149551033015	0.846579713455148	999.252056291666	0.00942320052083335
247.088231670473	0.891959676079734	1039.67431247222	0.00941415104166666
250.260312624066	0.812430409053155	982.425970722221	0.0091067604166667
229.043738464493	0.907768044019933	1049.52173331945	0.00920177604166664
233.067195273048	0.853283243355481	995.051010159723	0.00948251822916666
218.705607136628	0.90234796511628	1034.75008226389	0.00947081770833333
290.264827656769	0.857803592192689	1049.8288676875	0.00923388802083333
104.848899752388	0.861139649086378	866.651212513887	0.0096011276041667
82.9361505601121	0.865760350913621	840.234298701388	0.00956490104166668
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN
245.002247820806	0.911976225083056	1029.89494254167	0.00944271875000001
214.745415670681	0.88918486295681	1007.89463951389	0.00955899739583332
231.518526777409	0.891580917774086	1023.77417958333	0.00956360677083331
NaN	NaN	NaN	NaN
242.726747345307	0.886854526578073	1027.82214035417	0.00950044010416664
232.46565806115	0.638798785299002	792.880578923612	0.00700923177083332
236.931731720307	0.894242026578072	1013.08839270139	0.00945398697916673
232.180560196221	0.874470348837209	1007.72466990972	0.00944709114583334
240.750801168501	0.861839150747507	1009.21281940972	0.00914208333333331
228.787179766923	0.870883980481727	1007.17778045833	0.00952650781250001
225.571002193729	0.898699356312292	1090.80960627083	0.0091556171875
243.502357674419	0.869844476744185	1030.30904159722	0.00942037760416665
257.567184658949	0.863843054401993	1010.36863374306	0.00933498958333332
229.420089020453	0.886387157392025	1032.14443649305	0.00955199218750002
242.728917076412	0.863581270764119	1019.32216503472	0.00946656249999999
230.138702652616	0.867149854651162	1009.62277186805	0.00958402604166669
278.441958938434	0.857588340946843	1044.16384496528	0.00935246093749997
253.711004077554	0.620394798588038	796.52663513889	0.00684229166666665
