Cal_V	ADC
10.0	293.73
20.0	302.07
30.0	310.49
40.0	318.98
50.0	327.54
60.0	336.17
70.0	344.87
80.0	353.64
90.0	362.49
100.0	371.40
200.0	464.42
300.0	538.82
400.0	601.19
500.0	651.39
600.0	692.18
700.0	724.99
800.0	753.80
900.0	777.53
1000.0	799.23
1200.0	833.62
1400.0	861.54
1600.0	886.39
1800.0	906.67
2000.0	924.95
4000.0	1040.62
6000.0	1108.99
8000.0	1161.75
10000.0	1204.14
12000.0	1242.23
14000.0	1275.73
16000.0	1307.42
18000.0	1336.81
20000.0	1364.54
22000.0	1390.22
24000.0	1414.70
26000.0	1440.14
28000.0	1463.64
30000.0	1486.73
32000.0	1509.19
34000.0	1530.48
36000.0	1552.35
38000.0	1573.63
40000.0	1594.24
42000.0	1615.09
44000.0	1635.37
46000.0	1655.08
48000.0	1675.58
50000.0	1695.08
52000.0	1714.53
54000.0	1733.38
56000.0	1751.80
58000.0	1771.34
60000.0	1789.61
62000.0	1808.15
64000.0	1826.13
