Cal_V	ADC
10.0	322.02
20.0	330.27
30.0	338.53
40.0	346.82
50.0	355.13
60.0	363.45
70.0	371.80
80.0	380.17
90.0	388.56
100.0	396.96
200.0	482.15
300.0	551.09
400.0	607.23
500.0	652.71
600.0	689.24
700.0	720.15
800.0	745.27
900.0	767.44
1000.0	786.49
1200.0	819.31
1400.0	846.07
1600.0	868.68
1800.0	887.48
2000.0	904.84
4000.0	1015.31
6000.0	1083.94
8000.0	1135.20
10000.0	1177.67
12000.0	1214.47
14000.0	1247.52
16000.0	1279.05
18000.0	1307.68
20000.0	1334.27
22000.0	1360.62
24000.0	1385.45
26000.0	1409.52
28000.0	1432.94
30000.0	1455.20
32000.0	1477.15
34000.0	1499.12
36000.0	1519.87
38000.0	1541.06
40000.0	1561.47
42000.0	1581.64
44000.0	1600.49
46000.0	1621.70
48000.0	1640.51
50000.0	1659.31
52000.0	1678.93
54000.0	1698.65
56000.0	1716.28
58000.0	1734.41
60000.0	1754.06
62000.0	1771.44
64000.0	1788.45
