Cal_V	ADC
10.0	282.39
20.0	290.74
30.0	299.15
40.0	307.62
50.0	316.14
60.0	324.73
70.0	333.37
80.0	342.07
90.0	350.83
100.0	359.65
200.0	451.03
300.0	522.69
400.0	583.58
500.0	632.10
600.0	671.83
700.0	704.03
800.0	731.85
900.0	755.55
1000.0	776.03
1200.0	810.56
1400.0	838.66
1600.0	862.02
1800.0	883.02
2000.0	901.25
4000.0	1015.79
6000.0	1087.10
8000.0	1140.74
10000.0	1185.81
12000.0	1224.17
14000.0	1258.93
16000.0	1290.85
18000.0	1320.45
20000.0	1347.01
22000.0	1374.73
24000.0	1399.80
26000.0	1424.69
28000.0	1448.94
30000.0	1470.90
32000.0	1494.90
34000.0	1516.60
36000.0	1538.24
38000.0	1559.66
40000.0	1581.11
42000.0	1602.24
44000.0	1623.62
46000.0	1642.83
48000.0	1661.68
50000.0	1682.87
52000.0	1702.51
54000.0	1720.54
56000.0	1740.48
58000.0	1759.24
60000.0	1777.79
62000.0	1796.55
64000.0	1816.15
