Cal_V	ADC
10.0	282.12
20.0	289.79
30.0	297.53
40.0	305.35
50.0	313.25
60.0	321.22
70.0	329.27
80.0	337.40
90.0	345.60
100.0	353.88
200.0	440.86
300.0	508.93
400.0	564.75
500.0	609.33
600.0	646.71
700.0	676.79
800.0	702.59
900.0	724.21
1000.0	743.77
1200.0	776.74
1400.0	803.70
1600.0	826.22
1800.0	845.73
2000.0	863.75
4000.0	974.50
6000.0	1043.57
8000.0	1094.93
10000.0	1138.21
12000.0	1175.31
14000.0	1209.21
16000.0	1240.94
18000.0	1269.40
20000.0	1297.03
22000.0	1323.52
24000.0	1349.26
26000.0	1373.37
28000.0	1396.65
30000.0	1419.57
32000.0	1443.01
34000.0	1464.00
36000.0	1485.58
38000.0	1507.35
40000.0	1527.47
42000.0	1548.45
44000.0	1569.40
46000.0	1588.85
48000.0	1609.21
50000.0	1629.01
52000.0	1647.14
54000.0	1665.96
56000.0	1686.49
58000.0	1705.51
60000.0	1722.91
62000.0	1742.82
64000.0	1761.06
