Cal_V	ADC
10.0	258.04
20.0	265.92
30.0	273.88
40.0	281.94
50.0	290.08
60.0	298.32
70.0	306.64
80.0	315.05
90.0	323.55
100.0	332.15
200.0	422.99
300.0	492.43
400.0	550.59
500.0	598.91
600.0	637.23
700.0	669.17
800.0	696.57
900.0	719.62
1000.0	741.48
1200.0	774.76
1400.0	804.44
1600.0	828.10
1800.0	849.30
2000.0	867.21
4000.0	982.60
6000.0	1052.79
8000.0	1105.45
10000.0	1148.41
12000.0	1187.27
14000.0	1221.37
16000.0	1253.33
18000.0	1282.93
20000.0	1311.03
22000.0	1337.97
24000.0	1363.55
26000.0	1388.90
28000.0	1413.42
30000.0	1438.29
32000.0	1460.28
34000.0	1483.14
36000.0	1504.37
38000.0	1526.04
40000.0	1546.04
42000.0	1567.86
44000.0	1587.28
46000.0	1607.88
48000.0	1628.49
50000.0	1646.65
52000.0	1666.76
54000.0	1686.05
56000.0	1705.88
58000.0	1723.88
60000.0	1742.88
62000.0	1761.76
64000.0	1779.86
