Cal_V	ADC
10.0	235.45
20.0	243.84
30.0	252.30
40.0	260.81
50.0	269.39
60.0	278.02
70.0	286.72
80.0	295.48
90.0	304.29
100.0	313.17
200.0	405.29
300.0	479.55
400.0	541.96
500.0	593.09
600.0	633.94
700.0	668.45
800.0	696.40
900.0	721.04
1000.0	741.84
1200.0	777.79
1400.0	806.29
1600.0	831.22
1800.0	851.67
2000.0	869.99
4000.0	986.23
6000.0	1058.32
8000.0	1111.28
10000.0	1155.50
12000.0	1194.03
14000.0	1229.16
16000.0	1260.82
18000.0	1290.74
20000.0	1318.50
22000.0	1345.04
24000.0	1371.77
26000.0	1396.28
28000.0	1420.95
30000.0	1443.94
32000.0	1465.30
34000.0	1487.98
36000.0	1509.18
38000.0	1530.73
40000.0	1552.72
42000.0	1573.00
44000.0	1593.31
46000.0	1613.75
48000.0	1634.20
50000.0	1654.18
52000.0	1673.20
54000.0	1693.64
56000.0	1712.20
58000.0	1732.22
60000.0	1751.18
62000.0	1769.89
64000.0	1787.10
