Cal_V	ADC
10.0	332.25
20.0	340.39
30.0	348.56
40.0	356.78
50.0	365.03
60.0	373.32
70.0	381.65
80.0	390.02
90.0	398.42
100.0	406.87
200.0	493.45
300.0	562.48
400.0	618.75
500.0	664.66
600.0	702.04
700.0	732.42
800.0	759.06
900.0	781.98
1000.0	801.44
1200.0	834.96
1400.0	861.95
1600.0	884.35
1800.0	904.30
2000.0	921.67
4000.0	1036.17
6000.0	1105.09
8000.0	1156.96
10000.0	1200.45
12000.0	1238.85
14000.0	1272.27
16000.0	1304.38
18000.0	1332.99
20000.0	1361.38
22000.0	1387.05
24000.0	1412.07
26000.0	1436.42
28000.0	1460.38
30000.0	1483.10
32000.0	1506.15
34000.0	1527.76
36000.0	1549.48
38000.0	1570.41
40000.0	1591.00
42000.0	1611.75
44000.0	1631.37
46000.0	1651.89
48000.0	1671.07
50000.0	1691.37
52000.0	1710.23
54000.0	1728.59
56000.0	1748.70
58000.0	1767.57
60000.0	1785.74
62000.0	1804.94
64000.0	1822.99
