Cal_V	ADC
10.0	308.10
20.0	316.08
30.0	324.15
40.0	332.29
50.0	340.52
60.0	348.83
70.0	357.22
80.0	365.70
90.0	374.26
100.0	382.90
200.0	473.87
300.0	545.31
400.0	605.48
500.0	653.93
600.0	693.69
700.0	726.30
800.0	753.19
900.0	778.13
1000.0	799.08
1200.0	833.59
1400.0	861.59
1600.0	886.12
1800.0	906.51
2000.0	925.27
4000.0	1042.35
6000.0	1112.22
8000.0	1164.47
10000.0	1207.80
12000.0	1246.36
14000.0	1280.89
16000.0	1313.70
18000.0	1342.93
20000.0	1372.11
22000.0	1397.35
24000.0	1423.49
26000.0	1448.08
28000.0	1471.31
30000.0	1495.82
32000.0	1518.22
34000.0	1539.77
36000.0	1562.60
38000.0	1583.40
40000.0	1603.74
42000.0	1624.82
44000.0	1645.30
46000.0	1664.35
48000.0	1685.77
50000.0	1705.70
52000.0	1724.77
54000.0	1744.33
56000.0	1763.05
58000.0	1781.54
60000.0	1800.01
62000.0	1819.04
64000.0	1837.49
