Cal_V	ADC
10.0	285.07
20.0	285.07
30.0	285.07
40.0	285.07
50.0	285.07
60.0	285.07
70.0	285.07
80.0	285.07
90.0	285.07
100.0	285.07
200.0	285.07
300.0	284.67
400.0	284.58
500.0	284.24
600.0	284.42
700.0	283.98
800.0	284.23
900.0	284.09
1000.0	283.90
1200.0	283.84
1400.0	283.75
1600.0	283.60
1800.0	283.87
2000.0	283.81
4000.0	283.68
6000.0	283.59
8000.0	283.28
10000.0	283.34
12000.0	283.23
14000.0	283.45
16000.0	283.27
18000.0	283.36
20000.0	283.29
22000.0	283.01
24000.0	282.97
26000.0	283.02
28000.0	283.12
30000.0	282.85
32000.0	282.64
34000.0	282.65
36000.0	282.69
38000.0	282.94
40000.0	282.89
42000.0	282.78
44000.0	282.57
46000.0	282.67
48000.0	282.80
50000.0	282.68
52000.0	282.71
54000.0	282.62
56000.0	282.55
58000.0	282.60
60000.0	282.36
62000.0	282.68
64000.0	282.44
