Cal_V	ADC
10.0	297.58
20.0	305.23
30.0	312.96
40.0	320.75
50.0	328.62
60.0	336.55
70.0	344.56
80.0	352.64
90.0	360.78
100.0	369.00
200.0	455.06
300.0	520.93
400.0	575.39
500.0	617.75
600.0	653.84
700.0	682.70
800.0	708.67
900.0	730.35
1000.0	748.56
1200.0	781.14
1400.0	807.53
1600.0	830.60
1800.0	849.88
2000.0	867.24
4000.0	978.38
6000.0	1047.44
8000.0	1099.57
10000.0	1142.63
12000.0	1180.65
14000.0	1214.06
16000.0	1245.66
18000.0	1274.63
20000.0	1303.55
22000.0	1329.62
24000.0	1356.85
26000.0	1380.36
28000.0	1403.55
30000.0	1425.93
32000.0	1449.02
34000.0	1470.40
36000.0	1492.00
38000.0	1514.38
40000.0	1533.70
42000.0	1554.89
44000.0	1575.34
46000.0	1594.41
48000.0	1614.64
50000.0	1634.91
52000.0	1653.80
54000.0	1672.60
56000.0	1692.70
58000.0	1710.64
60000.0	1729.59
62000.0	1748.58
64000.0	1767.61
