Cal_V	ADC
10.0	286.87
20.0	295.54
30.0	304.21
40.0	312.88
50.0	321.55
60.0	330.22
70.0	338.89
80.0	347.56
90.0	356.23
100.0	364.90
200.0	451.60
300.0	520.52
400.0	578.32
500.0	625.23
600.0	665.83
700.0	696.78
800.0	723.21
900.0	746.64
1000.0	765.99
1200.0	800.02
1400.0	826.66
1600.0	853.55
1800.0	872.50
2000.0	892.48
4000.0	1004.03
6000.0	1074.02
8000.0	1124.86
10000.0	1167.32
12000.0	1203.46
14000.0	1237.84
16000.0	1267.44
18000.0	1297.39
20000.0	1323.45
22000.0	1348.92
24000.0	1374.03
26000.0	1398.64
28000.0	1424.68
30000.0	1446.28
32000.0	1467.97
34000.0	1489.10
36000.0	1511.47
38000.0	1531.35
40000.0	1550.95
42000.0	1574.13
44000.0	1590.58
46000.0	1611.39
48000.0	1630.50
50000.0	1648.81
52000.0	1669.18
54000.0	1689.24
56000.0	1706.89
58000.0	1723.74
60000.0	1742.44
62000.0	1761.63
64000.0	1779.53
