Cal_V	ADC
10.0	273.02
20.0	282.50
30.0	292.01
40.0	301.55
50.0	311.11
60.0	320.70
70.0	330.31
80.0	339.95
90.0	349.61
100.0	359.30
200.0	457.64
300.0	536.06
400.0	600.71
500.0	661.14
600.0	705.78
700.0	744.04
800.0	776.48
900.0	803.29
1000.0	827.51
1200.0	870.28
1400.0	903.87
1600.0	933.54
1800.0	955.21
2000.0	977.83
4000.0	1110.67
6000.0	1184.82
8000.0	1239.54
10000.0	1286.48
12000.0	1324.06
14000.0	1357.48
16000.0	1391.97
18000.0	1419.01
20000.0	1447.59
22000.0	1478.46
24000.0	1502.51
26000.0	1530.48
28000.0	1551.29
30000.0	1578.02
32000.0	1599.59
34000.0	1626.72
36000.0	1646.36
38000.0	1670.01
40000.0	1687.51
42000.0	1709.14
44000.0	1727.91
46000.0	1748.16
48000.0	1765.96
50000.0	1784.08
52000.0	1803.27
54000.0	1820.23
56000.0	1837.56
58000.0	1854.64
60000.0	1873.83
62000.0	1891.72
64000.0	1908.54
