Cal_V	ADC
10.0	284.40
20.0	292.24
30.0	300.16
40.0	308.14
50.0	316.18
60.0	324.30
70.0	332.48
80.0	340.73
90.0	349.05
100.0	357.43
200.0	445.02
300.0	514.06
400.0	569.87
500.0	614.79
600.0	651.95
700.0	682.64
800.0	709.27
900.0	731.09
1000.0	750.76
1200.0	784.43
1400.0	811.24
1600.0	835.00
1800.0	853.61
2000.0	871.12
4000.0	985.95
6000.0	1056.29
8000.0	1109.26
10000.0	1152.91
12000.0	1192.32
14000.0	1226.47
16000.0	1257.88
18000.0	1288.37
20000.0	1316.42
22000.0	1343.19
24000.0	1369.54
26000.0	1393.81
28000.0	1417.84
30000.0	1441.40
32000.0	1465.07
34000.0	1487.26
36000.0	1508.69
38000.0	1529.95
40000.0	1552.33
42000.0	1573.26
44000.0	1593.32
46000.0	1614.49
48000.0	1634.09
50000.0	1653.84
52000.0	1674.08
54000.0	1693.66
56000.0	1713.32
58000.0	1731.86
60000.0	1751.61
62000.0	1770.51
64000.0	1787.43
