Cal_V	ADC
10.0	170.28
20.0	177.81
30.0	185.42
40.0	193.09
50.0	200.83
60.0	208.65
70.0	216.53
80.0	224.48
90.0	232.50
100.0	240.59
200.0	325.31
300.0	391.16
400.0	445.10
500.0	487.65
600.0	523.39
700.0	553.08
800.0	577.78
900.0	599.31
1000.0	617.33
1200.0	649.81
1400.0	676.67
1600.0	698.48
1800.0	717.35
2000.0	734.24
4000.0	841.98
6000.0	908.66
8000.0	960.58
10000.0	1006.52
12000.0	1047.93
14000.0	1085.07
16000.0	1118.19
18000.0	1149.30
20000.0	1178.37
22000.0	1205.04
24000.0	1232.15
26000.0	1257.01
28000.0	1280.08
30000.0	1303.47
32000.0	1325.78
34000.0	1347.74
36000.0	1370.10
38000.0	1392.48
40000.0	1412.85
42000.0	1433.22
44000.0	1453.47
46000.0	1473.02
48000.0	1494.24
50000.0	1514.14
52000.0	1531.92
54000.0	1551.51
56000.0	1571.13
58000.0	1590.30
60000.0	1608.62
62000.0	1628.07
64000.0	1646.59
