Cal_V	ADC
10.0	314.15
20.0	322.95
30.0	331.74
40.0	340.54
50.0	349.33
60.0	358.13
70.0	366.92
80.0	375.71
90.0	384.51
100.0	393.30
200.0	481.25
300.0	549.74
400.0	607.28
500.0	654.30
600.0	694.14
700.0	726.95
800.0	752.87
900.0	777.26
1000.0	796.15
1200.0	830.07
1400.0	856.47
1600.0	883.33
1800.0	902.74
2000.0	923.72
4000.0	1038.18
6000.0	1108.51
8000.0	1159.06
10000.0	1202.54
12000.0	1239.73
14000.0	1273.90
16000.0	1304.28
18000.0	1334.07
20000.0	1359.77
22000.0	1385.64
24000.0	1409.63
26000.0	1435.84
28000.0	1459.65
30000.0	1482.17
32000.0	1505.79
34000.0	1525.69
36000.0	1547.12
38000.0	1568.47
40000.0	1587.91
42000.0	1610.12
44000.0	1628.01
46000.0	1647.44
48000.0	1666.75
50000.0	1686.95
52000.0	1706.06
54000.0	1723.87
56000.0	1742.21
58000.0	1760.80
60000.0	1778.61
62000.0	1798.67
64000.0	1817.61
