Cal_V	ADC
10.0	313.40
20.0	320.82
30.0	328.34
40.0	335.95
50.0	343.65
60.0	351.44
70.0	359.32
80.0	367.30
90.0	375.37
100.0	383.53
200.0	470.21
300.0	536.10
400.0	592.23
500.0	637.76
600.0	675.07
700.0	704.76
800.0	729.79
900.0	752.95
1000.0	771.52
1200.0	805.11
1400.0	832.88
1600.0	854.67
1800.0	875.46
2000.0	892.51
4000.0	1005.82
6000.0	1074.95
8000.0	1128.07
10000.0	1172.06
12000.0	1209.37
14000.0	1243.80
16000.0	1275.30
18000.0	1304.95
20000.0	1332.83
22000.0	1359.66
24000.0	1385.46
26000.0	1407.64
28000.0	1432.77
30000.0	1455.21
32000.0	1477.48
34000.0	1500.74
36000.0	1522.12
38000.0	1542.34
40000.0	1564.64
42000.0	1584.92
44000.0	1604.92
46000.0	1624.49
48000.0	1646.09
50000.0	1664.83
52000.0	1685.13
54000.0	1703.84
56000.0	1722.70
58000.0	1741.32
60000.0	1761.49
62000.0	1778.99
64000.0	1798.84
