Cal_V	ADC
10.0	300.61
20.0	308.75
30.0	316.99
40.0	325.34
50.0	333.80
60.0	342.36
70.0	351.02
80.0	359.79
90.0	368.67
100.0	377.65
200.0	473.22
300.0	550.24
400.0	614.62
500.0	666.89
600.0	710.20
700.0	744.38
800.0	774.18
900.0	799.11
1000.0	820.77
1200.0	855.57
1400.0	885.53
1600.0	909.80
1800.0	930.99
2000.0	948.85
4000.0	1066.06
6000.0	1136.08
8000.0	1189.04
10000.0	1232.68
12000.0	1270.98
14000.0	1306.27
16000.0	1338.18
18000.0	1368.89
20000.0	1396.01
22000.0	1423.24
24000.0	1449.15
26000.0	1473.24
28000.0	1497.89
30000.0	1521.74
32000.0	1544.60
34000.0	1567.65
36000.0	1588.64
38000.0	1610.45
40000.0	1630.86
42000.0	1652.16
44000.0	1673.21
46000.0	1693.62
48000.0	1713.82
50000.0	1733.27
52000.0	1753.16
54000.0	1772.55
56000.0	1791.41
58000.0	1811.35
60000.0	1829.55
62000.0	1847.22
64000.0	1865.88
