Cal_V	ADC
10.0	271.59
20.0	279.16
30.0	286.82
40.0	294.59
50.0	302.46
60.0	310.42
70.0	318.49
80.0	326.66
90.0	334.93
100.0	343.30
200.0	432.53
300.0	503.44
400.0	563.66
500.0	611.93
600.0	650.92
700.0	683.85
800.0	711.44
900.0	734.46
1000.0	754.46
1200.0	789.62
1400.0	817.74
1600.0	841.16
1800.0	861.24
2000.0	878.88
4000.0	994.12
6000.0	1064.36
8000.0	1116.64
10000.0	1159.36
12000.0	1196.52
14000.0	1230.36
16000.0	1261.47
18000.0	1291.22
20000.0	1319.40
22000.0	1345.20
24000.0	1370.27
26000.0	1394.25
28000.0	1417.57
30000.0	1441.01
32000.0	1463.81
34000.0	1485.69
36000.0	1507.46
38000.0	1527.58
40000.0	1549.22
42000.0	1569.65
44000.0	1588.81
46000.0	1609.59
48000.0	1629.95
50000.0	1648.74
52000.0	1667.80
54000.0	1687.86
56000.0	1706.69
58000.0	1724.53
60000.0	1743.81
62000.0	1762.71
64000.0	1780.64
