Cal_V	ADC
10.0	327.60
20.0	336.58
30.0	345.56
40.0	354.54
50.0	363.52
60.0	372.50
70.0	381.48
80.0	390.47
90.0	399.45
100.0	408.43
200.0	498.24
300.0	570.28
400.0	629.85
500.0	678.60
600.0	718.59
700.0	750.56
800.0	778.23
900.0	801.83
1000.0	822.05
1200.0	855.55
1400.0	883.53
1600.0	907.52
1800.0	928.59
2000.0	946.00
4000.0	1061.66
6000.0	1131.17
8000.0	1184.21
10000.0	1227.82
12000.0	1265.40
14000.0	1300.13
16000.0	1331.69
18000.0	1360.79
20000.0	1388.35
22000.0	1415.41
24000.0	1441.05
26000.0	1464.97
28000.0	1488.82
30000.0	1512.62
32000.0	1534.69
34000.0	1557.10
36000.0	1578.50
38000.0	1599.87
40000.0	1621.73
42000.0	1641.73
44000.0	1662.55
46000.0	1682.69
48000.0	1702.58
50000.0	1721.80
52000.0	1741.55
54000.0	1761.16
56000.0	1779.40
58000.0	1798.59
60000.0	1817.62
62000.0	1835.93
64000.0	1853.50
