Cal_V	ADC
10.0	281.70
20.0	289.94
30.0	298.25
40.0	306.63
50.0	315.08
60.0	323.61
70.0	332.22
80.0	340.89
90.0	349.64
100.0	358.46
200.0	450.71
300.0	523.31
400.0	585.48
500.0	634.58
600.0	674.32
700.0	708.47
800.0	734.78
900.0	758.49
1000.0	779.88
1200.0	814.72
1400.0	842.32
1600.0	865.64
1800.0	886.30
2000.0	904.15
4000.0	1018.65
6000.0	1089.52
8000.0	1142.48
10000.0	1186.19
12000.0	1223.89
14000.0	1258.39
16000.0	1290.96
18000.0	1320.87
20000.0	1348.68
22000.0	1375.60
24000.0	1399.70
26000.0	1425.19
28000.0	1448.77
30000.0	1471.28
32000.0	1494.59
34000.0	1516.34
36000.0	1537.56
38000.0	1559.65
40000.0	1580.71
42000.0	1600.85
44000.0	1621.86
46000.0	1641.92
48000.0	1661.29
50000.0	1681.86
52000.0	1701.38
54000.0	1720.00
56000.0	1739.58
58000.0	1758.28
60000.0	1777.06
62000.0	1795.45
64000.0	1814.97
