Cal_V	ADC
10.0	105.53
20.0	113.83
30.0	122.17
40.0	130.54
50.0	138.94
60.0	147.37
70.0	155.84
80.0	164.34
90.0	172.87
100.0	181.43
200.0	268.90
300.0	339.77
400.0	399.71
500.0	448.30
600.0	486.55
700.0	520.23
800.0	546.97
900.0	570.11
1000.0	590.42
1200.0	623.98
1400.0	652.33
1600.0	675.55
1800.0	695.18
2000.0	714.00
4000.0	827.10
6000.0	897.08
8000.0	948.81
10000.0	992.78
12000.0	1032.48
14000.0	1066.49
16000.0	1097.55
18000.0	1126.56
20000.0	1154.48
22000.0	1180.72
24000.0	1205.98
26000.0	1230.76
28000.0	1253.38
30000.0	1277.18
32000.0	1300.18
34000.0	1321.96
36000.0	1342.82
38000.0	1364.52
40000.0	1385.98
42000.0	1406.20
44000.0	1427.26
46000.0	1447.57
48000.0	1466.67
50000.0	1486.82
52000.0	1506.50
54000.0	1524.78
56000.0	1544.98
58000.0	1563.89
60000.0	1582.23
62000.0	1600.51
64000.0	1620.81
