Cal_V	ADC
10.0	180.49
20.0	189.08
30.0	197.70
40.0	206.38
50.0	215.10
60.0	223.87
70.0	232.69
80.0	241.56
90.0	250.47
100.0	259.43
200.0	351.65
300.0	428.66
400.0	493.72
500.0	547.27
600.0	589.98
700.0	625.18
800.0	654.75
900.0	679.34
1000.0	701.77
1200.0	737.18
1400.0	766.44
1600.0	791.41
1800.0	812.13
2000.0	830.72
4000.0	947.41
6000.0	1017.85
8000.0	1071.77
10000.0	1115.64
12000.0	1154.16
14000.0	1188.93
16000.0	1220.49
18000.0	1250.05
20000.0	1277.86
22000.0	1304.95
24000.0	1330.70
26000.0	1355.40
28000.0	1379.23
30000.0	1402.24
32000.0	1425.74
34000.0	1447.63
36000.0	1468.69
38000.0	1490.93
40000.0	1512.17
42000.0	1532.13
44000.0	1553.90
46000.0	1574.51
48000.0	1593.95
50000.0	1613.91
52000.0	1633.58
54000.0	1652.86
56000.0	1672.90
58000.0	1691.56
60000.0	1710.46
62000.0	1729.02
64000.0	1748.28
