Cal_V	ADC
10.0	114.08
20.0	122.63
30.0	131.18
40.0	139.73
50.0	148.28
60.0	156.84
70.0	165.39
80.0	173.94
90.0	182.49
100.0	191.04
200.0	276.56
300.0	343.20
400.0	400.35
500.0	445.35
600.0	481.94
700.0	513.91
800.0	539.27
900.0	562.49
1000.0	581.89
1200.0	614.44
1400.0	642.20
1600.0	664.24
1800.0	683.49
2000.0	701.49
4000.0	814.66
6000.0	884.32
8000.0	937.95
10000.0	981.24
12000.0	1020.25
14000.0	1055.81
16000.0	1088.23
18000.0	1116.38
20000.0	1143.65
22000.0	1171.11
24000.0	1196.80
26000.0	1221.26
28000.0	1245.59
30000.0	1268.66
32000.0	1291.52
34000.0	1313.37
36000.0	1334.97
38000.0	1356.35
40000.0	1378.01
42000.0	1399.01
44000.0	1418.79
46000.0	1438.81
48000.0	1458.37
50000.0	1478.12
52000.0	1498.31
54000.0	1517.24
56000.0	1535.41
58000.0	1555.55
60000.0	1574.77
62000.0	1593.75
64000.0	1612.84
