Cal_V	ADC
10.0	257.55
20.0	265.75
30.0	274.00
40.0	282.30
50.0	290.66
60.0	299.07
70.0	307.53
80.0	316.04
90.0	324.61
100.0	333.23
200.0	422.34
300.0	494.41
400.0	553.04
500.0	601.15
600.0	641.00
700.0	672.76
800.0	700.42
900.0	723.31
1000.0	743.38
1200.0	778.59
1400.0	806.03
1600.0	831.21
1800.0	851.19
2000.0	868.99
4000.0	993.02
6000.0	1056.13
8000.0	1109.30
10000.0	1154.06
12000.0	1193.50
14000.0	1227.72
16000.0	1259.94
18000.0	1289.87
20000.0	1318.07
22000.0	1345.13
24000.0	1371.18
26000.0	1395.49
28000.0	1420.19
30000.0	1443.62
32000.0	1466.49
34000.0	1488.74
36000.0	1511.35
38000.0	1532.22
40000.0	1554.08
42000.0	1575.41
44000.0	1595.07
46000.0	1615.94
48000.0	1636.23
50000.0	1655.97
52000.0	1676.70
54000.0	1695.96
56000.0	1714.89
58000.0	1734.25
60000.0	1753.87
62000.0	1771.85
64000.0	1790.26
