Cal_V	ADC
10.0	296.89
20.0	305.61
30.0	314.41
40.0	323.26
50.0	332.18
60.0	341.17
70.0	350.22
80.0	359.33
90.0	368.51
100.0	377.76
200.0	473.72
300.0	551.75
400.0	619.20
500.0	673.54
600.0	718.34
700.0	753.93
800.0	785.05
900.0	810.40
1000.0	832.90
1200.0	869.35
1400.0	899.80
1600.0	924.95
1800.0	945.42
2000.0	964.62
4000.0	1083.34
6000.0	1154.83
8000.0	1207.77
10000.0	1251.81
12000.0	1291.00
14000.0	1325.22
16000.0	1357.58
18000.0	1387.25
20000.0	1415.27
22000.0	1442.79
24000.0	1467.47
26000.0	1492.92
28000.0	1515.67
30000.0	1539.25
32000.0	1563.10
34000.0	1584.42
36000.0	1606.89
38000.0	1628.52
40000.0	1649.04
42000.0	1669.90
44000.0	1690.78
46000.0	1710.42
48000.0	1730.53
50000.0	1750.88
52000.0	1770.62
54000.0	1788.58
56000.0	1808.61
58000.0	1827.72
60000.0	1845.49
62000.0	1864.38
64000.0	1883.60
