Cal_V	ADC
10.0	315.37
20.0	324.24
30.0	333.15
40.0	342.10
50.0	351.10
60.0	360.13
70.0	369.21
80.0	378.32
90.0	387.48
100.0	396.68
200.0	490.93
300.0	570.21
400.0	637.58
500.0	692.36
600.0	736.49
700.0	775.61
800.0	805.74
900.0	831.99
1000.0	854.32
1200.0	891.53
1400.0	920.78
1600.0	946.02
1800.0	968.19
2000.0	985.90
4000.0	1105.48
6000.0	1173.67
8000.0	1226.13
10000.0	1269.27
12000.0	1308.19
14000.0	1341.21
16000.0	1372.30
18000.0	1401.20
20000.0	1429.64
22000.0	1455.17
24000.0	1480.52
26000.0	1504.91
28000.0	1527.95
30000.0	1551.97
32000.0	1574.61
34000.0	1595.56
36000.0	1617.55
38000.0	1638.50
40000.0	1658.82
42000.0	1679.50
44000.0	1700.56
46000.0	1719.28
48000.0	1738.87
50000.0	1758.30
52000.0	1777.56
54000.0	1796.25
56000.0	1814.97
58000.0	1833.56
60000.0	1851.81
62000.0	1870.43
64000.0	1888.14
