Cal_V	ADC
10.0	311.06
20.0	318.78
30.0	326.57
40.0	334.44
50.0	342.39
60.0	350.41
70.0	358.52
80.0	366.70
90.0	374.96
100.0	383.29
200.0	470.95
300.0	539.21
400.0	595.98
500.0	643.33
600.0	679.17
700.0	711.62
800.0	738.54
900.0	761.90
1000.0	781.58
1200.0	815.89
1400.0	844.28
1600.0	867.38
1800.0	887.64
2000.0	906.84
4000.0	1021.83
6000.0	1092.55
8000.0	1145.34
10000.0	1190.29
12000.0	1228.18
14000.0	1261.83
16000.0	1294.07
18000.0	1323.21
20000.0	1350.78
22000.0	1377.15
24000.0	1402.31
26000.0	1426.65
28000.0	1450.71
30000.0	1473.54
32000.0	1497.39
34000.0	1517.62
36000.0	1540.16
38000.0	1562.41
40000.0	1582.30
42000.0	1603.32
44000.0	1623.28
46000.0	1642.98
48000.0	1663.19
50000.0	1682.81
52000.0	1702.02
54000.0	1721.47
56000.0	1740.56
58000.0	1759.17
60000.0	1777.41
62000.0	1796.04
64000.0	1814.20
