Cal_V	ADC
10.0	321.05
20.0	330.73
30.0	340.41
40.0	350.09
50.0	359.77
60.0	369.45
70.0	379.13
80.0	388.81
90.0	398.50
100.0	408.18
200.0	504.98
300.0	581.75
400.0	648.99
500.0	703.46
600.0	747.18
700.0	784.32
800.0	814.10
900.0	839.75
1000.0	861.25
1200.0	898.35
1400.0	926.76
1600.0	951.86
1800.0	973.53
2000.0	991.23
4000.0	1110.33
6000.0	1179.85
8000.0	1232.72
10000.0	1275.48
12000.0	1315.26
14000.0	1349.50
16000.0	1381.25
18000.0	1411.07
20000.0	1438.70
22000.0	1464.99
24000.0	1490.60
26000.0	1515.28
28000.0	1539.79
30000.0	1563.52
32000.0	1586.01
34000.0	1607.51
36000.0	1629.89
38000.0	1651.23
40000.0	1671.63
42000.0	1692.98
44000.0	1713.02
46000.0	1732.79
48000.0	1753.65
50000.0	1772.78
52000.0	1791.51
54000.0	1811.71
56000.0	1830.33
58000.0	1847.71
60000.0	1867.09
62000.0	1885.19
64000.0	1904.11
