Cal_V	ADC
10.0	252.21
20.0	252.21
30.0	252.21
40.0	252.21
50.0	252.21
60.0	252.21
70.0	252.21
80.0	252.21
90.0	252.21
100.0	252.21
200.0	252.21
300.0	250.78
400.0	250.64
500.0	250.37
600.0	250.00
700.0	249.90
800.0	249.85
900.0	249.95
1000.0	249.80
1200.0	249.73
1400.0	249.26
1600.0	249.36
1800.0	249.03
2000.0	249.01
4000.0	248.33
6000.0	247.95
8000.0	247.50
10000.0	247.38
12000.0	247.61
14000.0	247.14
16000.0	246.92
18000.0	246.81
20000.0	246.61
22000.0	246.19
24000.0	246.31
26000.0	246.05
28000.0	246.03
30000.0	246.02
32000.0	245.86
34000.0	245.82
36000.0	245.68
38000.0	245.73
40000.0	245.49
42000.0	245.63
44000.0	245.35
46000.0	245.15
48000.0	245.22
50000.0	245.09
52000.0	245.13
54000.0	244.97
56000.0	245.38
58000.0	244.86
60000.0	245.03
62000.0	245.09
64000.0	244.69
