Cal_V	ADC
10.0	153.52
20.0	162.24
30.0	170.97
40.0	179.73
50.0	188.50
60.0	197.29
70.0	206.09
80.0	214.91
90.0	223.75
100.0	232.60
200.0	322.07
300.0	392.56
400.0	453.10
500.0	501.46
600.0	541.17
700.0	574.23
800.0	601.13
900.0	625.07
1000.0	645.84
1200.0	679.76
1400.0	708.07
1600.0	730.98
1800.0	750.62
2000.0	769.30
4000.0	883.08
6000.0	952.34
8000.0	1006.25
10000.0	1050.72
12000.0	1089.90
14000.0	1124.57
16000.0	1157.02
18000.0	1186.30
20000.0	1213.57
22000.0	1240.31
24000.0	1265.98
26000.0	1291.44
28000.0	1315.54
30000.0	1338.62
32000.0	1361.96
34000.0	1383.70
36000.0	1405.02
38000.0	1427.47
40000.0	1448.30
42000.0	1468.66
44000.0	1489.10
46000.0	1510.00
48000.0	1528.50
50000.0	1549.42
52000.0	1569.41
54000.0	1588.81
56000.0	1607.75
58000.0	1627.77
60000.0	1645.75
62000.0	1664.10
64000.0	1684.08
