Cal_V	ADC
10.0	290.36
20.0	290.36
30.0	290.37
40.0	290.37
50.0	290.37
60.0	290.37
70.0	290.37
80.0	290.37
90.0	290.37
100.0	290.37
200.0	290.41
300.0	289.68
400.0	289.95
500.0	289.58
600.0	289.47
700.0	289.52
800.0	289.78
900.0	289.63
1000.0	289.66
1200.0	289.24
1400.0	289.47
1600.0	289.20
1800.0	289.39
2000.0	289.05
4000.0	289.04
6000.0	289.00
8000.0	289.14
10000.0	289.04
12000.0	288.81
14000.0	289.26
16000.0	289.10
18000.0	288.86
20000.0	289.17
22000.0	289.06
24000.0	288.67
26000.0	289.11
28000.0	288.72
30000.0	289.06
32000.0	288.53
34000.0	288.92
36000.0	288.48
38000.0	288.48
40000.0	288.88
42000.0	288.86
44000.0	288.42
46000.0	288.52
48000.0	288.91
50000.0	288.17
52000.0	288.40
54000.0	288.62
56000.0	288.36
58000.0	288.33
60000.0	288.28
62000.0	288.23
64000.0	288.58
