Cal_V	ADC
10.0	315.62
20.0	323.71
30.0	331.84
40.0	339.99
50.0	348.18
60.0	356.40
70.0	364.66
80.0	372.94
90.0	381.26
100.0	389.61
200.0	474.85
300.0	540.94
400.0	596.72
500.0	642.15
600.0	678.07
700.0	708.59
800.0	732.79
900.0	755.32
1000.0	774.00
1200.0	806.19
1400.0	832.65
1600.0	854.90
1800.0	873.74
2000.0	891.26
4000.0	1002.17
6000.0	1069.05
8000.0	1119.93
10000.0	1162.36
12000.0	1198.48
14000.0	1231.62
16000.0	1261.94
18000.0	1290.32
20000.0	1318.14
22000.0	1341.83
24000.0	1367.66
26000.0	1390.45
28000.0	1413.56
30000.0	1436.31
32000.0	1458.22
34000.0	1479.76
36000.0	1500.11
38000.0	1521.01
40000.0	1541.34
42000.0	1561.36
44000.0	1581.01
46000.0	1599.85
48000.0	1620.17
50000.0	1638.74
52000.0	1657.75
54000.0	1676.69
56000.0	1694.91
58000.0	1713.14
60000.0	1730.73
62000.0	1749.03
64000.0	1767.51
