Cal_V	ADC
10.0	323.03
20.0	330.99
30.0	339.00
40.0	347.07
50.0	355.19
60.0	363.36
70.0	371.59
80.0	379.86
90.0	388.20
100.0	396.58
200.0	483.36
300.0	551.37
400.0	607.90
500.0	653.65
600.0	690.73
700.0	721.91
800.0	747.24
900.0	770.34
1000.0	789.61
1200.0	822.89
1400.0	850.45
1600.0	873.16
1800.0	893.31
2000.0	910.80
4000.0	1024.38
6000.0	1093.26
8000.0	1145.26
10000.0	1188.82
12000.0	1227.27
14000.0	1261.11
16000.0	1292.90
18000.0	1322.02
20000.0	1349.21
22000.0	1375.15
24000.0	1400.81
26000.0	1425.15
28000.0	1448.90
30000.0	1471.57
32000.0	1494.57
34000.0	1516.18
36000.0	1537.27
38000.0	1559.98
40000.0	1579.64
42000.0	1599.78
44000.0	1620.67
46000.0	1641.03
48000.0	1659.75
50000.0	1680.60
52000.0	1698.58
54000.0	1718.17
56000.0	1737.23
58000.0	1756.04
60000.0	1774.78
62000.0	1792.19
64000.0	1811.95
