Cal_V	ADC
10.0	287.22
20.0	295.31
30.0	303.42
40.0	311.55
50.0	319.71
60.0	327.90
70.0	336.11
80.0	344.34
90.0	352.61
100.0	360.89
200.0	445.17
300.0	511.45
400.0	564.56
500.0	607.84
600.0	643.74
700.0	673.08
800.0	698.28
900.0	719.58
1000.0	739.00
1200.0	771.42
1400.0	797.26
1600.0	819.92
1800.0	839.20
2000.0	856.22
4000.0	966.57
6000.0	1035.94
8000.0	1086.16
10000.0	1129.75
12000.0	1167.46
14000.0	1200.84
16000.0	1231.56
18000.0	1260.22
20000.0	1288.46
22000.0	1314.77
24000.0	1339.22
26000.0	1363.69
28000.0	1387.03
30000.0	1409.08
32000.0	1431.31
34000.0	1453.30
36000.0	1475.02
38000.0	1496.28
40000.0	1516.37
42000.0	1536.20
44000.0	1557.17
46000.0	1576.71
48000.0	1595.60
50000.0	1615.20
52000.0	1634.85
54000.0	1653.28
56000.0	1671.20
58000.0	1691.90
60000.0	1709.46
62000.0	1727.15
64000.0	1746.27
