Cal_V	ADC
10.0	320.17
20.0	329.04
30.0	337.91
40.0	346.79
50.0	355.66
60.0	364.53
70.0	373.41
80.0	382.28
90.0	391.15
100.0	400.02
200.0	488.75
300.0	556.77
400.0	614.34
500.0	661.09
600.0	697.56
700.0	728.22
800.0	754.35
900.0	777.57
1000.0	795.52
1200.0	829.89
1400.0	855.07
1600.0	880.52
1800.0	899.74
2000.0	919.87
4000.0	1030.85
6000.0	1098.65
8000.0	1150.61
10000.0	1193.62
12000.0	1230.44
14000.0	1265.14
16000.0	1296.23
18000.0	1326.35
20000.0	1351.99
22000.0	1377.60
24000.0	1401.95
26000.0	1427.37
28000.0	1452.54
30000.0	1474.04
32000.0	1497.17
34000.0	1517.28
36000.0	1538.90
38000.0	1560.24
40000.0	1580.16
42000.0	1602.44
44000.0	1619.96
46000.0	1640.11
48000.0	1659.32
50000.0	1679.48
52000.0	1699.34
54000.0	1717.69
56000.0	1735.95
58000.0	1754.28
60000.0	1772.79
62000.0	1791.77
64000.0	1810.82
