Cal_V	ADC
10.0	283.02
20.0	291.87
30.0	300.79
40.0	309.77
50.0	318.81
60.0	327.92
70.0	337.09
80.0	346.33
90.0	355.63
100.0	364.99
200.0	462.18
300.0	542.65
400.0	611.52
500.0	669.10
600.0	714.71
700.0	752.61
800.0	784.52
900.0	810.13
1000.0	833.74
1200.0	871.08
1400.0	900.54
1600.0	927.31
1800.0	948.53
2000.0	967.15
4000.0	1087.25
6000.0	1159.42
8000.0	1212.56
10000.0	1256.93
12000.0	1296.97
14000.0	1330.98
16000.0	1363.09
18000.0	1392.81
20000.0	1421.61
22000.0	1447.83
24000.0	1473.95
26000.0	1499.60
28000.0	1522.66
30000.0	1546.18
32000.0	1569.75
34000.0	1591.99
36000.0	1613.99
38000.0	1635.73
40000.0	1655.32
42000.0	1677.12
44000.0	1698.09
46000.0	1717.11
48000.0	1738.10
50000.0	1758.34
52000.0	1777.53
54000.0	1797.13
56000.0	1815.85
58000.0	1834.94
60000.0	1852.71
62000.0	1871.96
64000.0	1890.98
