Cal_V	ADC
10.0	326.08
20.0	334.10
30.0	342.17
40.0	350.28
50.0	358.44
60.0	366.64
70.0	374.89
80.0	383.18
90.0	391.52
100.0	399.90
200.0	486.22
300.0	554.44
400.0	609.84
500.0	654.72
600.0	690.10
700.0	722.05
800.0	746.99
900.0	770.60
1000.0	790.17
1200.0	823.40
1400.0	850.81
1600.0	873.42
1800.0	894.16
2000.0	911.55
4000.0	1028.14
6000.0	1096.73
8000.0	1148.55
10000.0	1192.87
12000.0	1231.05
14000.0	1264.64
16000.0	1297.08
18000.0	1325.74
20000.0	1354.51
22000.0	1381.03
24000.0	1405.73
26000.0	1430.65
28000.0	1454.19
30000.0	1476.98
32000.0	1500.31
34000.0	1520.47
36000.0	1542.88
38000.0	1564.08
40000.0	1585.67
42000.0	1605.35
44000.0	1626.63
46000.0	1646.20
48000.0	1665.38
50000.0	1684.94
52000.0	1704.44
54000.0	1723.51
56000.0	1741.68
58000.0	1760.73
60000.0	1780.34
62000.0	1798.67
64000.0	1816.96
