Cal_V	ADC
10.0	244.54
20.0	252.88
30.0	261.27
40.0	269.72
50.0	278.23
60.0	286.80
70.0	295.42
80.0	304.11
90.0	312.86
100.0	321.66
200.0	412.93
300.0	486.70
400.0	550.01
500.0	600.17
600.0	640.85
700.0	675.10
800.0	704.42
900.0	727.92
1000.0	748.56
1200.0	784.62
1400.0	813.27
1600.0	837.09
1800.0	857.55
2000.0	876.40
4000.0	992.15
6000.0	1061.91
8000.0	1115.52
10000.0	1159.76
12000.0	1197.68
14000.0	1231.80
16000.0	1263.53
18000.0	1293.69
20000.0	1321.84
22000.0	1347.18
24000.0	1373.30
26000.0	1397.03
28000.0	1421.10
30000.0	1444.12
32000.0	1467.49
34000.0	1487.93
36000.0	1510.77
38000.0	1531.55
40000.0	1552.65
42000.0	1574.78
44000.0	1592.92
46000.0	1613.85
48000.0	1634.49
50000.0	1653.59
52000.0	1672.92
54000.0	1692.20
56000.0	1710.80
58000.0	1728.67
60000.0	1748.09
62000.0	1766.96
64000.0	1783.72
