Cal_V	ADC
10.0	273.81
20.0	282.18
30.0	290.61
40.0	299.12
50.0	307.69
60.0	316.33
70.0	325.05
80.0	333.83
90.0	342.68
100.0	351.61
200.0	444.65
300.0	520.92
400.0	584.50
500.0	636.14
600.0	677.28
700.0	712.50
800.0	740.81
900.0	765.81
1000.0	786.61
1200.0	823.47
1400.0	851.55
1600.0	875.38
1800.0	895.84
2000.0	915.19
4000.0	1032.19
6000.0	1102.50
8000.0	1155.81
10000.0	1199.38
12000.0	1238.87
14000.0	1272.01
16000.0	1303.19
18000.0	1332.65
20000.0	1359.73
22000.0	1386.31
24000.0	1411.23
26000.0	1435.61
28000.0	1459.11
30000.0	1481.91
32000.0	1504.04
34000.0	1526.36
36000.0	1548.33
38000.0	1569.55
40000.0	1589.82
42000.0	1610.09
44000.0	1631.04
46000.0	1650.38
48000.0	1670.41
50000.0	1689.65
52000.0	1709.55
54000.0	1726.56
56000.0	1746.62
58000.0	1765.85
60000.0	1784.00
62000.0	1802.30
64000.0	1821.35
