Cal_V	ADC
10.0	270.80
20.0	279.28
30.0	287.82
40.0	296.42
50.0	305.08
60.0	313.79
70.0	322.56
80.0	331.39
90.0	340.27
100.0	349.21
200.0	441.79
300.0	515.97
400.0	576.90
500.0	626.65
600.0	666.98
700.0	699.37
800.0	727.86
900.0	751.63
1000.0	773.44
1200.0	807.64
1400.0	836.41
1600.0	860.08
1800.0	880.87
2000.0	900.51
4000.0	1015.83
6000.0	1087.24
8000.0	1140.56
10000.0	1185.50
12000.0	1223.47
14000.0	1257.92
16000.0	1290.52
18000.0	1319.23
20000.0	1348.06
22000.0	1374.41
24000.0	1399.17
26000.0	1424.24
28000.0	1447.90
30000.0	1471.31
32000.0	1495.01
34000.0	1516.76
36000.0	1537.74
38000.0	1560.19
40000.0	1580.49
42000.0	1601.64
44000.0	1622.34
46000.0	1642.90
48000.0	1661.34
50000.0	1682.32
52000.0	1702.04
54000.0	1720.44
56000.0	1739.74
58000.0	1758.96
60000.0	1777.43
62000.0	1796.29
64000.0	1815.47
