Cal_V	ADC
10.0	254.66
20.0	263.29
30.0	271.98
40.0	280.73
50.0	289.54
60.0	298.41
70.0	307.35
80.0	316.34
90.0	325.39
100.0	334.50
200.0	428.98
300.0	506.29
400.0	571.13
500.0	623.67
600.0	666.33
700.0	701.11
800.0	730.57
900.0	755.82
1000.0	778.56
1200.0	813.25
1400.0	842.82
1600.0	868.55
1800.0	889.46
2000.0	906.84
4000.0	1023.69
6000.0	1092.76
8000.0	1145.31
10000.0	1188.84
12000.0	1226.88
14000.0	1260.79
16000.0	1293.31
18000.0	1322.25
20000.0	1350.41
22000.0	1376.95
24000.0	1402.32
26000.0	1426.87
28000.0	1450.20
30000.0	1473.46
32000.0	1497.13
34000.0	1518.80
36000.0	1541.05
38000.0	1562.60
40000.0	1582.44
42000.0	1602.27
44000.0	1622.37
46000.0	1644.17
48000.0	1662.20
50000.0	1684.00
52000.0	1703.42
54000.0	1721.17
56000.0	1740.30
58000.0	1759.69
60000.0	1777.90
62000.0	1796.63
64000.0	1815.42
