Cal_V	ADC
10.0	286.17
20.0	295.18
30.0	304.22
40.0	313.31
50.0	322.43
60.0	331.60
70.0	340.80
80.0	350.05
90.0	359.34
100.0	368.66
200.0	464.13
300.0	542.73
400.0	609.09
500.0	663.88
600.0	708.73
700.0	744.29
800.0	774.85
900.0	799.79
1000.0	821.80
1200.0	858.30
1400.0	887.32
1600.0	912.21
1800.0	932.22
2000.0	951.19
4000.0	1068.68
6000.0	1138.93
8000.0	1192.36
10000.0	1237.45
12000.0	1273.98
14000.0	1308.89
16000.0	1339.62
18000.0	1369.23
20000.0	1396.35
22000.0	1423.93
24000.0	1449.53
26000.0	1472.78
28000.0	1496.82
30000.0	1519.63
32000.0	1541.93
34000.0	1564.86
36000.0	1586.10
38000.0	1606.83
40000.0	1626.95
42000.0	1647.40
44000.0	1668.43
46000.0	1688.57
48000.0	1708.66
50000.0	1727.64
52000.0	1747.13
54000.0	1766.66
56000.0	1784.87
58000.0	1804.01
60000.0	1822.36
62000.0	1840.48
64000.0	1857.96
