Cal_V	ADC
10.0	290.77
20.0	299.39
30.0	308.10
40.0	316.88
50.0	325.76
60.0	334.71
70.0	343.75
80.0	352.87
90.0	362.08
100.0	371.37
200.0	468.91
300.0	549.03
400.0	617.17
500.0	674.41
600.0	720.48
700.0	757.51
800.0	790.93
900.0	816.73
1000.0	841.22
1200.0	877.66
1400.0	909.88
1600.0	935.27
1800.0	958.83
2000.0	977.42
4000.0	1099.86
6000.0	1172.34
8000.0	1225.85
10000.0	1268.73
12000.0	1308.26
14000.0	1342.00
16000.0	1375.07
18000.0	1403.85
20000.0	1432.66
22000.0	1459.37
24000.0	1484.16
26000.0	1509.40
28000.0	1533.49
30000.0	1557.90
32000.0	1580.65
34000.0	1603.38
36000.0	1624.68
38000.0	1646.09
40000.0	1665.19
42000.0	1687.16
44000.0	1706.76
46000.0	1726.09
48000.0	1746.94
50000.0	1765.25
52000.0	1784.57
54000.0	1803.60
56000.0	1822.84
58000.0	1840.86
60000.0	1858.62
62000.0	1877.87
64000.0	1896.99
