Cal_V	ADC
10.0	280.29
20.0	288.21
30.0	296.23
40.0	304.34
50.0	312.55
60.0	320.86
70.0	329.26
80.0	337.76
90.0	346.36
100.0	355.05
200.0	447.27
300.0	519.17
400.0	579.64
500.0	627.43
600.0	667.54
700.0	700.53
800.0	727.56
900.0	750.99
1000.0	772.53
1200.0	806.30
1400.0	835.07
1600.0	858.72
1800.0	878.80
2000.0	897.67
4000.0	1012.14
6000.0	1082.76
8000.0	1134.82
10000.0	1179.75
12000.0	1217.13
14000.0	1252.32
16000.0	1284.17
18000.0	1313.47
20000.0	1341.29
22000.0	1368.27
24000.0	1393.78
26000.0	1418.54
28000.0	1441.86
30000.0	1465.28
32000.0	1488.45
34000.0	1510.72
36000.0	1531.34
38000.0	1553.83
40000.0	1574.22
42000.0	1594.49
44000.0	1615.30
46000.0	1635.39
48000.0	1655.73
50000.0	1675.79
52000.0	1695.50
54000.0	1714.55
56000.0	1733.58
58000.0	1753.61
60000.0	1771.05
62000.0	1789.69
64000.0	1809.21
