Cal_V	ADC
10.0	140.52
20.0	149.18
30.0	157.83
40.0	166.49
50.0	175.15
60.0	183.80
70.0	192.46
80.0	201.12
90.0	209.77
100.0	218.43
200.0	305.00
300.0	374.47
400.0	433.37
500.0	479.83
600.0	519.53
700.0	550.94
800.0	578.39
900.0	600.90
1000.0	620.37
1200.0	654.45
1400.0	681.83
1600.0	704.89
1800.0	725.05
2000.0	743.11
4000.0	857.31
6000.0	927.09
8000.0	981.50
10000.0	1024.87
12000.0	1064.18
14000.0	1099.74
16000.0	1131.61
18000.0	1161.25
20000.0	1187.41
22000.0	1213.80
24000.0	1240.15
26000.0	1264.62
28000.0	1288.65
30000.0	1313.05
32000.0	1335.10
34000.0	1357.49
36000.0	1378.67
38000.0	1399.57
40000.0	1421.76
42000.0	1443.13
44000.0	1460.82
46000.0	1482.30
48000.0	1501.89
50000.0	1521.02
52000.0	1540.91
54000.0	1561.04
56000.0	1579.86
58000.0	1598.73
60000.0	1618.40
62000.0	1637.00
64000.0	1654.93
