Cal_V	ADC
10.0	253.01
20.0	261.22
30.0	269.48
40.0	277.82
50.0	286.21
60.0	294.67
70.0	303.20
80.0	311.78
90.0	320.44
100.0	329.15
200.0	419.85
300.0	492.03
400.0	553.30
500.0	601.79
600.0	641.74
700.0	673.92
800.0	701.35
900.0	724.34
1000.0	745.20
1200.0	779.51
1400.0	807.21
1600.0	830.72
1800.0	850.86
2000.0	868.86
4000.0	982.09
6000.0	1052.40
8000.0	1104.14
10000.0	1147.85
12000.0	1186.16
14000.0	1219.69
16000.0	1252.05
18000.0	1280.82
20000.0	1308.63
22000.0	1334.82
24000.0	1360.29
26000.0	1384.82
28000.0	1408.08
30000.0	1431.58
32000.0	1453.53
34000.0	1475.41
36000.0	1497.37
38000.0	1518.50
40000.0	1539.70
42000.0	1560.12
44000.0	1580.23
46000.0	1599.52
48000.0	1620.63
50000.0	1639.96
52000.0	1659.04
54000.0	1679.23
56000.0	1697.99
58000.0	1716.28
60000.0	1734.81
62000.0	1754.08
64000.0	1772.85
