Cal_V	ADC
10.0	134.22
20.0	142.83
30.0	151.46
40.0	160.13
50.0	168.82
60.0	177.54
70.0	186.29
80.0	195.07
90.0	203.87
100.0	212.71
200.0	302.63
300.0	377.66
400.0	440.37
500.0	491.14
600.0	533.06
700.0	566.90
800.0	595.22
900.0	619.55
1000.0	641.22
1200.0	675.84
1400.0	705.24
1600.0	728.54
1800.0	749.20
2000.0	767.81
4000.0	883.34
6000.0	953.28
8000.0	1006.80
10000.0	1051.30
12000.0	1089.17
14000.0	1123.89
16000.0	1155.75
18000.0	1185.00
20000.0	1212.38
22000.0	1240.47
24000.0	1265.56
26000.0	1290.88
28000.0	1313.92
30000.0	1336.90
32000.0	1360.02
34000.0	1382.13
36000.0	1403.95
38000.0	1426.04
40000.0	1447.59
42000.0	1467.45
44000.0	1488.04
46000.0	1509.26
48000.0	1527.80
50000.0	1549.23
52000.0	1569.18
54000.0	1588.34
56000.0	1607.71
58000.0	1626.89
60000.0	1646.57
62000.0	1664.27
64000.0	1684.15
