Cal_V	ADC
10.0	297.50
20.0	305.51
30.0	313.61
40.0	321.81
50.0	330.10
60.0	338.48
70.0	346.96
80.0	355.52
90.0	364.18
100.0	372.93
200.0	465.51
300.0	538.51
400.0	598.49
500.0	647.62
600.0	686.61
700.0	719.07
800.0	746.39
900.0	770.01
1000.0	789.69
1200.0	824.30
1400.0	851.93
1600.0	875.50
1800.0	895.19
2000.0	913.80
4000.0	1028.86
6000.0	1099.05
8000.0	1150.75
10000.0	1194.17
12000.0	1232.27
14000.0	1266.41
16000.0	1298.27
18000.0	1327.49
20000.0	1354.83
22000.0	1381.89
24000.0	1406.61
26000.0	1431.31
28000.0	1454.97
30000.0	1477.81
32000.0	1499.90
34000.0	1522.41
36000.0	1543.60
38000.0	1566.35
40000.0	1587.08
42000.0	1607.87
44000.0	1628.41
46000.0	1649.00
48000.0	1669.28
50000.0	1689.15
52000.0	1708.51
54000.0	1726.90
56000.0	1746.24
58000.0	1765.38
60000.0	1782.74
62000.0	1802.02
64000.0	1820.27
